      101  9    0.26677    4
      112375    0.38873    4
      112387   -0.08044    3
      112399   -0.82350    1
      112423   -0.54168    2
      113  4    0.15426    4
      113 13   -0.72463    1
      113 21    0.34402    4
      113 38    0.28747    4
      113 46   -0.51661    2
      113 55   -0.06478    3
      113 63    0.01638    4
      113 71   -0.12856    3
      113 88   -0.60275    2
      113 96   -0.21074    3
      113105   -0.57686    2
      113122   -0.37860    3
      113138   -0.28413    3
      113155   -0.61168    2
      113163    0.13669    4
      113172   -0.21734    3
      113180   -0.70379    1
      113189    0.00362    4
      113197    0.41503    4
      113205   -0.07644    3
      113214   -0.13677    3
      113222   -0.64967    2
      113231   -0.62956    2
      113239   -0.54384    2
      113256   -0.74474    1
      113264    0.95425    5
      113272   -0.87042    1
      113289    0.56296    5
      113306   -0.39789    3
      113 80    0.05559    4
      113298    0.19183    4
      113130    0.45697    4
      113281   -0.37124    3
      113247    0.29821    4
      113 29   -0.33028    3
      113113   -0.00991    4
      113147    0.13669    4
      114  2    0.29603    4
      114 20   -0.39631    3
      114 29   -0.80339    1
      114 47   -0.09341    3
      114 55   -0.16978    3
      114 82   -0.74474    1
      114100    0.29186    4
      114135    0.21516    4
      114144    0.73092    5
      114153    1.84121    5
      114171    0.52579    4
      114206    0.27360    4
      114215    0.73092    5
      114224    0.53236    4
      114260   -0.21074    3
      114288    1.17838    5
      114304   -0.39135    3
      114251    0.79907    5
      114 73   -0.60872    2
      114118   -0.87042    1
      114162    1.34094    5
      114197   -0.23977    3
      114242    0.48702    4
      114295    0.68711    5
      114 11    0.19243    4
      114 91    0.22720    4
      114189    0.25726    4
      114233    0.52798    4
      114269    0.25726    4
      114277    0.68316    5
      114313   -0.37124    3
      114 38   -0.23085    3
      114109    0.09414    4
      114126   -0.49155    2
      114180    0.73092    5
      115  2    1.69731    5
      115 27    0.38873    4
      115 39   -0.72463    1
      115 52   -0.31020    3
      115 64   -0.30544    3
      115 89    0.14526    4
      115101    0.50115    4
      115113    0.22720    4
      115126   -0.29009    3
      115163    1.21933    5
      115175    0.79907    5
      115212    0.56296    5
      115224    0.06496    4
      115237   -0.29749    3
      115273   -0.45059    2
      115286   -0.73204    1
      115298    0.54522    4
      115335   -0.10568    3
      115347   -0.25829    3
      115372    1.27943    5
      115397    0.34778    4
      115 15   -0.47782    2
      115138    0.36524    4
      115261   -0.06139    4
      115384   -0.55123    2
      115 76   -0.72463    1
      115150    0.11308    4
      115187   -0.45800    2
      115200    0.33605    4
      115323   -0.28906    3
      115249    0.30478    4
      115360    1.27943    5
      116  2    0.15050    4
      116  8    0.38873    4
      116 26    0.57021    5
      116 25   -0.47285    2
      116 37    0.09834    4
      116 55   -0.09937    3
      116 61    0.26838    4
      116 66    0.25567    4
      116 72   -0.70379    1
      116 78    0.48544    4
      116 84    0.19522    4
      116 96    0.65382    5
      116107   -0.02415    4
      116119   -0.58348    2
      116125   -0.05246    4
      116131   -0.09937    3
      116137   -0.48063    2
      116143    0.19522    4
      116154    0.48544    4
      116166   -0.06139    4
      116172   -0.93522    1
      116178    0.00645    4
      116184    0.56939    5
      116 31    0.45697    4
      116113    0.66252    5
      116160   -0.32013    3
      116 90   -0.61173    2
      116 49    0.32391    4
      116102    0.38873    4
      117  2   -0.08667    3
      117 15   -0.18706    3
      117 28    0.29208    4
      117 40    0.09517    4
      117 53   -0.07926    3
      117 79   -0.08667    3
      117 66   -0.30083    3
      117 91   -0.72463    1
      117104   -0.06216    4
      117117    0.68316    5
      117142   -0.18706    3
      117155    0.08057    4
      117168    0.18625    4
      117180    0.52163    4
      117193   -0.32807    3
      117130    0.27579    4
      117206    1.65679    5
      117219   -0.46689    2
      117231    0.42498    4
      117244    0.61850    5
      117270    0.21516    4
      117282   -0.44149    2
      117295    0.68316    5
      117308   -0.25988    3
      117320   -0.53392    2
      117333   -0.85772    1
      117359   -0.07586    3
      117371   -0.63595    2
      117384    0.09414    4
      117410   -0.53392    2
      117422   -0.09937    3
      117435    0.09401    4
      117257    0.18071    4
      117346    0.09414    4
      118 21    0.12544    4
      118 30   -0.47904    2
      118 40    0.26345    4
      118 49    0.45697    4
      118 68   -0.43885    2
      118 88   -0.43885    2
      118 97   -0.33743    3
      118116   -0.85031    1
      118126   -0.69783    1
      118135   -0.14033    3
      118145    0.68316    5
      118164    0.13039    4
      118173   -0.03369    4
      118183   -0.33104    3
      118202   -0.71230    1
      118221   -0.09554    3
      118231   -0.24430    3
      118250   -0.09937    3
      118259   -0.67134    2
      118278   -0.51886    2
      118 11   -0.09937    3
      118107    0.14431    4
      118  1    0.01638    4
      118 78    0.50555    4
      118269   -0.66197    2
      118288   -0.12022    3
      118240   -0.23977    3
      118 59   -0.74474    1
      119  4   -0.30083    3
      119 22   -0.50147    2
      119 31   -0.26283    3
      119 39   -0.48063    2
      119 48    0.19526    4
      119251    0.61511    5
      119 66    0.12742    4
      119 74    0.37794    4
      119 83   -0.50888    2
      119101   -0.63949    2
      119110    0.36053    4
      119136   -0.53392    2
      119145   -0.44382    2
      119154   -0.22184    3
      119163    0.16680    4
      119171   -0.85031    1
      119180    0.31240    4
      119189   -0.50147    2
      119198    0.88396    5
      119207    0.61511    5
      119215    0.25270    4
      119224    0.19505    4
      119242   -0.29007    3
      119259    0.49830    4
      119286   -0.73000    1
      119295   -0.61211    2
      119268    1.00201    5
      119312   -0.62444    2
      119321   -0.32013    3
      119 13   -0.62444    2
      119119   -0.02974    4
      119 57   -0.87042    1
      119127    0.83691    5
      119277    0.09414    4
      119303    0.39812    4
      120 12   -0.37124    3
      120 21    0.03133    4
      120 29    0.69607    5
      120 38    0.76624    5
      120 46    0.03369    4
      120 55   -0.20676    3
      120 63    0.25915    4
      120 80    1.34409    5
      120 89   -0.31854    3
      120 97   -0.09937    3
      120106    0.27755    4
      120114   -0.47796    2
      120123   -0.11743    3
      120131    0.06374    4
      120148    0.61887    5
      120156   -0.39591    3
      120165    0.72806    5
      120190   -0.28497    3
      120199   -0.70916    1
      120207    0.08403    4
      120224   -0.49138    2
      120233   -0.47904    2
      120241    0.33446    4
      120258    0.48544    4
      120267    0.61850    5
      120275    0.45697    4
      120284   -0.32432    3
      120292   -0.36886    3
      120301    0.10470    4
      120309   -0.37124    3
      120182   -0.46631    2
      120  4    0.41601    4
      120139   -0.60433    2
      120173   -0.06932    3
      120216    0.61850    5
      120250    0.72205    5
      120 72   -0.10650    3
      121  8    0.23638    4
      121 17   -0.06194    4
      121 27   -0.41242    3
      121 37   -0.19522    3
      121 46   -0.80339    1
      121 56    0.80050    5
      121 65    0.05739    4
      121 75   -0.34161    3
      121 85    0.17891    4
      121 94    0.29186    4
      121104    0.61931    5
      121113   -0.03369    4
      121123   -0.80954    1
      121133    0.03492    4
      121142   -0.12661    3
      121161    0.94824    5
      121171   -0.30001    3
      121181    0.52163    4
      121190    0.42990    4
      121210    0.05739    4
      121219   -0.12661    3
      121229   -0.40425    3
      121238   -0.21686    3
      121248   -0.52159    2
      121258    0.28517    4
      121267    1.22675    5
      121277    0.57021    5
      121286    0.45339    4
      121306   -0.29917    3
      121315    2.58200    5
      121325    3.59882    5
      121334    2.79943    5
      121344    3.18927    5
      121354    3.18927    5
      122 10   -0.74474    1
      122 36   -0.73204    1
      122 49   -0.64689    2
      122 62   -0.35495    3
      122 75   -0.48700    2
      122 88   -0.39591    3
      122101   -0.81080    1
      122114   -0.69783    1
      122127   -0.35367    3
      122140   -0.85772    1
      122153    0.07490    4
      122166   -0.53392    2
      122179   -0.69783    1
      122192   -0.60673    2
      122218   -0.80954    1
      122231   -0.74474    1
      122244   -0.62444    2
      122257   -0.67875    1
      122283   -0.58322    2
      122296   -0.68343    1
      122309   -0.87042    1
      122335   -0.65687    2
      122348   -0.81080    1
      122364   -0.87042    1
      122387   -0.80954    1
      122400   -0.87042    1
      122413   -0.87042    1
      122426   -0.47429    2
      122270   -0.89426    1
      122322   -0.73241    1
      123  5    0.25987    4
      123 15   -0.10650    3
      123 24   -0.85031    1
      123 44    0.79558    5
      123 73    0.13796    4
      123 92   -0.20450    3
      123112   -0.31745    3
      123121   -0.29899    3
      123131   -0.31399    3
      123141   -0.65960    2
      123151    0.10597    4
      123160   -0.57191    2
      123170   -0.05376    4
      123180    0.45339    4
      123199    0.16822    4
      123209   -0.52121    2
      123219   -0.52752    2
      123228   -0.26700    3
      123248   -0.02099    4
      123267    0.52163    4
      123277   -0.07824    3
      123287   -0.56578    2
      123296   -0.69145    1
      123306   -0.57583    2
      123335   -0.31910    3
      123345    0.63405    5
      123354    0.26683    4
      123 83    0.41243    4
      123 53   -0.37580    3
      123102    0.10597    4
      123 34   -0.31391    3
      123189    0.37229    4
      123257   -0.52159    2
      123316   -0.35968    3
      124  7   -0.70379    1
      124 20   -0.07926    3
      124 32   -0.01460    4
      124 58    0.13039    4
      124 71   -0.80954    1
      124 96   -0.48643    2
      124109    0.52853    4
      124122   -0.36108    3
      124148   -0.61211    2
      124173    0.50315    4
      124186   -0.73241    1
      124199   -0.18383    3
      124225   -0.31910    3
      124238   -0.01460    4
      124250   -0.26485    3
      124263   -0.56337    2
      124302   -0.23540    3
      124314   -0.51381    2
      124327   -0.08667    3
      124353   -0.54542    2
      124366   -0.51381    2
      124379    2.15326    5
      124404   -0.45391    2
      124417   -0.31732    3
      124430    0.88959    5
      124455    0.19505    4
      124468   -0.03292    4
      124494    1.98930    5
      124507    0.88959    5
      124520   -0.80954    1
      124545   -0.73241    1
      124558   -0.64801    2
      124571   -0.32013    3
      124212   -0.12661    3
      124276    0.27828    4
      124340    0.09414    4
      124532    0.26382    4
      124 84    0.68263    5
      124135   -0.30083    3
      124391   -0.61211    2
      124481   -0.70992    1
      124161   -0.69864    1
      125 14    0.05503    4
      125 26    0.23622    4
      125 50   -0.52121    2
      125 63    0.09834    4
      125 75   -0.74474    1
      125 99    0.40307    4
      125124   -0.32013    3
      125136   -0.46052    2
      125149    0.13213    4
      125173   -0.13736    3
      125198   -0.33484    3
      125210   -0.50888    2
      125222   -0.74474    1
      125235   -0.69108    1
      125259   -0.09937    3
      125271    0.11426    4
      125284   -0.33246    3
      125296    0.01178    4
      125308    0.68014    5
      125321    0.19505    4
      125345   -0.14873    3
      125357   -0.49296    2
      125370   -0.74474    1
      125382   -0.16002    3
      125406   -0.24717    3
      125419   -0.74474    1
      125431   -0.52121    2
      125185    1.32934    5
      125247    0.45339    4
      125  1    0.96203    5
      125 38   -0.02099    4
      125 87   -0.59403    2
      125112   -0.85772    1
      125333    0.00667    4
      125394   -0.80954    1
      125456    1.06066    5
      126  2   -0.51825    2
      126  5    0.06323    4
      126  8   -0.74474    1
      126 11   -0.14033    3
      126 14   -0.87042    1
      126 17   -0.87042    1
      126 20   -0.23618    3
      126 23   -0.35116    3
      126 25   -0.39789    3
      126 28    0.67434    5
      126 31   -0.87042    1
      126 39    1.56967    5
      126 37    0.64831    5
      126 40   -0.07926    3
      126 43    1.25402    5
      126 46   -0.65960    2
      126 49   -0.10732    3
      126 52   -0.07567    3
      126 55    0.44868    4
      126 58    0.74575    5
      126 61   -0.32467    3
      126 63    0.33963    4
      126 66    0.37503    4
      126 69    0.00174    4
      126 72    0.06199    4
      126 75   -0.87042    1
      126 78   -0.18963    3
      126 81    0.09731    4
      126 84    1.01772    5
      126 87   -0.12682    3
      126 90    0.68316    5
      126 93    1.05781    5
      126 96    2.00046    5
      126 98   -0.39789    3
      126101   -0.87042    1
      126104    2.65480    5
      126107   -0.80954    1
      126110   -0.07107    3
      126113   -0.93522    1
      126116   -0.87042    1
      126119    1.29080    5
      126125    0.09414    4
      126128    0.06323    4
      126131    3.07685    5
      126134    2.87826    5
      126136   -0.74474    1
      126139   -0.30083    3
      126145    0.20002    4
      126148   -0.40917    3
      127  2    2.02845    5
      127  9    0.90728    5
      127 13    2.25822    5
      127 16    1.71500    5
      127 20    0.64220    5
      127 24    1.40954    5
      127 27    0.88358    5
      127 31    2.25438    5
      127 35    2.14519    5
      127 38    2.52833    5
      127 42    2.80575    5
      127 45    2.41591    5
      127 49    2.87722    5
      127 53   -0.24533    3
      127 56   -0.59935    2
      127 60   -0.12344    3
      127 64    0.44868    4
      127 67    0.56855    5
      127 71    0.39644    4
      127 75    0.48067    4
      127 78    0.05739    4
      127 82    0.05600    4
      127 86    0.64220    5
      127 89    2.21343    5
      127 93    2.01991    5
      127 96    2.29857    5
      127100    0.03369    4
      127104   -0.59935    2
      127107   -0.40086    3
      127118    0.25091    4
      127122   -0.10312    3
      127129   -0.72463    1
      127133   -0.12684    3
      127136    0.40868    4
      127140   -0.42588    3
      127144   -0.93522    1
      127147   -0.03450    4
      127151    0.32811    4
      127155    0.19526    4
      127158    2.42467    5
      128  2    0.27122    4
      128 13   -0.55839    2
      128 23   -0.80935    1
      128 34   -0.10650    3
      128 44   -0.93522    1
      128 55   -0.87042    1
      128 65   -0.70074    1
      128 76   -0.82947    1
      128 86   -0.87042    1
      128 97   -0.45814    2
      128107   -0.40223    3
      128118    0.52110    4
      128129   -0.48063    2
      128139   -0.12661    3
      128150   -0.87042    1
      128160   -0.74474    1
      128171   -0.87042    1
      128181   -0.73204    1
      128192    0.27154    4
      128202   -0.47782    2
      128213   -0.08440    3
      128223    0.30764    4
      128234   -0.44714    2
      128244   -0.54384    2
      128255   -0.30913    3
      128265   -0.87042    1
      128276   -0.69145    1
      128286   -0.18706    3
      128297   -0.73241    1
      128307   -0.93522    1
      128318   -0.93522    1
      128328   -0.63697    2
      128339   -0.93522    1
      128349    0.65834    5
      128360   -0.57191    2
      128370    0.26469    4
      128381   -0.59970    2
      128392   -0.87042    1
      128402   -0.87042    1
      128413   -0.82947    1
      129  3   -0.38853    3
      129  8   -0.59935    2
      129 18    0.09040    4
      129 24    1.28281    5
      129 29    0.48170    4
      129 34   -0.06216    4
      129 39    1.73538    5
      129 45   -0.18706    3
      129 55    1.34409    5
      129 60   -0.80935    1
      129 65    0.46035    4
      129 81    1.56822    5
      129 86   -0.34757    3
      129 92    0.66884    5
      129 97    1.34409    5
      129102    0.09834    4
      129107    0.95425    5
      129112    0.83691    5
      129118   -0.03348    4
      129123    0.41243    4
      129133    1.06667    5
      129138    0.41243    4
      129144   -0.05958    4
      129154    0.95425    5
      129165    0.73144    5
      129170    0.52200    4
      129175    0.75176    5
      129180    0.90514    5
      129185    1.21933    5
      129191   -0.59935    2
      129196   -0.87042    1
      129201   -0.47228    2
      129 13    1.61063    5
      129128    0.00174    4
      129 50    0.32811    4
      201 24    0.46635    4
      201 36    1.03102    5
      201 61    2.63774    5
      201 73    0.20084    4
      201 85    1.53188    5
      201 97    0.15989    4
      201109    0.13978    4
      201121    2.77080    5
      201146   -0.07498    3
      201158   -0.42983    2
      201170    1.83835    5
      201194    0.04270    4
      201206    0.27284    4
      201231    0.23624    4
      201243    1.67785    5
      201255    0.18073    4
      201267   -0.47228    2
      201279    2.81176    5
      201 12    0.51493    4
      201133    2.68701    5
      201 48    1.51177    5
      201182    2.34071    5
      201218   -0.85031    1
      202  9    2.21944    5
      202 20    3.03589    5
      202 31    0.02188    4
      202 42    1.39523    5
      202 53    3.59882    5
      202 64    2.53423    5
      202 97    2.33549    5
      202108    2.77080    5
      202119    2.38972    5
      202218   -0.08896    3
      202 75    2.63774    5
      202130    2.81176    5
      202185   -0.73241    1
      202240    0.55722    5
      202 86    3.03589    5
      202141    1.99988    5
      202152   -0.05697    4
      202163    2.09052    5
      202174    2.49633    5
      202207   -0.25049    3
      202229    2.22819    5
      202251   -0.64689    2
      203 12    3.63977    5
      203 25    3.75219    5
      203 37    3.63977    5
      203 50    3.20898    5
      203 63    0.14658    4
      203 76    1.31367    5
      203 89    0.13306    4
      203115    2.11708    5
      203141    3.75219    5
      203154    3.63977    5
      203167   -0.33427    3
      203180    3.63977    5
      203193    3.59882    5
      203232    3.59882    5
      203245    2.81974    5
      203258    1.00523    5
      203271    3.05620    5
      203297    1.93274    5
      204  2    2.53423    5
      204 37    0.36400    4
      204 54    0.30256    4
      204 71    0.58937    5
      204105    1.84168    5
      204157   -0.52654    2
      204191    2.75037    5
      204208   -0.87042    1
      204242   -0.02109    4
      204276    3.59882    5
      204294   -0.25049    3
      204311    3.63977    5
      204328    3.03589    5
      204362    3.03589    5
      204379   -0.87042    1
      204174    3.71124    5
      204259    3.25869    5
      204345    3.24848    5
      204 20   -0.08999    3
      204139    0.88380    5
      204225   -0.24038    3
      204396    3.24993    5
      205 14    2.64665    5
      205 34    2.87436    5
      205 54   -0.65960    2
      205 74    0.73144    5
      205 94    3.03589    5
      205114   -0.65960    2
      205134    2.24790    5
      205154    2.26496    5
      205174    0.07609    4
      205194   -0.38850    3
      205234    3.20958    5
      205254    0.15989    4
      205294    0.70405    5
      205314    0.27284    4
      205334    0.51493    4
      205374    0.38526    4
      205394    0.25553    4
      205414   -0.65960    2
      205434    0.68607    5
      206 12    0.19526    4
      206 28    0.55589    5
      206 45   -0.57686    2
      206 62   -0.57191    2
      206 79    2.94389    5
      206 96    0.51493    4
      206112    1.04726    5
      206129    2.55808    5
      206146    0.89297    5
      206163    1.14101    5
      206179   -0.72439    1
      206213   -0.12851    3
      206230   -0.65960    2
      206247   -0.24769    3
      206263    3.21773    5
      206280   -0.44121    2
      206314   -0.49700    2
      206331    1.99864    5
      206347    2.21944    5
      206364    0.53792    4
      206381    1.28281    5
      207 12   -0.20499    3
      207 29   -0.64689    2
      207 45   -0.29677    3
      207 62    0.93853    5
      207 79   -0.44861    2
      207113    0.50731    4
      207129   -0.23977    3
      207146    0.27755    4
      207163    0.27755    4
      207180   -0.08999    3
      207196    0.86558    5
      207213    1.49385    5
      207230    0.50678    4
      207247    0.66831    5
      207 96   -0.22697    3
      207264    2.41834    5
      207280   -0.18604    3
      207297   -0.32807    3
      207314    1.53659    5
      207331   -0.80935    1
      207347   -0.85031    1
      207364   -0.63949    2
      207381    0.61973    5
      208 10   -0.87042    1
      208 25    0.46635    4
      208 39   -0.87042    1
      208 53   -0.89426    1
      208 67   -0.46627    2
      208 81   -0.38850    3
      208 95   -0.93522    1
      208109   -0.59853    2
      208123   -0.52654    2
      208137    1.16223    5
      208151    2.14439    5
      208180   -0.63949    2
      208194   -0.39789    3
      208208   -0.07819    3
      208222    0.46635    4
      208236   -0.85031    1
      208250    1.17110    5
      208264   -0.80935    1
      208278   -0.59853    2
      208292   -0.85031    1
      208306   -0.85031    1
      208320    0.58629    5
      208335   -0.04903    4
      208349   -0.30796    3
      208363   -0.73736    1
      208391    0.11530    4
      208165    1.05815    5
      209  2    0.57877    5
      209  9   -0.50888    2
      209 16   -0.64689    2
      209 30   -0.85772    1
      209 37   -0.85772    1
      209 44    0.04292    4
      209 52   -0.28811    3
      209 59   -0.41038    3
      209 66   -0.69619    1
      209 73    0.32649    4
