monthid	Shukhi	Apon	Pill_total	Condom	Inj_vial	Inj_siringe	IUD_normal	IUD_partum	IUD_total	IUD_remove	Imp_normal	Imp_Jadel	Imp_total	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Permanent_method
July,2007	132353	0	132353	174409	27121	0	100	0	100	0	11	0	11	0	420	0	0	0	0	0	0	299	193	0	193	492
August,2007	117994	0	117994	166625	31432	0	320	0	320	0	16	0	16	0	414	0	0	0	0	0	0	337	205	0	205	542
September,2007	137487	0	137487	142537	29097	0	224	0	224	0	29	0	29	0	395	0	0	0	0	0	0	324	180	0	180	504
October,2007	135286	0	135286	134784	25547	0	268	0	268	0	80	0	80	0	280	0	0	0	0	0	0	265	192	0	192	457
November,2007	153769	0	153769	125403	30008	0	1507	0	1507	0	845	0	845	0	343	0	0	0	0	0	0	427	343	0	343	770
December,2007	159755	0	159755	84731	24229	0	667	0	667	0	655	0	655	0	302	0	0	0	0	0	0	366	149	0	149	515
January,2008	172634	0	172634	47480	30261	0	536	0	536	0	473	0	473	0	371	0	0	0	0	0	0	353	232	0	232	585
February,2008	161028	0	161028	76779	29205	0	519	0	519	0	443	0	443	0	475	0	0	0	0	0	0	326	248	0	248	574
March,2008	160426	0	160426	51120	29388	0	650	0	650	0	369	0	369	0	431	0	0	0	0	0	0	386	238	0	238	624
April,2008	158493	0	158493	20063	31123	0	643	0	643	0	334	0	334	0	500	0	0	0	0	0	0	306	236	0	236	542
May,2008	160104	0	160104	117006	30238	0	691	0	691	0	219	0	219	0	585	0	0	0	0	0	0	239	172	0	172	411
June,2008	153371	0	153371	129863	30695	0	539	0	539	0	329	0	329	0	640	0	0	0	0	0	0	211	183	0	183	394
July,2008	157575	0	157575	131528	33093	0	533	0	533	0	329	0	329	0	471	0	0	0	0	0	0	304	234	0	234	538
August,2008	160701	0	160701	133142	32701	0	527	0	527	0	249	0	249	0	541	0	0	0	0	0	0	268	189	0	189	457
September,2008	160894	0	160894	141604	32343	0	395	0	395	0	199	0	199	0	479	0	0	0	0	0	0	245	166	0	166	411
October,2008	166545	0	166545	149586	33670	0	572	0	572	0	339	0	339	0	563	0	0	0	0	0	0	268	235	0	235	503
November,2008	162738	0	162738	171596	35592	0	2322	0	2322	0	376	0	376	0	933	0	0	0	0	0	0	531	406	0	406	937
December,2008	152956	0	152956	147406	29110	0	449	0	449	0	161	0	161	0	2936	0	0	0	0	0	0	195	100	0	100	295
January,2009	163740	0	163740	164903	34217	0	590	0	590	0	381	0	381	0	4027	0	0	0	0	0	0	212	194	0	194	406
February,2009	161021	0	161021	163858	33301	0	549	0	549	0	169	0	169	0	2937	0	0	0	0	0	0	218	214	0	214	432
March,2009	159202	0	159202	181169	31073	0	577	0	577	0	115	0	115	0	2781	0	0	0	0	0	0	260	269	0	269	529
April,2009	159875	0	159875	192874	37501	0	1979	0	1979	0	108	0	108	0	2271	0	0	0	0	0	0	568	408	0	408	976
May,2009	158092	0	158092	180543	33484	0	523	0	523	0	29	0	29	0	1066	0	0	0	0	0	0	361	181	0	181	542
June,2009	163337	0	163337	178775	33683	0	503	0	503	0	43	0	43	0	1171	0	0	0	0	0	0	274	182	0	182	456
July,2009	179100	0	179100	193323	36375	0	559	0	559	0	32	0	32	0	196	0	0	0	0	0	0	445	273	0	273	718
August,2009	162320	0	162320	191254	39905	0	410	0	410	0	16	0	16	0	2	0	0	0	0	0	0	368	246	0	246	614
September,2009	156711	0	156711	191848	29157	0	359	0	359	0	14	0	14	0	0	0	0	0	0	0	0	274	155	0	155	429
October,2009	163823	0	163823	218497	36422	0	569	0	569	0	32	0	32	0	0	0	0	0	0	0	0	388	297	0	297	685
November,2009	167412	0	167412	217951	25492	0	643	0	643	0	4	0	4	0	0	0	0	0	0	0	0	306	258	0	258	564
December,2009	166355	0	166355	216346	31902	0	656	0	656	0	13	0	13	0	0	0	0	0	0	0	0	258	208	0	208	466
January,2010	166996	0	166996	218216	39612	0	642	0	642	0	3	0	3	0	0	0	0	0	0	0	0	229	174	0	174	403
February,2010	159062	0	159062	225468	33497	0	556	0	556	0	3	0	3	0	0	0	0	0	0	0	0	179	238	0	238	417
March,2010	161357	0	161357	232857	35846	0	387	0	387	0	0	0	0	0	0	0	0	0	0	0	0	241	273	0	273	514
April,2010	160358	0	160358	247729	40981	0	291	0	291	0	0	0	0	0	62	0	0	0	0	0	0	135	185	0	185	320
May,2010	158667	0	158667	244163	37210	0	187	0	187	0	0	0	0	0	161	0	0	0	0	0	0	181	192	0	192	373
June,2010	165746	0	165746	242227	36101	0	174	0	174	0	0	0	0	0	184	0	0	0	0	0	0	167	195	0	195	362
July,2010	170845	0	170845	253111	28625	0	101	0	101	0	0	0	0	0	167	0	0	0	0	0	0	242	276	0	276	518
August,2010	164156	0	164156	238338	37014	0	352	0	352	0	0	0	0	0	147	0	0	0	0	0	0	219	229	0	229	448
September,2010	164475	0	164475	241893	34801	0	409	0	409	0	117	0	117	0	134	0	0	0	0	0	0	226	247	0	247	473
October,2010	167143	0	167143	256645	39944	0	584	0	584	0	347	0	347	0	138	0	0	0	0	0	0	237	252	0	252	489
November,2010	171675	0	171675	249596	38878	0	1118	0	1118	0	1758	0	1758	0	130	0	0	0	0	0	0	264	325	0	325	589
December,2010	166905	0	166905	243507	34748	0	901	0	901	0	2570	0	2570	0	114	0	0	0	0	0	0	177	220	0	220	397
January,2011	170062	0	170062	239754	38098	0	546	0	546	0	1950	0	1950	0	82	0	0	0	0	0	0	158	212	0	212	370
February,2011	163663	0	163663	222895	34698	0	510	0	510	0	1378	0	1378	0	102	0	0	0	0	0	0	126	206	0	206	332
March,2011	167077	0	167077	242177	35851	0	624	0	624	0	1355	0	1355	0	138	0	0	0	0	0	0	172	248	0	248	420
April,2011	167399	0	167399	246313	38585	0	1173	0	1173	0	1303	0	1303	0	100	0	0	0	0	0	0	385	380	0	380	765
May,2011	164292	0	164292	240633	33042	0	546	0	546	0	464	0	464	0	87	0	0	0	0	0	0	260	251	0	251	511
June,2011	163795	0	163795	234052	33474	0	519	0	519	0	537	0	537	0	68	0	0	0	0	0	0	257	261	0	261	518
July,2011	161088	0	161088	244344	36610	0	531	0	531	0	619	0	619	0	97	0	0	0	0	0	0	340	339	0	339	679
August,2011	165337	0	165337	236357	31898	0	332	0	332	0	211	0	211	0	39	0	0	0	0	0	0	377	210	0	210	587
September,2011	170911	0	170911	259526	34262	0	448	0	448	0	507	0	507	0	66	0	0	0	0	0	0	393	313	0	313	706
October,2011	171907	0	171907	257476	39827	0	679	0	679	0	714	0	714	0	68	0	0	0	0	0	0	432	347	0	347	779
November,2011	165060	0	165060	245334	33391	0	492	0	492	0	462	0	462	0	97	0	0	0	0	0	0	255	256	0	256	511
December,2011	167610	0	167610	264854	37334	0	498	0	498	0	457	0	457	0	98	0	0	0	0	0	0	227	234	0	234	461
January,2012	173736	0	173736	263262	39111	0	553	0	553	0	562	0	562	0	78	0	0	0	0	0	0	228	330	0	330	558
February,2012	169338	0	169338	260823	33999	0	541	0	541	0	416	0	416	0	64	0	0	0	0	0	0	231	240	0	240	471
March,2012	174887	0	174887	286508	32991	0	1096	0	1096	0	888	0	888	0	59	0	0	0	0	0	0	274	387	0	387	661
April,2012	169805	0	169805	251765	36532	0	457	0	457	0	321	0	321	0	88	0	0	0	0	0	0	201	190	0	190	391
May,2012	167800	0	167800	260074	30984	0	419	0	419	0	244	0	244	0	68	0	0	0	0	0	0	112	216	0	216	328
June,2012	164515	0	164515	252019	32925	0	375	0	375	0	306	0	306	0	41	0	0	0	0	0	0	155	207	0	207	362
July,2012	175266	0	175266	276203	36697	0	417	0	417	0	310	0	310	0	37	0	0	0	0	0	0	297	305	0	305	602
August,2012	171339	0	171339	262466	30845	0	395	0	395	0	177	0	177	0	30	0	0	0	0	0	0	160	229	0	229	389
September,2012	179795	0	179795	297497	36527	0	1131	0	1131	0	816	0	816	0	23	0	0	0	0	0	0	280	380	0	380	660
October,2012	150953	0	150953	264221	36950	0	430	0	430	0	317	0	317	0	17	0	0	0	0	0	0	279	213	0	213	492
November,2012	166234	0	166234	283892	32749	0	425	0	425	0	440	0	440	0	36	0	0	0	0	0	0	168	274	0	274	442
December,2012	161775	0	161775	300633	34034	0	562	0	562	0	550	0	550	0	40	0	0	0	0	0	0	170	245	0	245	415
January,2013	174543	0	174543	291219	36262	38343	630	16	646	225	677	0	677	143	26	0	0	0	0	0	0	184	151	51	202	386
February,2013	168096	0	168096	273521	30942	32918	450	2	452	148	553	0	553	149	11	0	0	0	0	0	0	122	161	38	199	321
March,2013	169233	0	169233	283582	34049	35637	475	2	477	140	389	0	389	101	6	0	0	0	0	0	0	98	152	25	177	275
April,2013	169754	0	169754	283001	35476	33947	479	1	480	163	412	0	412	188	3	8	0	0	0	0	0	114	109	64	173	287
May,2013	169386	0	169386	297821	32209	34490	902	4	906	173	544	0	544	147	4	0	0	0	0	0	0	140	133	67	200	340
June,2013	170599	0	170599	293300	33294	35242	458	0	458	92	312	0	312	120	28	0	0	0	0	0	0	139	131	46	177	316
July,2013	174565	0	174565	295705	35852	38081	430	0	430	133	419	0	419	161	2	0	0	0	0	0	0	156	144	53	197	353
August,2013	168987	0	168987	277392	31626	33816	396	0	396	114	301	0	301	112	9	0	0	0	0	0	0	116	149	44	193	309
September,2013	179528	0	179528	308873	34015	36281	464	0	464	127	495	0	495	165	32	0	0	0	0	0	0	185	191	60	251	436
October,2013	178552	0	178552	304841	35510	37440	746	0	746	159	737	0	737	239	28	0	0	0	0	0	0	200	223	68	291	491
November,2013	174120	0	174120	298407	32402	34610	417	1	418	133	759	0	759	374	8	0	0	0	0	0	0	110	104	73	177	287
December,2013	174555	0	174555	279182	33523	35622	393	0	393	110	676	0	676	454	7	0	0	0	0	0	0	85	120	80	200	285
January,2014	185264	0	185264	289082	34236	36522	421	1	422	119	928	0	928	545	13	0	0	0	0	0	0	77	121	73	194	271
February,2014	174780	0	174780	283284	32853	34951	469	1	470	130	854	0	854	435	4	0	0	0	0	0	0	93	113	76	189	282
March,2014	177463	0	177463	280893	33272	35744	386	0	386	141	861	0	861	430	11	0	0	0	0	0	0	92	129	91	220	312
April,2014	172930	0	172930	278086	33883	36188	384	0	384	121	761	0	761	340	12	0	0	0	0	0	0	84	108	85	193	277
May,2014	173920	0	173920	277148	29723	31697	335	0	335	117	378	0	378	161	14	0	0	0	0	0	0	43	63	98	161	204
June,2014	174085	0	174085	289573	34239	36545	779	0	779	175	866	0	866	232	19	0	0	0	0	0	0	121	185	72	257	378
July,2014	171896	0	171896	261453	29738	32043	258	0	258	89	270	0	270	119	5	0	0	0	0	0	0	64	89	66	155	219
August,2014	178654	0	178654	283988	32856	35196	388	7	395	122	585	0	585	276	5	0	0	0	0	0	0	99	125	87	212	311
September,2014	178710	0	178710	295778	33477	36667	401	0	401	99	650	0	650	154	5	0	0	0	0	0	0	197	149	91	240	437
October,2014	172916	0	172916	279098	31537	33709	313	0	313	115	508	0	508	223	19	0	0	0	0	0	0	161	145	51	196	357
November,2014	178636	0	178636	294139	33229	35528	780	1	781	123	881	0	881	197	15	0	0	0	0	0	0	118	174	105	279	397
December,2014	167222	0	167222	273220	32426	34506	434	4	438	140	700	0	700	158	3	0	0	0	0	0	0	124	76	76	152	276
January,2015	177111	0	177111	286012	31474	33781	438	3	441	128	796	0	796	185	3	0	0	0	0	0	0	104	110	83	193	297
February,2015	176335	0	176335	275549	31216	33328	349	8	357	114	621	0	621	213	14	0	0	0	0	0	0	84	101	68	169	253
March,2015	170605	0	170605	278915	33043	35307	346	20	366	121	596	0	596	268	13	0	0	0	0	0	0	69	87	91	178	247
April,2015	160599	0	160599	271793	32213	34210	477	2	479	114	688	0	688	205	12	0	0	0	0	0	0	47	87	87	174	221
May,2015	174047	0	174047	286610	31618	33799	670	0	670	128	581	0	581	110	0	0	0	0	0	0	0	45	69	91	160	205
June,2015	169691	0	169691	256768	31096	32897	313	0	313	112	372	0	372	167	0	0	0	0	0	0	0	34	56	63	119	153
July,2015	166650	0	166650	263029	29981	32727	328	2	330	114	299	0	299	110	0	0	0	0	0	0	0	62	61	69	130	192
August,2015	176229	0	176229	282281	31993	34329	382	0	382	134	595	0	595	170	9	163	0	0	0	0	0	72	89	95	184	256
September,2015	173620	0	173620	271007	30601	32887	356	0	356	122	507	0	507	155	57	655	0	0	0	0	0	82	68	87	155	237
October,2015	177537	0	177537	267920	31848	33781	348	1	349	127	537	0	537	247	85	1043	0	0	0	0	0	68	94	71	165	233
November,2015	185474	0	185474	296562	33152	35613	749	4	753	168	856	0	856	280	87	891	0	0	0	0	0	77	98	107	205	282
December,2015	178155	0	178155	264026	31136	32816	333	0	333	134	540	0	540	144	95	904	0	0	0	0	0	52	68	89	157	209
January,2016	170402	2736	173138	281586	31133	32967	317	1	318	111	482	11	493	124	0	964	57	0	0	23476	29	49	58	53	143	192
February,2016	171797	2436	174233	284952	30460	32304	324	18	342	135	444	14	458	249	0	870	14	0	0	17810	15	48	61	83	144	192
March,2016	173963	1893	175856	283376	31142	32966	405	27	432	190	459	39	498	212	0	1163	8	0	0	16471	21	51	67	71	138	189
April,2016	164022	1511	165533	272277	30272	32431	294	12	306	139	360	22	382	279	0	2530	0	0	0	14880	16	51	47	97	138	189
May,2016	173201	1283	174484	277709	31280	33230	657	12	669	202	707	6	713	221	0	4290	0	0	0	15770	23	76	64	124	161	237
June,2016	175086	1068	176154	282558	29732	31513	278	18	296	95	293	2	295	171	0	757	9	0	0	10328	14	44	26	96	156	200
July,2016	165087	2771	167858	260841	31170	33262	303	14	317	135	438	5	443	150	0	260	0	0	0	8790	10	53	53	88	141	194
August,2016	169314	1601	170915	276445	30701	32958	377	3	380	156	561	26	587	244	0	741	0	2	0	14265	15	70	50	106	156	226
September,2016	169540	1743	171283	276939	30690	33058	340	4	344	141	426	9	435	241	0	824	3	0	0	12669	14	61	46	89	135	196
October,2016	143981	2127	146108	280910	32458	35507	373	12	385	117	567	9	576	207	0	729	6	0	0	19424	123	44	59	105	164	208
November,2016	153406	2355	155761	285319	31785	33889	817	14	831	185	1023	23	1046	272	0	925	3	0	0	22824	4	54	65	149	215	269
December,2016	151289	2200	153489	275969	29850	31755	415	2	417	155	712	16	728	203	0	1100	30	0	0	27958	0	35	16	139	155	190
January,2017	137549	2372	139921	285250	32157	34322	418	8	426	141	828	23	851	424	0	846	75	0	0	33450	0	23	20	128	141	164
February,2017	156426	1908	158334	278539	29766	31653	403	6	409	120	664	10	674	344	0	814	96	0	0	19880	159	25	24	94	111	136
March,2017	160577	1930	162507	283834	31401	33634	421	14	435	112	792	5	797	371	0	923	168	8	0	29747	64	39	38	115	153	192
April,2017	159291	2006	161297	279430	30737	32981	373	12	385	142	648	0	648	295	0	1258	176	12	0	28045	1	32	18	102	120	152
May,2017	159362	1938	161300	255351	29321	31601	379	25	404	179	487	0	487	258	0	1032	34	7	0	26598	0	29	13	110	110	139
June,2017	136758	1544	138302	225030	24063	25816	282	5	287	66	337	0	337	108	0	794	27	6	0	23301	60	22	8	78	85	107
July,2017	145716	1594	147310	273182	31012	33210	482	10	492	131	822	0	822	323	0	793	25	8	0	26214	74	46	34	122	154	200
August,2017	149670	1481	151151	267390	27998	30065	399	8	407	114	688	0	688	300	0	911	19	5	0	29598	131	29	37	82	116	145
September,2017	147758	1520	149278	264996	25913	27731	360	18	378	107	634	15	649	209	0	940	34	2	0	17813	214	44	33	131	164	208
October,2017	151449	1930	153379	270627	26001	27336	377	24	401	96	753	112	865	309	0	1203	10	12	0	16298	199	73	48	113	161	234
November,2017	154470	2049	156519	265501	25664	26721	373	13	386	102	769	178	947	242	169	1094	7	2	0	19441	125	54	36	107	143	197
December,2017	142272	2017	144289	261980	23059	23986	524	17	541	90	696	95	791	195	144	819	13	1	0	13908	149	46	26	102	126	172
January,2018	126514	2067	128581	230605	29564	31201	583	42	625	130	1064	63	1127	291	157	853	9	4	0	21650	0	51	32	139	170	221
February,2018	89355	2090	91445	199965	26601	28324	290	47	337	88	689	8	697	190	155	764	16	2	0	24219	151	45	17	85	102	147
March,2018	81978	2426	84404	185688	25461	27004	504	12	516	103	904	10	914	175	204	814	11	2	0	30217	181	48	41	108	147	195
April,2018	93841	2439	96280	161342	26944	28970	175	20	195	102	499	0	499	270	238	1005	5	2	2	17672	136	26	10	57	67	93
May,2018	125221	2280	127501	136940	25012	26538	126	18	144	101	299	0	299	171	130	772	5	0	0	11178	162	16	6	66	74	90
June,2018	133835	2261	136096	156584	23860	25073	101	16	117	74	218	0	218	155	88	225	5	0	0	5224	104	12	4	67	71	83
July,2018	140926	2355	143281	189793	25701	27411	214	17	231	110	473	19	492	263	166	328	3	0	0	3244	133	52	17	81	95	147
August,2018	141093	2331	143424	207814	25845	27574	181	15	196	83	231	31	262	177	71	695	6	0	0	11677	212	47	11	69	82	129
September,2018	145094	3039	148133	238072	25971	27970	212	21	233	101	160	90	250	236	111	1345	0	0	0	19829	123	60	24	66	89	149
