monthid	Shukhi	Apon	Pill_total	Condom	Inj_vial	Inj_siringe	IUD_normal	IUD_partum	IUD_total	IUD_remove	Imp_normal	Imp_Jadel	Imp_total	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Permanent_method
May,2007	8	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
July,2007	89265	0	89265	66629	10333	0	46	0	46	0	2	0	2	0	246	0	0	0	0	0	0	154	83	0	83	237
August,2007	85358	0	85358	50185	10013	0	74	0	74	0	1	0	1	0	306	0	0	0	0	0	0	181	73	0	73	254
September,2007	86840	0	86840	47584	9313	0	96	0	96	0	0	0	0	0	167	0	0	0	0	0	0	122	35	0	35	157
October,2007	86824	0	86824	57764	9522	0	141	0	141	0	21	0	21	0	212	0	0	0	0	0	0	78	23	0	23	101
November,2007	91230	0	91230	58299	11733	0	713	0	713	0	266	0	266	0	198	0	0	0	0	0	0	115	51	0	51	166
December,2007	85238	0	85238	72354	10520	0	284	0	284	0	95	0	95	0	264	0	0	0	0	0	0	146	34	0	34	180
January,2008	91382	0	91382	41793	12642	0	159	0	159	0	116	0	116	0	197	0	0	0	0	0	0	123	76	0	76	199
February,2008	88737	0	88737	39338	13118	0	188	0	188	0	59	0	59	0	324	0	0	0	0	0	0	141	64	0	64	205
March,2008	96511	0	96511	28259	14379	0	247	0	247	0	45	0	45	0	297	0	0	0	0	0	0	131	86	0	86	217
April,2008	92343	0	92343	17662	13785	0	237	0	237	0	35	0	35	0	270	0	0	0	0	0	0	181	71	0	71	252
May,2008	90975	0	90975	30055	14792	0	208	0	208	0	32	0	32	0	274	0	0	0	0	0	0	148	62	0	62	210
June,2008	93170	0	93170	39666	15134	0	250	0	250	0	26	0	26	0	308	0	0	0	0	0	0	151	61	0	61	212
July,2008	94629	0	94629	37830	15999	0	275	0	275	0	25	0	25	0	305	0	0	0	0	0	0	228	62	0	62	290
August,2008	96527	0	96527	44414	18183	0	292	0	292	0	13	0	13	0	2036	0	0	0	0	0	0	196	69	0	69	265
September,2008	100018	0	100018	44961	11651	0	116	0	116	0	6	0	6	0	334	0	0	0	0	0	0	156	17	0	17	173
October,2008	92917	0	92917	51261	18123	0	238	0	238	0	38	0	38	0	390	0	0	0	0	0	0	177	112	0	112	289
November,2008	100355	0	100355	61030	20297	0	608	0	608	0	64	0	64	0	1482	0	0	0	0	0	0	258	90	0	90	348
December,2008	93379	0	93379	51646	16088	0	168	0	168	0	40	0	40	0	2380	0	0	0	0	0	0	145	16	0	16	161
January,2009	98322	0	98322	54680	21268	0	283	0	283	0	38	0	38	0	5380	0	0	0	0	0	0	130	50	0	50	180
February,2009	97913	0	97913	58279	22734	0	310	0	310	0	31	0	31	0	780	0	0	0	0	0	0	137	54	0	54	191
March,2009	100797	0	100797	69962	21619	0	303	0	303	0	46	0	46	0	888	0	0	0	0	0	0	163	94	0	94	257
April,2009	98300	0	98300	70132	23374	0	675	0	675	0	46	0	46	0	1431	0	0	0	0	0	0	307	120	0	120	427
May,2009	93649	0	93649	70586	22076	0	308	0	308	0	44	0	44	0	303	0	0	0	0	0	0	270	78	0	78	348
June,2009	99344	0	99344	69162	22562	0	342	0	342	0	0	0	0	0	47	0	0	0	0	0	0	382	144	0	144	526
July,2009	96615	0	96615	93840	24129	0	370	0	370	0	0	0	0	0	66	0	0	0	0	0	0	693	133	0	133	826
August,2009	101327	0	101327	80218	24798	0	230	0	230	0	2	0	2	0	26	0	0	0	0	0	0	467	56	0	56	523
September,2009	95922	0	95922	73871	18578	0	146	0	146	0	0	0	0	0	0	0	0	0	0	0	0	305	32	0	32	337
October,2009	99251	0	99251	89855	23838	0	254	0	254	0	9	0	9	0	32	0	0	0	0	0	0	528	111	0	111	639
November,2009	103206	0	103206	89251	21479	0	254	0	254	0	2	0	2	0	18	0	0	0	0	0	0	329	60	0	60	389
December,2009	107042	0	107042	94486	26058	0	236	0	236	0	113	0	113	0	0	0	0	0	0	0	0	312	55	0	55	367
January,2010	98716	0	98716	92537	26189	0	275	0	275	0	300	0	300	0	8	0	0	0	0	0	0	401	47	0	47	448
February,2010	98930	0	98930	88146	23632	0	260	0	260	0	263	0	263	0	2	0	0	0	0	0	0	272	74	0	74	346
March,2010	101850	0	101850	95311	25911	0	275	0	275	0	384	0	384	0	0	0	0	0	0	0	0	221	64	0	64	285
April,2010	101734	0	101734	90475	26388	0	197	0	197	0	311	0	311	0	24	0	0	0	0	0	0	114	106	0	106	220
May,2010	102419	0	102419	92585	24592	0	96	0	96	0	334	0	334	0	74	0	0	0	0	0	0	136	69	0	69	205
June,2010	103374	0	103374	91252	24575	0	101	0	101	0	345	0	345	0	117	0	0	0	0	0	0	235	43	0	43	278
July,2010	100472	0	100472	100100	20705	0	105	0	105	0	228	0	228	0	81	0	0	0	0	0	0	162	77	0	77	239
August,2010	103640	0	103640	95820	25293	0	153	0	153	0	69	0	69	0	83	0	0	0	0	0	0	101	31	0	31	132
September,2010	102095	0	102095	98096	24806	0	212	0	212	0	56	0	56	0	92	0	0	0	0	0	0	86	58	0	58	144
October,2010	101047	0	101047	107452	27124	0	336	0	336	0	114	0	114	0	121	0	0	0	0	0	0	101	62	0	62	163
November,2010	100575	0	100575	105363	26525	0	416	0	416	0	236	0	236	0	83	0	0	0	0	0	0	89	49	0	49	138
December,2010	106054	0	106054	105532	26935	0	458	0	458	0	229	0	229	0	47	0	0	0	0	0	0	68	37	0	37	105
January,2011	103717	0	103717	104288	28231	0	266	0	266	0	404	0	404	0	93	0	0	0	0	0	0	86	49	0	49	135
February,2011	103024	0	103024	103453	26315	0	267	0	267	0	267	0	267	0	62	0	0	0	0	0	0	50	47	0	47	97
March,2011	104901	0	104901	107905	27098	0	272	0	272	0	558	0	558	0	68	0	0	0	0	0	0	66	46	0	46	112
April,2011	105315	0	105315	116033	26651	0	683	0	683	0	744	0	744	0	56	0	0	0	0	0	0	189	73	0	73	262
May,2011	100265	0	100265	112115	26603	0	306	0	306	0	215	0	215	0	36	0	0	0	0	0	0	215	55	0	55	270
June,2011	99174	0	99174	108116	23958	0	228	0	228	0	275	0	275	0	50	0	0	0	0	0	0	188	48	0	48	236
July,2011	103724	0	103724	113930	29049	0	265	0	265	0	229	0	229	0	34	0	0	0	0	0	0	197	56	0	56	253
August,2011	96683	0	96683	106435	19235	0	163	0	163	0	30	0	30	0	39	0	0	0	0	0	0	77	27	0	27	104
September,2011	103196	0	103196	107969	26127	0	228	0	228	0	245	0	245	0	24	0	0	0	0	0	0	268	94	0	94	362
October,2011	103576	0	103576	115871	27158	0	366	0	366	0	180	0	180	0	108	0	0	0	0	0	0	380	113	0	113	493
November,2011	102206	0	102206	109837	23490	0	205	0	205	0	169	0	169	0	19	0	0	0	0	0	0	121	61	0	61	182
December,2011	103162	0	103162	111587	26456	0	220	0	220	0	171	0	171	0	27	0	0	0	0	0	0	94	43	0	43	137
January,2012	103452	0	103452	109564	27420	0	249	0	249	0	280	0	280	0	113	0	0	0	0	0	0	122	103	0	103	225
February,2012	101895	0	101895	107822	23800	0	223	0	223	0	271	0	271	0	24	0	0	0	0	0	0	111	105	0	105	216
March,2012	105538	0	105538	114981	25907	0	537	0	537	0	382	0	382	0	28	0	0	0	0	0	0	132	68	0	68	200
April,2012	102532	0	102532	102796	25828	0	243	0	243	0	185	0	185	0	23	0	0	0	0	0	0	90	82	0	82	172
May,2012	101191	0	101191	100861	24360	0	208	0	208	0	218	0	218	0	13	0	0	0	0	0	0	151	64	0	64	215
June,2012	97856	0	97856	108507	23455	0	177	0	177	0	134	0	134	0	16	0	0	0	0	0	0	99	39	0	39	138
July,2012	100624	0	100624	107790	25919	0	147	0	147	0	89	0	89	0	10	0	0	0	0	0	0	103	47	0	47	150
August,2012	95839	0	95839	107079	19858	0	119	0	119	0	81	0	81	0	27	0	0	0	0	0	0	84	61	0	61	145
September,2012	103782	0	103782	122677	25368	0	527	0	527	0	569	0	569	0	18	0	0	0	0	0	0	203	125	0	125	328
October,2012	101852	0	101852	119076	24485	0	184	0	184	0	197	0	197	0	31	0	0	0	0	0	0	192	83	0	83	275
November,2012	103318	0	103318	116875	23585	0	176	0	176	0	233	0	233	0	32	0	0	0	0	0	0	157	76	0	76	233
December,2012	102828	0	102828	123882	25729	0	286	0	286	0	275	0	275	0	25	0	0	0	0	0	0	146	64	0	64	210
January,2013	102597	0	102597	118060	26977	27993	264	29	293	37	295	0	295	105	37	485	0	0	0	0	0	144	40	45	85	229
February,2013	100110	0	100110	116317	24416	25471	188	27	215	21	161	0	161	126	15	522	0	0	0	0	0	76	18	14	32	108
March,2013	101364	0	101364	121962	25212	25968	219	12	231	93	163	0	163	105	7	327	0	0	0	0	0	78	28	0	28	106
April,2013	99092	0	99092	122245	26588	27630	200	15	215	16	317	0	317	160	9	228	0	0	0	0	0	91	42	33	75	166
May,2013	103181	0	103181	127276	24812	25582	469	17	486	41	289	0	289	121	46	169	0	0	0	0	0	91	33	45	78	169
June,2013	102239	0	102239	108056	25999	26930	205	8	213	28	224	0	224	159	2	129	0	0	0	0	0	115	22	35	57	172
July,2013	107905	0	107905	119012	26381	27180	144	11	155	28	118	0	118	108	6	141	0	0	0	0	0	64	30	20	50	114
August,2013	104367	0	104367	111589	24289	25148	136	6	142	18	170	0	170	73	6	158	0	0	0	0	0	56	23	20	43	99
September,2013	110605	0	110605	127430	27641	28515	232	6	238	35	243	0	243	96	9	205	0	0	0	0	0	94	40	15	55	149
October,2013	106619	0	106619	119016	26248	27085	420	9	429	26	264	0	264	76	2	202	0	0	0	0	0	69	27	31	58	127
November,2013	106610	0	106610	116191	25150	26008	200	3	203	20	275	0	275	92	1	166	0	0	0	0	0	80	24	48	72	152
December,2013	102514	0	102514	92770	25597	26446	161	5	166	13	79	0	79	67	3	565	0	0	0	0	0	9	2	12	14	23
January,2014	106846	0	106846	125674	26591	27422	176	7	183	20	341	0	341	171	2	1409	0	0	0	0	0	77	31	36	67	144
February,2014	108122	0	108122	101774	25505	26366	195	9	204	15	414	0	414	165	5	1217	0	0	0	0	0	41	35	12	47	88
March,2014	107478	0	107478	118695	26934	27825	181	5	186	58	363	0	363	160	4	1208	0	0	0	0	0	61	24	13	37	98
April,2014	109010	0	109010	105349	27144	27928	175	5	180	23	284	0	284	123	5	1593	0	0	0	0	0	35	19	6	25	60
May,2014	105732	0	105732	117781	25702	26392	198	3	201	11	250	0	250	167	11	1748	0	0	0	0	0	51	28	13	41	92
June,2014	111967	0	111967	130994	29783	30551	382	3	385	58	238	0	238	75	14	1627	0	0	0	0	0	60	26	35	61	121
July,2014	110987	0	110987	118188	21797	22446	97	8	105	20	32	0	32	27	8	1542	0	0	0	0	0	8	0	20	20	28
August,2014	116683	0	116683	114412	28432	29065	214	2	216	16	199	0	199	142	5	1814	0	0	0	0	0	38	15	28	43	81
September,2014	113636	0	113636	120578	28506	29106	326	6	332	15	243	0	243	90	9	1918	0	0	0	0	0	61	33	26	59	120
October,2014	113929	0	113929	117023	24653	25293	208	8	216	20	221	0	221	116	5	1964	0	0	0	0	0	57	18	25	43	100
November,2014	112547	0	112547	117174	25804	26575	364	3	367	23	389	0	389	115	4	1918	0	0	0	0	0	42	21	50	71	113
December,2014	111749	0	111749	127993	27117	27687	177	6	183	13	261	0	261	58	5	1186	0	0	0	0	0	50	12	21	33	83
January,2015	114777	0	114777	121145	25700	26308	167	8	175	30	117	0	117	33	2	1274	0	0	0	0	0	12	8	24	32	44
February,2015	105240	0	105240	109152	24555	24995	213	5	218	22	214	0	214	96	0	1386	0	0	0	0	0	23	7	34	41	64
March,2015	107973	0	107973	115816	25913	26575	227	18	245	56	209	0	209	115	0	1653	0	0	0	0	0	26	14	23	37	63
April,2015	107818	0	107818	114766	24732	25262	220	7	227	15	358	0	358	106	0	2504	0	0	0	0	0	58	20	25	45	103
May,2015	112292	0	112292	117285	25147	25720	517	102	619	15	258	0	258	81	0	2518	0	0	0	0	0	41	30	38	68	109
June,2015	109589	0	109589	109619	25479	26054	147	24	171	19	146	0	146	36	0	1727	0	0	0	0	0	33	9	16	25	58
July,2015	106530	0	106530	106295	20867	21331	106	8	114	14	42	0	42	22	0	714	0	0	0	0	0	5	3	3	6	11
August,2015	115181	0	115181	115187	27307	27832	249	5	254	23	323	0	323	65	4	499	0	0	0	0	0	38	9	30	39	77
