monthid	Shukhi	Apon	Pill_total	Condom	Inj_vial	Inj_siringe	IUD_normal	IUD_partum	IUD_total	IUD_remove	Imp_normal	Imp_Jadel	Imp_total	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Permanent_method
July,2007	61877	0	61877	83952	6355	0	39	0	39	0	0	0	0	0	642	0	0	0	0	0	0	23	29	0	29	52
August,2007	40294	0	40294	99717	5269	0	61	0	61	0	0	0	0	0	689	0	0	0	0	0	0	20	21	0	21	41
September,2007	55296	0	55296	86416	6695	0	97	0	97	0	1	0	1	0	720	0	0	0	0	0	0	18	12	0	12	30
October,2007	59128	0	59128	80464	6985	0	128	0	128	0	10	0	10	0	536	0	0	0	0	0	0	40	44	0	44	84
November,2007	68467	0	68467	60422	7611	0	255	0	255	0	12	0	12	0	336	0	0	0	0	0	0	67	60	0	60	127
December,2007	71237	0	71237	35867	6995	0	156	0	156	0	20	0	20	0	218	0	0	0	0	0	0	32	32	0	32	64
January,2008	76576	0	76576	32583	7411	0	168	0	168	0	15	0	15	0	421	0	0	0	0	0	0	50	55	0	55	105
February,2008	72053	0	72053	38315	7773	0	214	0	214	0	9	0	9	0	341	0	0	0	0	0	0	44	39	0	39	83
March,2008	77247	0	77247	25067	7764	0	247	0	247	0	26	0	26	0	319	0	0	0	0	0	0	46	33	0	33	79
April,2008	75890	0	75890	18892	7305	0	273	0	273	0	20	0	20	0	258	0	0	0	0	0	0	32	29	0	29	61
May,2008	79673	0	79673	46253	7798	0	245	0	245	0	0	0	0	0	191	0	0	0	0	0	0	10	25	0	25	35
June,2008	87733	0	87733	56416	8603	0	281	0	281	0	24	0	24	0	228	0	0	0	0	0	0	44	46	0	46	90
July,2008	96409	0	96409	55537	8979	0	530	0	530	0	39	0	39	0	184	0	0	0	0	0	0	38	41	0	41	79
August,2008	88789	0	88789	68999	8120	0	338	0	338	0	17	0	17	0	234	0	0	0	0	0	0	34	41	0	41	75
September,2008	90451	0	90451	76564	7999	0	204	0	204	0	0	0	0	0	230	0	0	0	0	0	0	8	5	0	5	13
October,2008	96990	0	96990	93389	9314	0	313	0	313	0	24	0	24	0	213	0	0	0	0	0	0	24	49	0	49	73
November,2008	82810	0	82810	78526	10021	0	607	0	607	0	71	0	71	0	211	0	0	0	0	0	0	50	83	0	83	133
December,2008	82946	0	82946	73515	8051	0	279	0	279	0	5	0	5	0	474	0	0	0	0	0	0	15	25	0	25	40
January,2009	75099	0	75099	75138	9635	0	332	0	332	0	58	0	58	0	566	0	0	0	0	0	0	27	53	0	53	80
February,2009	72580	0	72580	68167	9577	0	357	0	357	0	23	0	23	0	209	0	0	0	0	0	0	39	29	0	29	68
March,2009	68411	0	68411	59133	9471	0	455	0	455	0	44	0	44	0	276	0	0	0	0	0	0	50	37	0	37	87
April,2009	56788	0	56788	66708	9340	0	734	0	734	0	50	0	50	0	486	0	0	0	0	0	0	85	97	0	97	182
May,2009	51321	0	51321	53331	7486	0	451	0	451	0	16	0	16	0	86	0	0	0	0	0	0	40	39	0	39	79
June,2009	54742	0	54742	58321	8857	0	592	0	592	0	16	0	16	0	30	0	0	0	0	0	0	86	69	0	69	155
July,2009	61147	0	61147	65570	9949	0	577	0	577	0	4	0	4	0	34	0	0	0	0	0	0	62	61	0	61	123
August,2009	62874	0	62874	67313	8864	0	397	0	397	0	5	0	5	0	31	0	0	0	0	0	0	37	33	0	33	70
September,2009	60222	0	60222	62606	7975	0	265	0	265	0	0	0	0	0	14	0	0	0	0	0	0	30	15	0	15	45
