monthid	Shukhi	Apon	Pill_total	Condom	Inj_vial	Inj_siringe	IUD_normal	IUD_partum	IUD_total	IUD_remove	Imp_normal	Imp_Jadel	Imp_total	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Permanent_method
July,2007	123990	0	123990	120526	9505	0	76	0	76	0	0	0	0	0	296	0	0	0	0	0	0	216	119	0	119	335
August,2007	110334	0	110334	124640	8283	0	97	0	97	0	25	0	25	0	289	0	0	0	0	0	0	290	107	0	107	397
September,2007	117838	0	117838	122546	8666	0	166	0	166	0	71	0	71	0	276	0	0	0	0	0	0	191	99	0	99	290
October,2007	118201	0	118201	120372	8905	0	196	0	196	0	41	0	41	0	279	0	0	0	0	0	0	124	74	0	74	198
November,2007	121007	0	121007	105897	9056	0	400	0	400	0	126	0	126	0	212	0	0	0	0	0	0	134	108	0	108	242
December,2007	111912	0	111912	65356	9062	0	315	0	315	0	112	0	112	0	258	0	0	0	0	0	0	48	59	0	59	107
January,2008	121439	0	121439	39031	10638	0	331	0	331	0	206	0	206	0	227	0	0	0	0	0	0	92	61	0	61	153
February,2008	123184	0	123184	62787	10201	0	308	0	308	0	200	0	200	0	203	0	0	0	0	0	0	76	83	0	83	159
March,2008	122474	0	122474	35732	10944	0	336	0	336	0	231	0	231	0	241	0	0	0	0	0	0	116	80	0	80	196
April,2008	117712	0	117712	19345	10881	0	360	0	360	0	252	0	252	0	252	0	0	0	0	0	0	89	77	0	77	166
May,2008	118862	0	118862	51599	10083	0	302	0	302	0	167	0	167	0	339	0	0	0	0	0	0	70	61	0	61	131
June,2008	123219	0	123219	94508	10978	0	330	0	330	0	207	0	207	0	287	0	0	0	0	0	0	78	66	0	66	144
July,2008	125649	0	125649	93210	11575	0	410	0	410	0	231	0	231	0	301	0	0	0	0	0	0	124	116	0	116	240
August,2008	124264	0	124264	109923	11664	0	390	0	390	0	188	0	188	0	265	0	0	0	0	0	0	131	121	0	121	252
September,2008	125074	0	125074	113751	10644	0	273	0	273	0	92	0	92	0	221	0	0	0	0	0	0	110	66	0	66	176
October,2008	123642	0	123642	120465	11899	0	336	0	336	0	166	0	166	0	210	0	0	0	0	0	0	98	101	0	101	199
November,2008	132595	0	132595	146851	13791	0	1227	0	1227	0	193	0	193	0	812	0	0	0	0	0	0	237	208	0	208	445
December,2008	122364	0	122364	124252	10793	0	241	0	241	0	100	0	100	0	2060	0	0	0	0	0	0	71	48	0	48	119
January,2009	130388	0	130388	129880	13704	0	370	0	370	0	139	0	139	0	2709	0	0	0	0	0	0	61	58	0	58	119
February,2009	132994	0	132994	119449	13301	0	377	0	377	0	116	0	116	0	946	0	0	0	0	0	0	98	69	0	69	167
March,2009	130165	0	130165	133674	13644	0	402	0	402	0	60	0	60	0	1603	0	0	0	0	0	0	107	78	0	78	185
April,2009	132612	0	132612	151735	14227	0	1161	0	1161	0	36	0	36	0	824	0	0	0	0	0	0	280	177	0	177	457
May,2009	125652	0	125652	137685	12652	0	366	0	366	0	13	0	13	0	263	0	0	0	0	0	0	134	75	0	75	209
June,2009	134108	0	134108	154818	13118	0	388	0	388	0	13	0	13	0	327	0	0	0	0	0	0	157	91	0	91	248
July,2009	134729	0	134729	155337	13278	0	428	0	428	0	13	0	13	0	148	0	0	0	0	0	0	230	146	0	146	376
August,2009	140811	0	140811	170295	14458	0	352	0	352	0	0	0	0	0	153	0	0	0	0	0	0	219	113	0	113	332
September,2009	132207	0	132207	160666	10976	0	314	0	314	0	0	0	0	0	119	0	0	0	0	0	0	160	63	0	63	223
October,2009	143966	0	143966	178887	11830	0	460	0	460	0	0	0	0	0	665	0	0	0	0	0	0	233	129	0	129	362
November,2009	144358	0	144358	171574	8108	0	464	0	464	0	0	0	0	0	0	0	0	0	0	0	0	175	118	0	118	293
December,2009	141958	0	141958	170866	7310	0	421	0	421	0	0	0	0	0	0	0	0	0	0	0	0	131	96	0	96	227
January,2010	141820	0	141820	168127	13264	0	332	0	332	0	0	0	0	0	0	0	0	0	0	0	0	118	81	0	81	199
February,2010	145100	0	145100	168092	12798	0	267	0	267	0	0	0	0	0	2	0	0	0	0	0	0	99	84	0	84	183
March,2010	143501	0	143501	173496	12668	0	263	0	263	0	0	0	0	0	2	0	0	0	0	0	0	121	106	0	106	227
April,2010	136917	0	136917	165651	13648	0	211	0	211	0	0	0	0	0	56	0	0	0	0	0	0	94	90	0	90	184
May,2010	143370	0	143370	164205	12665	0	149	0	149	0	0	0	0	0	119	0	0	0	0	0	0	88	78	0	78	166
June,2010	142895	0	142895	170377	9526	0	77	0	77	0	0	0	0	0	207	0	0	0	0	0	0	95	79	0	79	174
July,2010	144737	0	144737	168134	9207	0	88	0	88	0	0	0	0	0	153	0	0	0	0	0	0	107	105	0	105	212
August,2010	141444	0	141444	171305	12995	0	274	0	274	0	0	0	0	0	159	0	0	0	0	0	0	122	122	0	122	244
September,2010	138677	0	138677	162471	12235	0	261	0	261	0	0	0	0	0	162	0	0	0	0	0	0	123	87	0	87	210
October,2010	139106	0	139106	184890	13485	0	374	0	374	0	163	0	163	0	129	0	0	0	0	0	0	170	135	0	135	305
November,2010	143350	0	143350	188959	14592	0	735	0	735	0	665	0	665	0	124	0	0	0	0	0	0	231	159	0	159	390
December,2010	135858	0	135858	170005	12669	0	665	0	665	0	745	0	745	0	129	0	0	0	0	0	0	148	134	0	134	282
January,2011	138335	0	138335	169602	13983	0	308	0	308	0	458	0	458	0	95	0	0	0	0	0	0	70	88	0	88	158
February,2011	135793	0	135793	165759	13303	0	281	0	281	0	451	0	451	0	90	0	0	0	0	0	0	81	89	0	89	170
March,2011	141208	0	141208	167949	13420	0	304	0	304	0	404	0	404	0	93	0	0	0	0	0	0	117	114	0	114	231
April,2011	121540	0	121540	169125	14703	0	805	0	805	0	502	0	502	0	115	0	0	0	0	0	0	370	220	0	220	590
May,2011	135064	0	135064	166880	14009	0	303	0	303	0	300	0	300	0	111	0	0	0	0	0	0	220	112	0	112	332
June,2011	136161	0	136161	163498	14071	0	250	0	250	0	233	0	233	0	72	0	0	0	0	0	0	190	94	0	94	284
July,2011	141962	0	141962	163830	14759	0	278	0	278	0	256	0	256	0	118	0	0	0	0	0	0	209	131	0	131	340
August,2011	130709	0	130709	161505	12691	0	167	0	167	0	93	0	93	0	157	0	0	0	0	0	0	176	98	0	98	274
September,2011	136104	0	136104	163414	14425	0	228	0	228	0	246	0	246	0	106	0	0	0	0	0	0	162	140	0	140	302
October,2011	137861	0	137861	179228	15671	0	315	0	315	0	329	0	329	0	112	0	0	0	0	0	0	196	113	0	113	309
November,2011	138348	0	138348	176884	13465	0	247	0	247	0	282	0	282	0	71	0	0	0	0	0	0	134	102	0	102	236
December,2011	134919	0	134919	169797	13613	0	247	0	247	0	185	0	185	0	69	0	0	0	0	0	0	112	63	0	63	175
January,2012	138005	0	138005	171962	14644	0	264	0	264	0	237	0	237	0	82	0	0	0	0	0	0	103	93	0	93	196
February,2012	141400	0	141400	169329	13842	0	269	0	269	0	240	0	240	0	54	0	0	0	0	0	0	113	96	0	96	209
March,2012	140706	0	140706	186656	14543	0	654	0	654	0	389	0	389	0	53	0	0	0	0	0	0	185	145	0	145	330
April,2012	139387	0	139387	169117	13638	0	194	0	194	0	161	0	161	0	57	0	0	0	0	0	0	102	77	0	77	179
May,2012	135656	0	135656	171582	12942	0	210	0	210	0	177	0	177	0	32	0	0	0	0	0	0	75	83	0	83	158
June,2012	130882	0	130882	168445	14714	0	167	0	167	0	128	0	128	0	35	0	0	0	0	0	0	76	85	0	85	161
July,2012	139420	0	139420	168389	14352	0	210	0	210	0	165	0	165	0	45	0	0	0	0	0	0	125	114	0	114	239
August,2012	134397	0	134397	168914	11447	0	156	0	156	0	87	0	87	0	25	0	0	0	0	0	0	95	78	0	78	173
September,2012	148897	0	148897	205340	14936	0	614	0	614	0	375	0	375	0	41	0	0	0	0	0	0	187	174	0	174	361
October,2012	140819	0	140819	186255	12563	0	218	0	218	0	166	0	166	0	41	0	0	0	0	0	0	96	98	0	98	194
November,2012	140748	0	140748	193210	12394	0	206	0	206	0	168	0	168	0	48	0	0	0	0	0	0	91	97	0	97	188
December,2012	144902	0	144902	190701	13340	0	310	0	310	0	134	0	134	0	33	0	0	0	0	0	0	92	71	0	71	163
January,2013	142495	0	142495	191943	13195	11577	331	3	334	38	267	0	267	15	25	0	0	0	0	0	0	94	84	7	91	185
February,2013	137177	0	137177	182156	15596	16237	198	2	200	47	145	0	145	40	91	0	0	0	0	0	0	67	62	6	68	135
