monthid	Shukhi	Apon	Pill_total	Condom	Inj_vial	Inj_siringe	IUD_normal	IUD_partum	IUD_total	IUD_remove	Imp_normal	Imp_Jadel	Imp_total	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Permanent_method
July,2007	166368	0	166368	202127	14049	0	60	0	60	0	0	0	0	0	430	0	0	0	0	0	0	416	147	0	147	563
August,2007	136126	0	136126	193223	14079	0	181	0	181	0	10	0	10	0	461	0	0	0	0	0	0	310	127	0	127	437
September,2007	159967	0	159967	185159	15227	0	234	0	234	0	33	0	33	0	498	0	0	0	0	0	0	295	114	0	114	409
October,2007	170861	0	170861	141345	15101	0	261	0	261	0	89	0	89	0	454	0	0	0	0	0	0	264	131	0	131	395
November,2007	171524	0	171524	105684	15464	0	1007	0	1007	0	400	0	400	0	367	0	0	0	0	0	0	504	229	0	229	733
December,2007	166001	0	166001	68814	14062	0	396	0	396	0	274	0	274	0	413	0	0	0	0	0	0	217	58	0	58	275
January,2008	184790	0	184790	81357	16288	0	376	0	376	0	258	0	258	0	550	0	0	0	0	0	0	227	102	0	102	329
February,2008	176540	0	176540	72844	17113	0	365	0	365	0	371	0	371	0	442	0	0	0	0	0	0	298	98	0	98	396
March,2008	187593	0	187593	48728	17149	0	407	0	407	0	316	0	316	0	487	0	0	0	0	0	0	422	147	0	147	569
April,2008	190758	0	190758	26915	16174	0	470	0	470	0	300	0	300	0	664	0	0	0	0	0	0	354	113	0	113	467
May,2008	187797	0	187797	109155	16398	0	502	0	502	0	204	0	204	0	614	0	0	0	0	0	0	284	102	0	102	386
June,2008	179094	0	179094	131493	16104	0	457	0	457	0	241	0	241	0	702	0	0	0	0	0	0	281	106	0	106	387
July,2008	187061	0	187061	143830	13286	0	421	0	421	0	252	0	252	0	477	0	0	0	0	0	0	453	139	0	139	592
August,2008	183843	0	183843	144375	16515	0	403	0	403	0	224	0	224	0	706	0	0	0	0	0	0	550	145	0	145	695
September,2008	182973	0	182973	155463	15958	0	263	0	263	0	94	0	94	0	738	0	0	0	0	0	0	586	80	0	80	666
October,2008	178854	0	178854	158871	16519	0	395	0	395	0	200	0	200	0	875	0	0	0	0	0	0	602	168	0	168	770
November,2008	192015	0	192015	190636	19237	0	1214	0	1214	0	314	0	314	0	990	0	0	0	0	0	0	911	297	0	297	1208
December,2008	172212	0	172212	172912	15349	0	334	0	334	0	62	0	62	0	2954	0	0	0	0	0	0	439	43	0	43	482
January,2009	194270	0	194270	177676	18353	0	449	0	449	0	83	0	83	0	3911	0	0	0	0	0	0	305	73	0	73	378
February,2009	178769	0	178769	176342	18732	0	516	0	516	0	50	0	50	0	187	0	0	0	0	0	0	312	117	0	117	429
March,2009	186501	0	186501	178312	17213	0	493	0	493	0	21	0	21	0	62	0	0	0	0	0	0	537	180	0	180	717
April,2009	182560	0	182560	215225	17835	0	1005	0	1005	0	25	0	25	0	7	0	0	0	0	0	0	885	227	0	227	1112
May,2009	179602	0	179602	191767	18132	0	468	0	468	0	27	0	27	0	15	0	0	0	0	0	0	551	131	0	131	682
June,2009	192233	0	192233	218792	18590	0	434	0	434	0	23	0	23	0	14	0	0	0	0	0	0	757	139	0	139	896
July,2009	165846	0	165846	231017	18750	0	490	0	490	0	28	0	28	0	2	0	0	0	0	0	0	810	238	0	238	1048
August,2009	197390	0	197390	223131	19704	0	443	0	443	0	37	0	37	0	5	0	0	0	0	0	0	838	269	0	269	1107
September,2009	195724	0	195724	248028	15325	0	263	0	263	0	5	0	5	0	17	0	0	0	0	0	0	716	183	0	183	899
October,2009	200640	0	200640	290734	15078	0	559	0	559	0	1	0	1	0	3	0	0	0	0	0	0	792	317	0	317	1109
