monthid	Shukhi	Apon	Pill_total	Condom	Inj_vial	Inj_siringe	IUD_normal	IUD_partum	IUD_total	IUD_remove	Imp_normal	Imp_Jadel	Imp_total	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Permanent_method
July,2007	218498	0	218498	223435	17065	0	35	0	35	0	0	0	0	0	752	0	0	0	0	0	0	247	293	0	293	540
August,2007	213462	0	213462	228894	15767	0	346	0	346	0	5	0	5	0	787	0	0	0	0	0	0	267	266	0	266	533
September,2007	225993	0	225993	221118	17930	0	291	0	291	0	101	0	101	0	938	0	0	0	0	0	0	333	195	0	195	528
October,2007	231444	0	231444	174547	17860	0	264	0	264	0	109	0	109	0	777	0	0	0	0	0	0	298	194	0	194	492
November,2007	244351	0	244351	194657	20716	0	1283	0	1283	0	1768	0	1768	0	794	0	0	0	0	0	0	347	362	0	362	709
December,2007	239994	0	239994	127235	18362	0	581	0	581	0	1521	0	1521	0	921	0	0	0	0	0	0	193	133	0	133	326
January,2008	248445	0	248445	101287	21737	0	487	0	487	0	1156	0	1156	0	1143	0	0	0	0	0	0	288	203	0	203	491
February,2008	253189	0	253189	103726	21782	0	483	0	483	0	1246	0	1246	0	1807	0	0	0	0	0	0	210	240	0	240	450
March,2008	238000	0	238000	64336	22309	0	599	0	599	0	2253	0	2253	0	1897	0	0	0	0	0	0	251	311	0	311	562
April,2008	240952	0	240952	27335	22034	0	558	0	558	0	1180	0	1180	0	1573	0	0	0	0	0	0	256	244	0	244	500
May,2008	237071	0	237071	62833	21605	0	477	0	477	0	313	0	313	0	1179	0	0	0	0	0	0	48	76	0	76	124
June,2008	248156	0	248156	151320	23159	0	528	0	528	0	511	0	511	0	1310	0	0	0	0	0	0	119	159	0	159	278
July,2008	253839	0	253839	189925	25892	0	583	0	583	0	1381	0	1381	0	1334	0	0	0	0	0	0	223	276	0	276	499
August,2008	259027	0	259027	156551	24324	0	412	0	412	0	752	0	752	0	1046	0	0	0	0	0	0	211	214	0	214	425
September,2008	257946	0	257946	139599	21355	0	214	0	214	0	272	0	272	0	1604	0	0	0	0	0	0	111	81	0	81	192
October,2008	255414	0	255414	157300	26382	0	533	0	533	0	593	0	593	0	1628	0	0	0	0	0	0	135	231	0	231	366
November,2008	246287	0	246287	169487	26117	0	1848	0	1848	0	291	0	291	0	1504	0	0	0	0	0	0	286	487	0	487	773
December,2008	245119	0	245119	169976	21122	0	515	0	515	0	75	0	75	0	3056	0	0	0	0	0	0	104	114	0	114	218
January,2009	252635	0	252635	199600	26252	0	882	0	882	0	84	0	84	0	5626	0	0	0	0	0	0	145	154	0	154	299
February,2009	264239	0	264239	223337	24597	0	948	0	948	0	45	0	45	0	2579	0	0	0	0	0	0	96	199	0	199	295
March,2009	263735	0	263735	224764	24382	0	840	0	840	0	7	0	7	0	3020	0	0	0	0	0	0	238	335	0	335	573
April,2009	255571	0	255571	248842	27911	0	1437	0	1437	0	4	0	4	0	2098	0	0	0	0	0	0	566	468	0	468	1034
May,2009	248785	0	248785	241977	24944	0	484	0	484	0	6	0	6	0	529	0	0	0	0	0	0	226	131	0	131	357
June,2009	262781	0	262781	237378	25051	0	537	0	537	0	29	0	29	0	54	0	0	0	0	0	0	340	268	0	268	608
July,2009	257104	0	257104	273197	28589	0	723	0	723	0	5	0	5	0	15	0	0	0	0	0	0	602	409	0	409	1011
August,2009	258627	0	258627	250303	25626	0	540	0	540	0	118	0	118	0	1	0	0	0	0	0	0	615	323	0	323	938
September,2009	251191	0	251191	228468	20297	0	314	0	314	0	4	0	4	0	0	0	0	0	0	0	0	454	180	0	180	634
October,2009	263408	0	263408	270409	27529	0	696	0	696	0	6	0	6	0	0	0	0	0	0	0	0	839	466	0	466	1305
November,2009	260733	0	260733	237299	17475	0	772	0	772	0	0	0	0	0	0	0	0	0	0	0	0	765	334	0	334	1099
December,2009	521456	0	521456	248562	17099	0	683	0	683	0	7	0	7	0	8	0	0	0	0	0	0	353	176	0	176	529
January,2010	255454	0	255454	264142	25081	0	799	0	799	0	28	0	28	0	0	0	0	0	0	0	0	354	161	0	161	515
February,2010	280364	0	280364	309725	22922	0	812	0	812	0	28	0	28	0	0	0	0	0	0	0	0	277	236	0	236	513
March,2010	275075	0	275075	292920	23139	0	854	0	854	0	0	0	0	0	69	0	0	0	0	0	0	403	431	0	431	834
April,2010	269797	0	269797	338006	29029	0	762	0	762	0	0	0	0	0	155	0	0	0	0	0	0	383	283	0	283	666
May,2010	272798	0	272798	304548	25796	0	331	0	331	0	0	0	0	0	178	0	0	0	0	0	0	189	137	0	137	326
June,2010	269065	0	269065	307042	23610	0	199	0	199	0	0	0	0	0	317	0	0	0	0	0	0	237	189	0	189	426
July,2010	279967	0	279967	340202	27581	0	374	0	374	0	1	0	1	0	301	0	0	0	0	0	0	304	223	0	223	527
August,2010	278998	0	278998	280927	25132	0	375	0	375	0	0	0	0	0	156	0	0	0	0	0	0	294	180	0	180	474
September,2010	269883	0	269883	297838	23331	0	414	0	414	0	0	0	0	0	203	0	0	0	0	0	0	321	240	0	240	561
October,2010	277946	0	277946	317443	29625	0	594	0	594	0	267	0	267	0	247	0	0	0	0	0	0	470	368	0	368	838
November,2010	271512	0	271512	309272	26880	0	928	0	928	0	1049	0	1049	0	158	0	0	0	0	0	0	423	355	0	355	778
December,2010	273165	0	273165	314607	25817	0	695	0	695	0	1193	0	1193	0	135	0	0	0	0	0	0	296	222	0	222	518
January,2011	269760	0	269760	308546	30866	0	489	0	489	0	914	0	914	0	130	0	0	0	0	0	0	201	179	0	179	380
February,2011	274575	0	274575	291964	25471	0	470	0	470	0	901	0	901	0	137	0	0	0	0	0	0	182	196	0	196	378
March,2011	275304	0	275304	305281	26016	0	565	0	565	0	1631	0	1631	0	143	0	0	0	0	0	0	298	285	0	285	583
April,2011	270568	0	270568	305222	29517	0	969	0	969	0	1763	0	1763	0	107	0	0	0	0	0	0	860	558	0	558	1418
May,2011	257616	0	257616	275173	26554	0	381	0	381	0	466	0	466	0	115	0	0	0	0	0	0	378	236	0	236	614
June,2011	255444	0	255444	281963	22541	0	344	0	344	0	302	0	302	0	126	0	0	0	0	0	0	295	206	0	206	501
July,2011	261306	0	261306	300933	29599	0	434	0	434	0	203	0	203	0	77	0	0	0	0	0	0	599	357	0	357	956
August,2011	253025	0	253025	283425	22282	0	221	0	221	0	49	0	49	0	58	0	0	0	0	0	0	510	189	0	189	699
September,2011	255003	0	255003	285979	25674	0	312	0	312	0	284	0	284	0	118	0	0	0	0	0	0	642	352	0	352	994
October,2011	255545	0	255545	330690	30034	0	571	0	571	0	1185	0	1185	0	91	0	0	0	0	0	0	863	411	0	411	1274
November,2011	252683	0	252683	286846	23910	0	336	0	336	0	682	0	682	0	132	0	0	0	0	0	0	324	233	0	233	557
December,2011	247077	0	247077	305496	25227	0	334	0	334	0	411	0	411	0	105	0	0	0	0	0	0	313	172	0	172	485
January,2012	255507	0	255507	319068	30380	0	477	0	477	0	841	0	841	0	91	0	0	0	0	0	0	405	255	0	255	660
February,2012	263275	0	263275	321549	24835	0	458	0	458	0	784	0	784	0	126	0	0	0	0	0	0	291	256	0	256	547
March,2012	238573	0	238573	325868	25690	0	841	0	841	0	2161	0	2161	0	127	0	0	0	0	0	0	474	334	0	334	808
April,2012	238484	0	238484	343035	28007	0	390	0	390	0	985	0	985	0	123	0	0	0	0	0	0	371	269	0	269	640
May,2012	233326	0	233326	321549	24633	0	302	0	302	0	649	0	649	0	98	0	0	0	0	0	0	235	171	0	171	406
