monthid	Shukhi	Apon	Pill_total	Condom	Inj_vial	Inj_siringe	IUD_normal	IUD_partum	IUD_total	IUD_remove	Imp_normal	Imp_Jadel	Imp_total	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Permanent_method
June,2007	77120	0	77120	71718	11336	0	21	0	21	0	0	0	0	0	348	0	0	0	0	0	0	54	181	0	181	235
July,2007	81795	0	81795	79720	10379	0	16	0	16	0	0	0	0	0	272	0	0	0	0	0	0	93	353	0	353	446
August,2007	76928	0	76928	82246	9832	0	121	0	121	0	0	0	0	0	240	0	0	0	0	0	0	64	261	0	261	325
September,2007	78065	0	78065	83186	10690	0	181	0	181	0	0	0	0	0	408	0	0	0	0	0	0	35	95	0	95	130
October,2007	78172	0	78172	95023	12097	0	195	0	195	0	1	0	1	0	352	0	0	0	0	0	0	26	156	0	156	182
November,2007	87209	0	87209	106658	14609	0	829	0	829	0	274	0	274	0	292	0	0	0	0	0	0	185	381	0	381	566
December,2007	79881	0	79881	90351	13464	0	417	0	417	0	123	0	123	0	294	0	0	0	0	0	0	34	123	0	123	157
January,2008	85630	0	85630	82958	15258	0	306	0	306	0	108	0	108	0	293	0	0	0	0	0	0	64	222	0	222	286
February,2008	80843	0	80843	73164	14180	0	331	0	331	0	109	0	109	0	301	0	0	0	0	0	0	51	300	0	300	351
March,2008	85614	0	85614	58288	14265	0	379	0	379	0	80	0	80	0	454	0	0	0	0	0	0	68	277	0	277	345
April,2008	80899	0	80899	31762	14843	0	329	0	329	0	94	0	94	0	441	0	0	0	0	0	0	89	192	0	192	281
May,2008	81326	0	81326	49562	15193	0	306	0	306	0	66	0	66	0	464	0	0	0	0	0	0	64	160	0	160	224
June,2008	82714	0	82714	62802	15546	0	255	0	255	0	57	0	57	0	565	0	0	0	0	0	0	53	233	0	233	286
July,2008	86776	0	86776	63042	16209	0	300	0	300	0	101	0	101	0	424	0	0	0	0	0	0	61	266	0	266	327
August,2008	85196	0	85196	71951	16691	0	418	0	418	0	70	0	70	0	626	0	0	0	0	0	0	58	249	0	249	307
September,2008	85755	0	85755	88118	15338	0	230	0	230	0	8	0	8	0	690	0	0	0	0	0	0	11	45	0	45	56
October,2008	86121	0	86121	90679	16978	0	346	0	346	0	71	0	71	0	975	0	0	0	0	0	0	92	237	0	237	329
November,2008	89762	0	89762	108451	18653	0	1019	0	1019	0	146	0	146	0	2323	0	0	0	0	0	0	128	355	0	355	483
December,2008	86897	0	86897	98199	26254	0	275	0	275	0	132	0	132	0	7364	0	0	0	0	0	0	32	76	0	76	108
January,2009	92401	0	92401	94034	18526	0	411	0	411	0	132	0	132	0	6105	0	0	0	0	0	0	21	188	0	188	209
February,2009	91736	0	91736	101074	18155	0	463	0	463	0	156	0	156	0	166	0	0	0	0	0	0	49	253	0	253	302
March,2009	89344	0	89344	108305	18431	0	471	0	471	0	90	0	90	0	78	0	0	0	0	0	0	58	296	0	296	354
April,2009	91850	0	91850	122371	19566	0	834	0	834	0	59	0	59	0	30	0	0	0	0	0	0	141	188	0	188	329
May,2009	89948	0	89948	114444	19461	0	437	0	437	0	23	0	23	0	0	0	0	0	0	0	0	103	194	0	194	297
June,2009	88955	0	88955	115552	19478	0	428	0	428	0	2	0	2	0	84	0	0	0	0	0	0	146	279	0	279	425
July,2009	88527	0	88527	119224	19701	0	425	0	425	0	3	0	3	0	0	0	0	0	0	0	0	165	385	0	385	550
August,2009	92161	0	92161	127695	20334	0	393	0	393	0	0	0	0	0	60	0	0	0	0	0	0	100	195	0	195	295
September,2009	88149	0	88149	124165	16255	0	233	0	233	0	0	0	0	0	0	0	0	0	0	0	0	70	72	0	72	142
October,2009	93169	0	93169	133707	14906	0	407	0	407	0	0	0	0	0	0	0	0	0	0	0	0	154	337	0	337	491
November,2009	98599	0	98599	125801	9071	0	363	0	363	0	1	0	1	0	0	0	0	0	0	0	0	121	169	0	169	290
December,2009	94488	0	94488	136410	12296	0	381	0	381	0	0	0	0	0	0	0	0	0	0	0	0	67	193	0	193	260
January,2010	95126	0	95126	138816	19526	0	370	0	370	0	10	0	10	0	0	0	0	0	0	0	0	80	186	0	186	266
February,2010	102965	0	102965	150836	20406	0	410	0	410	0	181	0	181	0	0	0	0	0	0	0	0	94	209	0	209	303
March,2010	101067	0	101067	152205	20319	0	376	0	376	0	135	0	135	0	14	0	0	0	0	0	0	108	185	0	185	293
April,2010	98696	0	98696	150829	21445	0	206	0	206	0	156	0	156	0	134	0	0	0	0	0	0	74	121	0	121	195
May,2010	100255	0	100255	155728	20403	0	100	0	100	0	201	0	201	0	163	0	0	0	0	0	0	45	126	0	126	171
June,2010	101085	0	101085	154989	19311	0	47	0	47	0	86	0	86	0	158	0	0	0	0	0	0	55	166	0	166	221
