monthid	Shukhi	Apon	Pill_total	Condom	Inj_vial	Inj_siringe	IUD_normal	IUD_partum	IUD_total	IUD_remove	Imp_normal	Imp_Jadel	Imp_total	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Permanent_method
July,2007	174412	0	174412	217924	24679	0	34	0	34	0	0	0	0	0	775	0	0	0	0	0	0	409	456	0	456	865
August,2007	172792	0	172792	226885	21017	0	64	0	64	0	0	0	0	0	616	0	0	0	0	0	0	250	389	0	389	639
September,2007	178655	0	178655	181278	21400	0	94	0	94	0	2	0	2	0	525	0	0	0	0	0	0	233	299	0	299	532
October,2007	171012	0	171012	160207	21695	0	74	0	74	0	39	0	39	0	464	0	0	0	0	0	0	265	512	0	512	777
November,2007	178278	0	178278	134208	23566	0	474	0	474	0	1249	0	1249	0	537	0	0	0	0	0	0	268	668	0	668	936
December,2007	176408	0	176408	89847	21564	0	282	0	282	0	1514	0	1514	0	686	0	0	0	0	0	0	189	215	0	215	404
January,2008	178736	0	178736	78936	23227	0	146	0	146	0	1152	0	1152	0	640	0	0	0	0	0	0	222	294	0	294	516
February,2008	172705	0	172705	99667	24699	0	182	0	182	0	1385	0	1385	0	768	0	0	0	0	0	0	246	429	0	429	675
March,2008	186713	0	186713	77160	23046	0	197	0	197	0	1545	0	1545	0	926	0	0	0	0	0	0	245	592	0	592	837
April,2008	175097	0	175097	50014	21391	0	179	0	179	0	878	0	878	0	958	0	0	0	0	0	0	168	324	0	324	492
May,2008	169857	0	169857	104825	24347	0	168	0	168	0	474	0	474	0	943	0	0	0	0	0	0	85	183	0	183	268
June,2008	179465	0	179465	118944	22524	0	144	0	144	0	424	0	424	0	1002	0	0	0	0	0	0	125	164	0	164	289
July,2008	182915	0	182915	130697	25019	0	247	0	247	0	601	0	601	0	963	0	0	0	0	0	0	160	342	0	342	502
August,2008	183253	0	183253	138361	27153	0	284	0	284	0	415	0	415	0	1069	0	0	0	0	0	0	251	302	0	302	553
September,2008	181483	0	181483	149885	20842	0	218	0	218	0	60	0	60	0	1489	0	0	0	0	0	0	283	63	0	63	346
October,2008	178397	0	178397	164837	25744	0	426	0	426	0	262	0	262	0	1181	0	0	0	0	0	0	244	619	0	619	863
November,2008	182942	0	182942	190217	27770	0	1043	0	1043	0	329	0	329	0	1849	0	0	0	0	0	0	183	602	0	602	785
December,2008	173499	0	173499	170462	21958	0	343	0	343	0	70	0	70	0	4964	0	0	0	0	0	0	115	161	0	161	276
January,2009	181998	0	181998	200352	26195	0	483	0	483	0	114	0	114	0	3628	0	0	0	0	0	0	188	236	0	236	424
February,2009	178873	0	178873	196518	28492	0	420	0	420	0	91	0	91	0	1234	0	0	0	0	0	0	145	462	0	462	607
March,2009	184941	0	184941	227120	24392	0	415	0	415	0	60	0	60	0	1236	0	0	0	0	0	0	299	502	0	502	801
April,2009	169753	0	169753	220098	26387	0	716	0	716	0	10	0	10	0	329	0	0	0	0	0	0	332	694	0	694	1026
May,2009	170685	0	170685	212005	26266	0	450	0	450	0	3	0	3	0	205	0	0	0	0	0	0	189	235	0	235	424
June,2009	172104	0	172104	232280	23678	0	361	0	361	0	0	0	0	0	67	0	0	0	0	0	0	257	258	0	258	515
July,2009	165824	0	165824	240560	27184	0	527	0	527	0	4	0	4	0	22	0	0	0	0	0	0	452	581	0	581	1033
August,2009	172734	0	172734	229350	28888	0	407	0	407	0	8	0	8	0	28	0	0	0	0	0	0	404	316	0	316	720
September,2009	167836	0	167836	201802	19708	0	275	0	275	0	1	0	1	0	0	0	0	0	0	0	0	429	167	0	167	596
October,2009	175327	0	175327	237526	26646	0	411	0	411	0	49	0	49	0	0	0	0	0	0	0	0	702	810	0	810	1512
November,2009	175392	0	175392	255391	22376	0	615	0	615	0	0	0	0	0	0	0	0	0	0	0	0	393	471	0	471	864
December,2009	184251	0	184251	264674	17146	0	459	0	459	0	0	0	0	0	0	0	0	0	0	0	0	146	329	0	329	475
January,2010	184102	0	184102	297803	28210	0	435	0	435	0	0	0	0	0	0	0	0	0	0	0	0	259	260	0	260	519
February,2010	186303	0	186303	288795	25852	0	417	0	417	0	0	0	0	0	0	0	0	0	0	0	0	140	328	0	328	468
March,2010	183777	0	183777	293914	20205	0	397	0	397	0	0	0	0	0	0	0	0	0	0	0	0	160	527	0	527	687
April,2010	183666	0	183666	309083	28143	0	226	0	226	0	32	0	32	0	58	0	0	0	0	0	0	146	295	0	295	441
May,2010	181582	0	181582	296642	27801	0	141	0	141	0	58	0	58	0	101	0	0	0	0	0	0	105	187	0	187	292
June,2010	185029	0	185029	286873	20399	0	60	0	60	0	4	0	4	0	168	0	0	0	0	0	0	160	168	0	168	328
July,2010	182970	0	182970	293361	26353	0	117	0	117	0	6	0	6	0	159	0	0	0	0	0	0	211	385	0	385	596
August,2010	181472	0	181472	296590	28360	0	202	0	202	0	0	0	0	0	157	0	0	0	0	0	0	288	223	0	223	511
September,2010	175580	0	175580	274073	20467	0	237	0	237	0	0	0	0	0	127	0	0	0	0	0	0	214	333	0	333	547
October,2010	185195	0	185195	510841	28253	0	335	0	335	0	335	0	335	0	118	0	0	0	0	0	0	291	561	0	561	852
November,2010	181895	0	181895	298683	27611	0	521	0	521	0	1409	0	1409	0	100	0	0	0	0	0	0	165	372	0	372	537
