monthid	Shukhi	Apon	Pill_total	Condom	Inj_vial	Inj_siringe	IUD_normal	IUD_partum	IUD_total	IUD_remove	Imp_normal	Imp_Jadel	Imp_total	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Permanent_method
July,2007	220220	0	220220	189077	23132	0	5	0	5	0	0	0	0	0	374	0	0	0	0	0	0	127	40	0	40	167
August,2007	195426	0	195426	171888	15397	0	82	0	82	0	1	0	1	0	246	0	0	0	0	0	0	101	32	0	32	133
September,2007	210105	0	210105	175522	15751	0	176	0	176	0	9	0	9	0	363	0	0	0	0	0	0	136	31	0	31	167
October,2007	218724	0	218724	161967	23942	0	235	0	235	0	84	0	84	0	332	0	0	0	0	0	0	88	44	0	44	132
November,2007	231868	0	231868	157307	23777	0	1142	0	1142	0	449	0	449	0	340	0	0	0	0	0	0	205	115	0	115	320
December,2007	226420	0	226420	76749	19637	0	758	0	758	0	423	0	423	0	359	0	0	0	0	0	0	163	65	0	65	228
January,2008	235798	0	235798	41349	27813	0	516	0	516	0	283	0	283	0	497	0	0	0	0	0	0	106	37	0	37	143
February,2008	229983	0	229983	86046	62649	0	601	0	601	0	505	0	505	0	377	0	0	0	0	0	0	113	139	0	139	252
March,2008	229701	0	229701	51380	25108	0	631	0	631	0	433	0	433	0	625	0	0	0	0	0	0	141	53	0	53	194
April,2008	230841	0	230841	25803	29305	0	689	0	689	0	358	0	358	0	468	0	0	0	0	0	0	112	64	0	64	176
May,2008	223420	0	223420	96209	27026	0	450	0	450	0	114	0	114	0	427	0	0	0	0	0	0	53	20	0	20	73
June,2008	211429	0	211429	158013	25752	0	462	0	462	0	262	0	262	0	636	0	0	0	0	0	0	71	41	0	41	112
July,2008	232483	0	232483	165604	30273	0	549	0	549	0	282	0	282	0	518	0	0	0	0	0	0	119	57	0	57	176
August,2008	227481	0	227481	159827	29055	0	474	0	474	0	274	0	274	0	444	0	0	0	0	0	0	117	61	0	61	178
September,2008	233933	0	233933	183401	24516	0	221	0	221	0	76	0	76	0	352	0	0	0	0	0	0	52	24	0	24	76
October,2008	227708	0	227708	196971	30766	0	466	0	466	0	143	0	143	0	547	0	0	0	0	0	0	107	40	0	40	147
November,2008	228311	0	228311	209798	32493	0	1286	0	1286	0	319	0	319	0	1744	0	0	0	0	0	0	168	99	0	99	267
December,2008	216199	0	216199	196675	25471	0	382	0	382	0	69	0	69	0	3511	0	0	0	0	0	0	43	26	0	26	69
January,2009	235947	0	235947	207812	31793	0	580	0	580	0	213	0	213	0	5828	0	0	0	0	0	0	83	41	0	41	124
February,2009	229292	0	229292	190032	32465	0	623	0	623	0	245	0	245	0	3128	0	0	0	0	0	0	71	57	0	57	128
March,2009	225747	0	225747	209452	29392	0	698	0	698	0	243	0	243	0	2667	0	0	0	0	0	0	62	61	0	61	123
April,2009	233792	0	233792	211638	33857	0	1248	0	1248	0	231	0	231	0	2247	0	0	0	0	0	0	259	127	0	127	386
May,2009	222952	0	222952	211004	30156	0	540	0	540	0	39	0	39	0	1948	0	0	0	0	0	0	115	49	0	49	164
June,2009	239064	0	239064	227165	29862	0	521	0	521	0	43	0	43	0	641	0	0	0	0	0	0	121	47	0	47	168
July,2009	233988	0	233988	235696	33973	0	601	0	601	0	12	0	12	0	182	0	0	0	0	0	0	273	92	0	92	365
August,2009	228577	0	228577	237320	32176	0	508	0	508	0	0	0	0	0	181	0	0	0	0	0	0	231	74	0	74	305
September,2009	227767	0	227767	239623	22517	0	294	0	294	0	0	0	0	0	0	0	0	0	0	0	0	111	62	0	62	173
October,2009	236407	0	236407	221594	22816	0	643	0	643	0	2	0	2	0	0	0	0	0	0	0	0	246	103	0	103	349
November,2009	244233	0	244233	257381	10395	0	578	0	578	0	0	0	0	0	8	0	0	0	0	0	0	211	79	0	79	290
December,2009	247553	0	247553	272407	20120	0	627	0	627	0	14	0	14	0	0	0	0	0	0	0	0	230	105	0	105	335
January,2010	242484	0	242484	239677	27136	0	597	0	597	0	0	0	0	0	0	0	0	0	0	0	0	174	149	0	149	323
February,2010	244159	0	244159	276904	24905	0	467	0	467	0	0	0	0	0	0	0	0	0	0	0	0	234	102	0	102	336
March,2010	228586	0	228586	249772	26125	0	409	0	409	0	0	0	0	0	435	0	0	0	0	0	0	345	188	0	188	533
April,2010	220337	0	220337	232983	29823	0	402	0	402	0	9	0	9	0	0	0	0	0	0	0	0	272	144	0	144	416
May,2010	219613	0	219613	234945	26984	0	313	0	313	0	0	0	0	0	20	0	0	0	0	0	0	168	83	0	83	251
June,2010	226520	0	226520	288039	23600	0	330	0	330	0	0	0	0	0	69	0	0	0	0	0	0	124	98	0	98	222
July,2010	235401	0	235401	281137	17881	0	413	0	413	0	0	0	0	0	129	0	0	0	0	0	0	184	110	0	110	294
August,2010	230640	0	230640	255255	24556	0	324	0	324	0	0	0	0	0	111	0	0	0	0	0	0	145	87	0	87	232
September,2010	240798	0	240798	266630	23624	0	363	0	363	0	2	0	2	0	132	0	0	0	0	0	0	119	92	0	92	211
October,2010	231968	0	231968	268399	71303	0	566	0	566	0	2	0	2	0	197	0	0	0	0	0	0	156	116	0	116	272
November,2010	239396	0	239396	277608	28203	0	755	0	755	0	170	0	170	0	147	0	0	0	0	0	0	260	143	0	143	403
