monthid	Shukhi	Apon	Pill_total	Condom	Inj_vial	Inj_siringe	IUD_normal	IUD_partum	IUD_total	IUD_remove	Imp_normal	Imp_Jadel	Imp_total	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Permanent_method
July,2007	16124	0	16124	18177	2270	0	32	0	32	0	0	0	0	0	88	0	0	0	0	0	0	23	25	0	25	48
August,2007	17218	0	17218	18485	1688	0	39	0	39	0	0	0	0	0	105	0	0	0	0	0	0	25	33	0	33	58
September,2007	16597	0	16597	15382	1565	0	38	0	38	0	1	0	1	0	91	0	0	0	0	0	0	4	36	0	36	40
October,2007	14607	0	14607	18990	1884	0	52	0	52	0	5	0	5	0	80	0	0	0	0	0	0	2	34	0	34	36
November,2007	15566	0	15566	16687	1968	0	155	0	155	0	80	0	80	0	103	0	0	0	0	0	0	74	63	0	63	137
December,2007	15709	0	15709	17712	1778	0	93	0	93	0	23	0	23	0	92	0	0	0	0	0	0	48	27	0	27	75
January,2008	13511	0	13511	14540	1861	0	57	0	57	0	5	0	5	0	100	0	0	0	0	0	0	6	48	0	48	54
February,2008	15760	0	15760	18999	2056	0	69	0	69	0	1	0	1	0	106	0	0	0	0	0	0	39	35	0	35	74
March,2008	15621	0	15621	17407	2116	0	71	0	71	0	47	0	47	0	92	0	0	0	0	0	0	43	7	0	7	50
April,2008	16335	0	16335	15812	2336	0	57	0	57	0	7	0	7	0	79	0	0	0	0	0	0	6	25	0	25	31
May,2008	15704	0	15704	15205	2513	0	61	0	61	0	11	0	11	0	124	0	0	0	0	0	0	15	44	0	44	59
June,2008	15870	0	15870	19100	2268	0	59	0	59	0	6	0	6	0	147	0	0	0	0	0	0	23	26	0	26	49
July,2008	15738	0	15738	16464	2516	0	50	0	50	0	53	0	53	0	178	0	0	0	0	0	0	38	24	0	24	62
August,2008	16571	0	16571	18345	2738	0	72	0	72	0	91	0	91	0	162	0	0	0	0	0	0	34	17	0	17	51
September,2008	15272	0	15272	18547	2159	0	59	0	59	0	14	0	14	0	155	0	0	0	0	0	0	2	4	0	4	6
October,2008	16212	0	16212	20912	2888	0	82	0	82	0	35	0	35	0	148	0	0	0	0	0	0	43	14	0	14	57
November,2008	17101	0	17101	22055	2889	0	273	0	273	0	126	0	126	0	577	0	0	0	0	0	0	39	59	0	59	98
December,2008	13151	0	13151	22711	2565	0	56	0	56	0	14	0	14	0	1908	0	0	0	0	0	0	20	9	0	9	29
January,2009	16158	0	16158	21624	2872	0	61	0	61	0	22	0	22	0	2459	0	0	0	0	0	0	28	13	0	13	41
February,2009	16266	0	16266	23982	3114	0	64	0	64	0	55	0	55	0	394	0	0	0	0	0	0	19	13	0	13	32
March,2009	17458	0	17458	22596	3193	0	95	0	95	0	70	0	70	0	97	0	0	0	0	0	0	29	42	0	42	71
April,2009	17284	0	17284	23588	3121	0	276	0	276	0	104	0	104	0	0	0	0	0	0	0	0	75	47	0	47	122
May,2009	15926	0	15926	21277	3184	0	99	0	99	0	6	0	6	0	0	0	0	0	0	0	0	21	21	0	21	42
June,2009	16105	0	16105	21206	3310	0	83	0	83	0	14	0	14	0	0	0	0	0	0	0	0	83	25	0	25	108
July,2009	18388	0	18388	23630	3342	0	78	0	78	0	8	0	8	0	0	0	0	0	0	0	0	118	20	0	20	138
August,2009	17263	0	17263	22186	3678	0	109	0	109	0	0	0	0	0	0	0	0	0	0	0	0	61	42	0	42	103
September,2009	17337	0	17337	20061	3050	0	76	0	76	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	26
October,2009	18471	0	18471	26687	3669	0	72	0	72	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	98
November,2009	18423	0	18423	24982	2667	0	72	0	72	0	96	0	96	0	0	0	0	0	0	0	0	49	19	0	19	68
December,2009	19897	0	19897	27524	2643	0	93	0	93	0	56	0	56	0	0	0	0	0	0	0	0	43	17	0	17	60
January,2010	19222	0	19222	26613	2935	0	100	0	100	0	104	0	104	0	0	0	0	0	0	0	0	62	15	0	15	77
February,2010	20474	0	20474	28178	2850	0	95	0	95	0	101	0	101	0	0	0	0	0	0	0	0	37	21	0	21	58
March,2010	20446	0	20446	29575	3145	0	97	0	97	0	178	0	178	0	0	0	0	0	0	0	0	20	14	0	14	34
