monthid	Shukhi	Apon	Pill_total	Condom	Inj_vial	Inj_siringe	IUD_normal	IUD_partum	IUD_total	IUD_remove	Imp_normal	Imp_Jadel	Imp_total	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Permanent_method
July,2007	138760	0	138760	99807	14913	0	49	0	49	0	0	0	0	0	308	0	0	0	0	0	0	188	204	0	204	392
August,2007	125907	0	125907	96906	10451	0	72	0	72	0	1	0	1	0	279	0	0	0	0	0	0	228	212	0	212	440
September,2007	136399	0	136399	96499	12727	0	185	0	185	0	45	0	45	0	269	0	0	0	0	0	0	181	143	0	143	324
October,2007	133108	0	133108	85936	13478	0	162	0	162	0	63	0	63	0	211	0	0	0	0	0	0	226	183	0	183	409
November,2007	146175	0	146175	89925	13044	0	587	0	587	0	296	0	296	0	245	0	0	0	0	0	0	227	207	0	207	434
December,2007	138215	0	138215	67025	12228	0	249	0	249	0	171	0	171	0	231	0	0	0	0	0	0	180	97	0	97	277
January,2008	142852	0	142852	53736	14864	0	300	0	300	0	292	0	292	0	267	0	0	0	0	0	0	93	134	0	134	227
February,2008	139047	0	139047	55321	13124	0	319	0	319	0	251	0	251	0	268	0	0	0	0	0	0	126	138	0	138	264
March,2008	140724	0	140724	25807	13673	0	321	0	321	0	319	0	319	0	393	0	0	0	0	0	0	143	144	0	144	287
April,2008	133171	0	133171	10278	14575	0	255	0	255	0	427	0	427	0	357	0	0	0	0	0	0	77	138	0	138	215
May,2008	135711	0	135711	52240	13281	0	278	0	278	0	234	0	234	0	344	0	0	0	0	0	0	52	79	0	79	131
June,2008	133379	0	133379	84558	13460	0	271	0	271	0	241	0	241	0	476	0	0	0	0	0	0	83	90	0	90	173
July,2008	140468	0	140468	86862	15249	0	290	0	290	0	350	0	350	0	414	0	0	0	0	0	0	161	192	0	192	353
August,2008	132390	0	132390	78755	13687	0	268	0	268	0	296	0	296	0	361	0	0	0	0	0	0	179	176	0	176	355
September,2008	137008	0	137008	81614	10593	0	172	0	172	0	134	0	134	0	376	0	0	0	0	0	0	130	112	0	112	242
October,2008	135928	0	135928	84881	15802	0	269	0	269	0	379	0	379	0	443	0	0	0	0	0	0	156	177	0	177	333
November,2008	138620	0	138620	102880	14689	0	657	0	657	0	275	0	275	0	755	0	0	0	0	0	0	185	380	0	380	565
December,2008	131204	0	131204	81225	11482	0	196	0	196	0	91	0	91	0	5027	0	0	0	0	0	0	61	117	0	117	178
January,2009	144411	0	144411	94563	15711	0	268	0	268	0	76	0	76	0	1411	0	0	0	0	0	0	40	134	0	134	174
February,2009	142909	0	142909	95181	14519	0	285	0	285	0	29	0	29	0	446	0	0	0	0	0	0	36	145	0	145	181
March,2009	141006	0	141006	99319	14157	0	278	0	278	0	8	0	8	0	796	0	0	0	0	0	0	121	223	0	223	344
April,2009	138354	0	138354	102757	15623	0	602	0	602	0	1	0	1	0	235	0	0	0	0	0	0	234	250	0	250	484
May,2009	133364	0	133364	98794	13497	0	279	0	279	0	0	0	0	0	514	0	0	0	0	0	0	142	101	0	101	243
June,2009	130821	0	130821	97700	14087	0	209	0	209	0	0	0	0	0	339	0	0	0	0	0	0	108	108	0	108	216
July,2009	140177	0	140177	108003	15771	0	350	0	350	0	0	0	0	0	198	0	0	0	0	0	0	285	270	0	270	555
August,2009	134641	0	134641	101423	15362	0	250	0	250	0	22	0	22	0	4	0	0	0	0	0	0	274	233	0	233	507
September,2009	145607	0	145607	111373	11130	0	134	0	134	0	28	0	28	0	0	0	0	0	0	0	0	220	114	0	114	334
October,2009	162247	0	162247	131616	16224	0	257	0	257	0	0	0	0	0	76	0	0	0	0	0	0	383	294	0	294	677
November,2009	162481	0	162481	140883	11124	0	251	0	251	0	0	0	0	0	0	0	0	0	0	0	0	181	192	0	192	373
December,2009	159711	0	159711	129684	7753	0	242	0	242	0	0	0	0	0	39	0	0	0	0	0	0	93	156	0	156	249
January,2010	161962	0	161962	142294	14474	0	239	0	239	0	0	0	0	0	1	0	0	0	0	0	0	109	139	0	139	248
February,2010	156380	0	156380	122188	13541	0	192	0	192	0	0	0	0	0	11	0	0	0	0	0	0	71	164	0	164	235
March,2010	156254	0	156254	132899	12010	0	137	0	137	0	0	0	0	0	12	0	0	0	0	0	0	80	174	0	174	254
April,2010	153982	0	153982	125165	15145	0	96	0	96	0	0	0	0	0	36	0	0	0	0	0	0	35	98	0	98	133
May,2010	156308	0	156308	130509	14998	0	43	0	43	0	0	0	0	0	134	0	0	0	0	0	0	37	93	0	93	130
June,2010	151676	0	151676	122009	12534	0	20	0	20	0	0	0	0	0	140	0	0	0	0	0	0	42	74	0	74	116
July,2010	153734	0	153734	134792	13195	0	33	0	33	0	0	0	0	0	98	0	0	0	0	0	0	102	189	0	189	291
August,2010	152074	0	152074	124299	13830	0	160	0	160	0	0	0	0	0	115	0	0	0	0	0	0	63	169	0	169	232
September,2010	153108	0	153108	130609	12666	0	170	0	170	0	0	0	0	0	119	0	0	0	0	0	0	53	196	0	196	249
October,2010	152651	0	152651	128258	15226	0	249	0	249	0	234	0	234	0	118	0	0	0	0	0	0	86	191	0	191	277
November,2010	148349	0	148349	134779	15251	0	410	0	410	0	509	0	509	0	117	0	0	0	0	0	0	113	256	0	256	369
December,2010	141394	0	141394	117788	13993	0	338	0	338	0	589	0	589	0	96	0	0	0	0	0	0	58	203	0	203	261
January,2011	154736	0	154736	130825	16266	0	193	0	193	0	523	0	523	0	96	0	0	0	0	0	0	39	111	0	111	150
February,2011	151785	0	151785	121809	14260	0	206	0	206	0	374	0	374	0	110	0	0	0	0	0	0	23	120	0	120	143
March,2011	153852	0	153852	126917	14539	0	227	0	227	0	684	0	684	0	95	0	0	0	0	0	0	33	139	0	139	172
April,2011	155409	0	155409	133026	15835	0	386	0	386	0	868	0	868	0	93	0	0	0	0	0	0	82	212	0	212	294
May,2011	155491	0	155491	134848	12540	0	224	0	224	0	512	0	512	0	87	0	0	0	0	0	0	63	142	0	142	205
June,2011	151943	0	151943	126874	14106	0	181	0	181	0	444	0	444	0	121	0	0	0	0	0	0	95	136	0	136	231
July,2011	153749	0	153749	137392	16914	0	219	0	219	0	560	0	560	0	80	0	0	0	0	0	0	131	234	0	234	365
August,2011	150496	0	150496	125365	11929	0	158	0	158	0	186	0	186	0	51	0	0	0	0	0	0	73	126	0	126	199
September,2011	158315	0	158315	141528	15898	0	200	0	200	0	514	0	514	0	100	0	0	0	0	0	0	109	196	0	196	305
October,2011	154546	0	154546	133973	15924	0	263	0	263	0	603	0	603	0	104	0	0	0	0	0	0	134	201	0	201	335
November,2011	147672	0	147672	137944	12380	0	218	0	218	0	382	0	382	0	93	0	0	0	0	0	0	83	158	0	158	241
December,2011	150153	0	150153	138099	13482	0	236	0	236	0	310	0	310	0	89	0	0	0	0	0	0	73	136	0	136	209
January,2012	163948	0	163948	157741	16560	0	257	0	257	0	446	0	446	0	79	0	0	0	0	0	0	89	135	0	135	224
February,2012	174695	0	174695	160248	12757	0	233	0	233	0	383	0	383	0	61	0	0	0	0	0	0	71	196	0	196	267
March,2012	164737	0	164737	168465	14338	0	443	0	443	0	548	0	548	0	98	0	0	0	0	0	0	100	247	0	247	347
April,2012	162547	0	162547	172860	15753	0	238	0	238	0	368	0	368	0	88	0	0	0	0	0	0	55	90	0	90	145
May,2012	163715	0	163715	183546	14286	0	251	0	251	0	310	0	310	0	39	0	0	0	0	0	0	62	112	0	112	174
June,2012	157262	0	157262	168346	13532	0	191	0	191	0	193	0	193	0	71	0	0	0	0	0	0	128	125	0	125	253
July,2012	162492	0	162492	187032	16958	0	246	0	246	0	293	0	293	0	88	0	0	0	0	0	0	147	157	0	157	304
August,2012	156492	0	156492	174494	12179	0	192	0	192	0	194	0	194	0	64	0	0	0	0	0	0	127	104	0	104	231
September,2012	163649	0	163649	203049	15124	0	430	0	430	0	595	0	595	0	56	0	0	0	0	0	0	215	255	0	255	470
October,2012	160385	0	160385	193407	15231	0	191	0	191	0	341	0	341	0	32	0	0	0	0	0	0	136	152	0	152	288
November,2012	157043	0	157043	191124	13214	0	203	0	203	0	340	0	340	0	32	0	0	0	0	0	0	86	164	0	164	250
December,2012	148991	0	148991	180141	13315	0	248	0	248	0	373	0	373	0	37	0	0	0	0	0	0	125	162	0	162	287
January,2013	154811	0	154811	197089	16029	12250	284	0	284	21	437	0	437	36	56	0	0	0	0	0	0	97	131	30	161	258
February,2013	147592	0	147592	170861	12633	13307	211	0	211	28	298	0	298	42	34	0	0	0	0	0	0	70	73	46	119	189
March,2013	148385	0	148385	167240	13759	14683	220	13	233	23	237	0	237	63	86	0	0	0	0	0	0	91	96	31	127	218
April,2013	145832	0	145832	162747	15384	16304	223	12	235	25	326	0	326	73	66	0	0	0	0	0	0	93	90	39	129	222
May,2013	149767	0	149767	168376	12653	13780	334	16	350	30	385	0	385	52	62	0	0	0	0	0	0	101	87	66	153	254
June,2013	146028	0	146028	155769	13487	14583	153	9	162	47	213	0	213	26	56	0	0	0	0	0	0	80	61	26	87	167
July,2013	149859	0	149859	162479	15084	16365	215	8	223	23	290	0	290	81	124	0	0	0	0	0	0	68	125	56	181	249
August,2013	143488	0	143488	148295	11999	12969	190	4	194	27	286	0	286	66	10	0	0	0	0	0	0	73	113	48	161	234
September,2013	149258	0	149258	167984	24203	15021	211	0	211	11	483	0	483	44	27	0	0	0	0	0	0	98	157	60	217	315
October,2013	144246	0	144246	165587	14801	15853	303	10	313	14	538	0	538	111	10	0	0	0	0	0	0	95	133	64	197	292
November,2013	139716	0	139716	158586	11985	11740	218	16	234	25	353	0	353	92	17	0	0	0	0	0	0	76	110	59	169	245
December,2013	133739	0	133739	148574	14089	15041	173	8	181	12	401	0	401	79	14	0	0	0	0	0	0	43	108	50	158	201
January,2014	146447	0	146447	163935	14209	15116	222	1	223	11	498	0	498	173	10	74	0	0	0	0	0	59	69	75	144	203
February,2014	146009	0	146009	155351	12975	13887	207	2	209	13	395	0	395	97	14	136	0	0	0	0	0	54	97	38	135	189
March,2014	145297	0	145297	166935	13773	14747	198	2	200	30	434	0	434	190	12	414	0	0	0	0	0	57	90	37	127	184
April,2014	144957	0	144957	164895	15273	16294	176	7	183	24	447	0	447	152	14	434	0	0	0	0	0	44	102	39	141	185
May,2014	140995	0	140995	159302	11928	12790	140	13	153	13	269	0	269	168	32	651	0	0	0	0	0	56	60	29	89	145
June,2014	141370	0	141370	160834	15765	16758	284	4	288	22	450	0	450	132	33	920	0	0	0	0	0	63	132	28	160	223
