monthid	Shukhi	Apon	Pill_total	Condom	Inj_vial	Inj_siringe	IUD_normal	IUD_partum	IUD_total	IUD_remove	Imp_normal	Imp_Jadel	Imp_total	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Permanent_method
July,2007	70165	0	70165	38690	12924	0	14	0	14	0	0	0	0	0	156	0	0	0	0	0	0	7	119	0	119	126
August,2007	66872	0	66872	42020	8825	0	45	0	45	0	1	0	1	0	215	0	0	0	0	0	0	11	119	0	119	130
September,2007	64482	0	64482	39476	9934	0	146	0	146	0	18	0	18	0	225	0	0	0	0	0	0	5	86	0	86	91
October,2007	61023	0	61023	33699	11977	0	128	0	128	0	3	0	3	0	143	0	0	0	0	0	0	2	99	0	99	101
November,2007	64213	0	64213	41697	11593	0	442	0	442	0	191	0	191	0	141	0	0	0	0	0	0	4	208	0	208	212
December,2007	62051	0	62051	31879	10326	0	236	0	236	0	198	0	198	0	133	0	0	0	0	0	0	2	85	0	85	87
January,2008	69061	0	69061	32898	13484	0	244	0	244	0	262	0	262	0	159	0	0	0	0	0	0	5	125	0	125	130
February,2008	68911	0	68911	28617	12643	0	233	0	233	0	264	0	264	0	137	0	0	0	0	0	0	3	197	0	197	200
March,2008	63650	0	63650	14907	11615	0	240	0	240	0	213	0	213	0	92	0	0	0	0	0	0	12	212	0	212	224
April,2008	67602	0	67602	10280	13778	0	214	0	214	0	232	0	232	0	188	0	0	0	0	0	0	21	136	0	136	157
May,2008	68003	0	68003	28634	12687	0	202	0	202	0	142	0	142	0	191	0	0	0	0	0	0	10	85	0	85	95
June,2008	66179	0	66179	40531	13584	0	168	0	168	0	214	0	214	0	223	0	0	0	0	0	0	7	90	0	90	97
July,2008	66474	0	66474	37592	14928	0	258	0	258	0	222	0	222	0	185	0	0	0	0	0	0	12	166	0	166	178
August,2008	66562	0	66562	38372	13959	0	211	0	211	0	127	0	127	0	147	0	0	0	0	0	0	6	94	0	94	100
September,2008	65571	0	65571	40284	11574	0	122	0	122	0	15	0	15	0	157	0	0	0	0	0	0	0	37	0	37	37
October,2008	67834	0	67834	45297	15460	0	211	0	211	0	107	0	107	0	217	0	0	0	0	0	0	13	144	0	144	157
