monthid	Shukhi	Apon	Pill_total	Condom	Inj_vial	Inj_siringe	IUD_normal	IUD_partum	IUD_total	IUD_remove	Imp_normal	Imp_Jadel	Imp_total	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Permanent_method
July,2007	237101	0	237101	320620	30275	0	228	0	228	0	5	0	5	0	754	0	0	0	0	0	0	53	628	0	628	681
August,2007	228101	0	228101	342516	30456	0	413	0	413	0	7	0	7	0	651	0	0	0	0	0	0	57	653	0	653	710
September,2007	229189	0	229189	327212	30862	0	394	0	394	0	6	0	6	0	633	0	0	0	0	0	0	26	251	0	251	277
October,2007	226929	0	226929	327479	30574	0	447	0	447	0	39	0	39	0	657	0	0	0	0	0	0	38	395	0	395	433
November,2007	233352	0	233352	316634	34370	0	2502	0	2502	0	661	0	661	0	811	0	0	0	0	0	0	105	701	0	701	806
December,2007	230306	0	230306	260036	33013	0	1070	0	1070	0	417	0	417	0	794	0	0	0	0	0	0	64	317	0	317	381
January,2008	230086	0	230086	203337	35298	0	677	0	677	0	244	0	244	0	872	0	0	0	0	0	0	47	379	0	379	426
February,2008	235748	0	235748	202595	37648	0	604	0	604	0	265	0	265	0	771	0	0	0	0	0	0	44	437	0	437	481
March,2008	236662	0	236662	121437	38914	0	724	0	724	0	271	0	271	0	956	0	0	0	0	0	0	82	529	0	529	611
April,2008	237342	0	237342	76884	37599	0	717	0	717	0	186	0	186	0	1074	0	0	0	0	0	0	72	350	0	350	422
May,2008	233704	0	233704	171864	37524	0	612	0	612	0	163	0	163	0	1177	0	0	0	0	0	0	34	242	0	242	276
June,2008	244920	0	244920	206370	38744	0	719	0	719	0	346	0	346	0	1229	0	0	0	0	0	0	43	383	0	383	426
July,2008	242716	0	242716	226862	40598	0	770	0	770	0	281	0	281	0	1096	0	0	0	0	0	0	76	617	0	617	693
August,2008	233936	0	233936	267202	39946	0	785	0	785	0	262	0	262	0	985	0	0	0	0	0	0	65	521	0	521	586
September,2008	237189	0	237189	273852	37350	0	474	0	474	0	44	0	44	0	910	0	0	0	0	0	0	12	116	0	116	128
October,2008	236238	0	236238	301805	41170	0	678	0	678	0	221	0	221	0	1214	0	0	0	0	0	0	91	517	0	517	608
November,2008	244145	0	244145	340119	44942	0	2600	0	2600	0	448	0	448	0	2586	0	0	0	0	0	0	95	607	0	607	702
December,2008	229797	0	229797	295773	39434	0	459	0	459	0	81	0	81	0	6423	0	0	0	0	0	0	20	185	0	185	205
January,2009	236299	0	236299	295729	44116	0	712	0	712	0	235	0	235	0	4415	0	0	0	0	0	0	63	433	0	433	496
February,2009	229818	0	229818	301535	43183	0	736	0	736	0	217	0	217	0	1129	0	0	0	0	0	0	48	416	0	416	464
March,2009	231404	0	231404	336622	43131	0	828	0	828	0	323	0	323	0	1398	0	0	0	0	0	0	60	409	0	409	469
April,2009	230182	0	230182	358905	46290	0	1967	0	1967	0	394	0	394	0	331	0	0	0	0	0	0	114	454	0	454	568
May,2009	224327	0	224327	345166	44400	0	708	0	708	0	54	0	54	0	240	0	0	0	0	0	0	61	257	0	257	318
June,2009	224007	0	224007	364625	44321	0	786	0	786	0	59	0	59	0	241	0	0	0	0	0	0	64	488	0	488	552
July,2009	230167	0	230167	387347	46616	0	866	0	866	0	26	0	26	0	160	0	0	0	0	0	0	208	863	0	863	1071
August,2009	227483	0	227483	406865	88542	0	699	0	699	0	22	0	22	0	183	0	0	0	0	0	0	117	473	0	473	590
September,2009	229495	0	229495	444503	41546	0	570	0	570	0	41	0	41	0	22	0	0	0	0	0	0	61	283	0	283	344
October,2009	232290	0	232290	427879	46813	0	820	0	820	0	135	0	135	0	22	0	0	0	0	0	0	169	845	0	845	1014
November,2009	233993	0	233993	430040	40682	0	794	0	794	0	33	0	33	0	0	0	0	0	0	0	0	147	350	0	350	497
December,2009	235385	0	235385	427159	40396	0	840	0	840	0	24	0	24	0	0	0	0	0	0	0	0	163	392	0	392	555
January,2010	242777	0	242777	445050	48306	0	837	0	837	0	342	0	342	0	0	0	0	0	0	0	0	376	418	0	418	794
February,2010	238023	0	238023	448135	46423	0	800	0	800	0	351	0	351	0	8	0	0	0	0	0	0	342	523	0	523	865
March,2010	245505	0	245505	486171	46667	0	696	0	696	0	560	0	560	0	56	0	0	0	0	0	0	282	453	0	453	735
April,2010	250268	0	250268	494945	49485	0	498	0	498	0	593	0	593	0	247	0	0	0	0	0	0	164	321	0	321	485
May,2010	258763	0	258763	525626	49675	0	410	0	410	0	522	0	522	0	397	0	0	0	0	0	0	112	274	0	274	386
June,2010	266638	0	266638	517342	48644	0	250	0	250	0	742	0	742	0	386	0	0	0	0	0	0	149	435	0	435	584
July,2010	268943	0	268943	533048	50199	0	505	0	505	0	524	0	524	0	401	0	0	0	0	0	0	191	674	0	674	865
August,2010	272112	0	272112	539715	50559	0	624	0	624	0	156	0	156	0	321	0	0	0	0	0	0	124	251	0	251	375
September,2010	273911	0	273911	539196	48778	0	680	0	680	0	240	0	240	0	318	0	0	0	0	0	0	102	392	0	392	494
October,2010	278012	0	278012	548435	53997	0	1044	0	1044	0	749	0	749	0	375	0	0	0	0	0	0	174	604	0	604	778
November,2010	280341	0	280341	583922	52514	0	1698	0	1698	0	1086	0	1086	0	389	0	0	0	0	0	0	192	442	0	442	634
December,2010	273179	0	273179	525094	49476	0	1374	0	1374	0	1011	0	1011	0	343	0	0	0	0	0	0	117	408	0	408	525
January,2011	271591	0	271591	515805	51677	0	686	0	686	0	868	0	868	0	320	0	0	0	0	0	0	89	330	0	330	419
February,2011	260984	0	260984	492174	49237	0	660	0	660	0	732	0	732	0	248	0	0	0	0	0	0	84	377	0	377	461
March,2011	269766	0	269766	500684	48639	0	857	0	857	0	717	0	717	0	234	0	0	0	0	0	0	110	426	0	426	536
April,2011	245770	0	245770	397074	44664	0	1820	0	1820	0	746	0	746	0	233	0	0	0	0	0	0	266	495	0	495	761
May,2011	267642	0	267642	514963	48523	0	914	0	914	0	452	0	452	0	162	0	0	0	0	0	0	214	365	0	365	579
June,2011	266630	0	266630	534778	47348	0	885	0	885	0	391	0	391	0	186	0	0	0	0	0	0	153	453	0	453	606
July,2011	264984	0	264984	521370	50805	0	832	0	832	0	572	0	572	0	238	0	0	0	0	0	0	374	783	0	783	1157
August,2011	262429	0	262429	524872	44575	0	486	0	486	0	138	0	138	0	176	0	0	0	0	0	0	276	165	0	165	441
September,2011	268549	0	268549	531675	48194	0	698	0	698	0	515	0	515	0	121	0	0	0	0	0	0	311	701	0	701	1012
October,2011	270526	0	270526	540686	50429	0	1104	0	1104	0	616	0	616	0	139	0	0	0	0	0	0	361	661	0	661	1022
November,2011	267338	0	267338	536973	47598	0	741	0	741	0	352	0	352	0	216	0	0	0	0	0	0	179	425	0	425	604
December,2011	263017	0	263017	540099	48531	0	738	0	738	0	415	0	415	0	100	0	0	0	0	0	0	233	378	0	378	611
