monthid	Shukhi	Apon	Pill_total	Condom	Inj_vial	Inj_siringe	IUD_normal	IUD_partum	IUD_total	IUD_remove	Imp_normal	Imp_Jadel	Imp_total	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Permanent_method
July,2007	99586	0	99586	83119	14401	0	50	0	50	0	8	0	8	0	920	0	0	0	0	0	0	111	159	0	159	270
August,2007	84748	0	84748	84568	13017	0	114	0	114	0	7	0	7	0	1272	0	0	0	0	0	0	81	127	0	127	208
September,2007	107157	0	107157	83111	13402	0	301	0	301	0	0	0	0	0	1208	0	0	0	0	0	0	64	108	0	108	172
October,2007	106029	0	106029	82470	14742	0	323	0	323	0	0	0	0	0	269	0	0	0	0	0	0	51	59	0	59	110
November,2007	115817	0	115817	93453	16591	0	480	0	480	0	111	0	111	0	215	0	0	0	0	0	0	106	76	0	76	182
December,2007	114827	0	114827	77126	15153	0	386	0	386	0	37	0	37	0	200	0	0	0	0	0	0	35	44	0	44	79
January,2008	120518	0	120518	61158	12522	0	473	0	473	0	93	0	93	0	204	0	0	0	0	0	0	46	58	0	58	104
February,2008	115043	0	115043	59830	16656	0	471	0	471	0	93	0	93	0	422	0	0	0	0	0	0	71	76	0	76	147
March,2008	116081	0	116081	51378	18008	0	520	0	520	0	97	0	97	0	404	0	0	0	0	0	0	182	103	0	103	285
April,2008	120940	0	120940	31643	17568	0	529	0	529	0	75	0	75	0	484	0	0	0	0	0	0	141	83	0	83	224
May,2008	114526	0	114526	51043	17880	0	536	0	536	0	47	0	47	0	416	0	0	0	0	0	0	125	43	0	43	168
June,2008	113601	0	113601	70082	18677	0	469	0	469	0	62	0	62	0	321	0	0	0	0	0	0	147	60	0	60	207
July,2008	123060	0	123060	68400	19733	0	594	0	594	0	117	0	117	0	362	0	0	0	0	0	0	149	121	0	121	270
August,2008	126224	0	126224	67388	20500	0	560	0	560	0	121	0	121	0	362	0	0	0	0	0	0	126	101	0	101	227
September,2008	119415	0	119415	73034	17541	0	421	0	421	0	85	0	85	0	347	0	0	0	0	0	0	136	66	0	66	202
October,2008	120957	0	120957	79238	21724	0	544	0	544	0	200	0	200	0	468	0	0	0	0	0	0	135	141	0	141	276
November,2008	122764	0	122764	92678	22952	0	1147	0	1147	0	475	0	475	0	523	0	0	0	0	0	0	267	236	0	236	503
December,2008	110318	0	110318	72854	17898	0	492	0	492	0	99	0	99	0	968	0	0	0	0	0	0	69	36	0	36	105
January,2009	114247	0	114247	88145	21304	0	505	0	505	0	161	0	161	0	1418	0	0	0	0	0	0	100	68	0	68	168
February,2009	119467	0	119467	82479	20827	0	432	0	432	0	125	0	125	0	1088	0	0	0	0	0	0	121	101	0	101	222
March,2009	122872	0	122872	87911	21609	0	522	0	522	0	151	0	151	0	2045	0	0	0	0	0	0	169	132	0	132	301
April,2009	120217	0	120217	89398	23189	0	962	0	962	0	67	0	67	0	1616	0	0	0	0	0	0	330	167	0	167	497
May,2009	116614	0	116614	64818	21045	0	590	0	590	0	24	0	24	0	282	0	0	0	0	0	0	136	66	0	66	202
June,2009	119776	0	119776	90778	21999	0	539	0	539	0	18	0	18	0	273	0	0	0	0	0	0	190	64	0	64	254
July,2009	123448	0	123448	95107	22398	0	743	0	743	0	27	0	27	0	991	0	0	0	0	0	0	381	164	0	164	545
August,2009	122647	0	122647	99298	25011	0	605	0	605	0	98	0	98	0	59	0	0	0	0	0	0	362	116	0	116	478
September,2009	116425	0	116425	95401	19748	0	357	0	357	0	14	0	14	0	307	0	0	0	0	0	0	226	59	0	59	285
October,2009	127926	0	127926	112115	19685	0	742	0	742	0	244	0	244	0	17	0	0	0	0	0	0	309	180	0	180	489
November,2009	131815	0	131815	110548	13891	0	627	0	627	0	153	0	153	0	25	0	0	0	0	0	0	297	94	0	94	391
December,2009	125620	0	125620	114001	18112	0	622	0	622	0	20	0	20	0	3	0	0	0	0	0	0	163	74	0	74	237
January,2010	125755	0	125755	118502	19492	0	494	0	494	0	22	0	22	0	0	0	0	0	0	0	0	266	91	0	91	357
February,2010	126602	0	126602	115637	19826	0	457	0	457	0	60	0	60	0	49	0	0	0	0	0	0	143	105	0	105	248
March,2010	124361	0	124361	120594	22686	0	482	0	482	0	283	0	283	0	27	0	0	0	0	0	0	153	129	0	129	282
April,2010	126231	0	126231	118782	22935	0	338	0	338	0	303	0	303	0	68	0	0	0	0	0	0	160	108	0	108	268
May,2010	126516	0	126516	122900	22592	0	268	0	268	0	227	0	227	0	132	0	0	0	0	0	0	130	92	0	92	222
June,2010	130472	0	130472	121477	22221	0	191	0	191	0	283	0	283	0	161	0	0	0	0	0	0	133	100	0	100	233
July,2010	129532	0	129532	124149	20912	0	338	0	338	0	255	0	255	0	143	0	0	0	0	0	0	236	158	0	158	394
August,2010	130263	0	130263	124970	21030	0	423	0	423	0	130	0	130	0	105	0	0	0	0	0	0	251	103	0	103	354
September,2010	118798	0	118798	125803	21338	0	426	0	426	0	198	0	198	0	116	0	0	0	0	0	0	172	124	0	124	296
October,2010	130555	0	130555	132357	23483	0	623	0	623	0	457	0	457	0	91	0	0	0	0	0	0	220	157	0	157	377
November,2010	128895	0	128895	139649	23022	0	907	0	907	0	606	0	606	0	92	0	0	0	0	0	0	272	213	0	213	485
December,2010	127609	0	127609	126725	23075	0	744	0	744	0	586	0	586	0	115	0	0	0	0	0	0	201	150	0	150	351
January,2011	122945	0	122945	120535	24415	0	563	0	563	0	438	0	438	0	93	0	0	0	0	0	0	195	86	0	86	281
February,2011	125035	0	125035	124998	21995	0	481	0	481	0	318	0	318	0	281	0	0	0	0	0	0	133	130	0	130	263
March,2011	127319	0	127319	121524	23222	0	584	0	584	0	362	0	362	0	117	0	0	0	0	0	0	98	110	0	110	208
April,2011	126890	0	126890	131685	24540	0	946	0	946	0	702	0	702	0	76	0	0	0	0	0	0	249	234	0	234	483
May,2011	125570	0	125570	125396	22831	0	573	0	573	0	323	0	323	0	77	0	0	0	0	0	0	254	117	0	117	371
June,2011	122757	0	122757	120786	21919	0	475	0	475	0	195	0	195	0	101	0	0	0	0	0	0	218	129	0	129	347
July,2011	125733	0	125733	127132	25448	0	561	0	561	0	336	0	336	0	89	0	0	0	0	0	0	375	218	0	218	593
August,2011	123777	0	123777	122876	21216	0	305	0	305	0	77	0	77	0	88	0	0	0	0	0	0	256	151	0	151	407
September,2011	125975	0	125975	124504	23367	0	361	0	361	0	229	0	229	0	65	0	0	0	0	0	0	266	175	0	175	441
October,2011	126698	0	126698	129768	25269	0	636	0	636	0	445	0	445	0	59	0	0	0	0	0	0	332	239	0	239	571
