monthid	Shukhi	Apon	Pill_total	Condom	Inj_vial	Inj_siringe	IUD_normal	IUD_partum	IUD_total	IUD_remove	Imp_normal	Imp_Jadel	Imp_total	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Permanent_method
May,2007	12	0	12	23	232	0	22	0	22	0	22	0	22	0	22	0	0	0	0	0	0	22	22	0	22	44
July,2007	31671	0	31671	40771	1557	0	29	0	29	0	21	0	21	0	295	0	0	0	0	0	0	9	16	0	16	25
August,2007	31837	0	31837	40078	1739	0	25	0	25	0	2	0	2	0	312	0	0	0	0	0	0	14	21	0	21	35
September,2007	28697	0	28697	39916	1840	0	42	0	42	0	6	0	6	0	349	0	0	0	0	0	0	4	13	0	13	17
October,2007	30829	0	30829	40745	1354	0	50	0	50	0	2	0	2	0	274	0	0	0	0	0	0	4	20	0	20	24
November,2007	31547	0	31547	42071	2177	0	236	0	236	0	54	0	54	0	264	0	0	0	0	0	0	6	67	0	67	73
December,2007	31468	0	31468	34010	1952	0	87	0	87	0	48	0	48	0	232	0	0	0	0	0	0	12	13	0	13	25
January,2008	30729	0	30729	25165	2036	0	51	0	51	0	26	0	26	0	318	0	0	0	0	0	0	0	15	0	15	15
February,2008	35768	0	35768	18143	2309	0	46	0	46	0	46	0	46	0	253	0	0	0	0	0	0	6	40	0	40	46
March,2008	34329	0	34329	21804	2486	0	55	0	55	0	40	0	40	0	295	0	0	0	0	0	0	3	11	0	11	14
April,2008	34424	0	34424	13967	2276	0	56	0	56	0	38	0	38	0	275	0	0	0	0	0	0	1	22	0	22	23
May,2008	34070	0	34070	21789	2561	0	44	0	44	0	20	0	20	0	491	0	0	0	0	0	0	0	9	0	9	9
June,2008	34247	0	34247	24144	2481	0	60	0	60	0	40	0	40	0	327	0	0	0	0	0	0	4	8	0	8	12
July,2008	34025	0	34025	24367	2560	0	63	0	63	0	63	0	63	0	356	0	0	0	0	0	0	2	23	0	23	25
August,2008	31363	0	31363	26024	2470	0	87	0	87	0	96	0	96	0	354	0	0	0	0	0	0	11	30	0	30	41
September,2008	31601	0	31601	29207	2180	0	64	0	64	0	97	0	97	0	340	0	0	0	0	0	0	4	40	0	40	44
October,2008	31935	0	31935	30169	2571	0	67	0	67	0	116	0	116	0	330	0	0	0	0	0	0	11	28	0	28	39
November,2008	29309	0	29309	35389	2727	0	197	0	197	0	146	0	146	0	1274	0	0	0	0	0	0	15	55	0	55	70
December,2008	30781	0	30781	32278	2142	0	48	0	48	0	53	0	53	0	3409	0	0	0	0	0	0	4	11	0	11	15
January,2009	32002	0	32002	37040	2755	0	61	0	61	0	96	0	96	0	14345	0	0	0	0	0	0	5	21	0	21	26
February,2009	32957	0	32957	33364	2624	0	73	0	73	0	56	0	56	0	327	0	0	0	0	0	0	7	30	0	30	37
March,2009	31561	0	31561	34117	2439	0	63	0	63	0	22	0	22	0	77	0	0	0	0	0	0	15	31	0	31	46
April,2009	34253	0	34253	37729	3045	0	171	0	171	0	54	0	54	0	0	0	0	0	0	0	0	11	41	0	41	52
May,2009	28975	0	28975	36541	2614	0	54	0	54	0	37	0	37	0	0	0	0	0	0	0	0	5	18	0	18	23
June,2009	29980	0	29980	35506	2468	0	44	0	44	0	8	0	8	0	0	0	0	0	0	0	0	16	14	0	14	30
July,2009	31024	0	31024	40414	2892	0	46	0	46	0	21	0	21	0	0	0	0	0	0	0	0	19	31	0	31	50
August,2009	28380	0	28380	42495	3029	0	102	0	102	0	26	0	26	0	0	0	0	0	0	0	0	47	32	0	32	79
September,2009	31484	0	31484	39760	2239	0	69	0	69	0	28	0	28	0	0	0	0	0	0	0	0	42	45	0	45	87
October,2009	33645	0	33645	40422	3290	0	72	0	72	0	0	0	0	0	0	0	0	0	0	0	0	25	36	0	36	61
November,2009	35550	0	35550	42661	2749	0	58	0	58	0	84	0	84	0	0	0	0	0	0	0	0	35	25	0	25	60
December,2009	34282	0	34282	44126	2572	0	84	0	84	0	97	0	97	0	0	0	0	0	0	0	0	14	24	0	24	38
January,2010	34480	0	34480	47475	3145	0	68	0	68	0	163	0	163	0	0	0	0	0	0	0	0	17	24	0	24	41
February,2010	35204	0	35204	43880	2675	0	61	0	61	0	196	0	196	0	0	0	0	0	0	0	0	14	22	0	22	36
March,2010	36248	0	36248	47636	2563	0	58	0	58	0	176	0	176	0	0	0	0	0	0	0	0	20	42	0	42	62
April,2010	36334	0	36334	49408	2992	0	55	0	55	0	189	0	189	0	0	0	0	0	0	0	0	20	17	0	17	37
May,2010	34234	0	34234	47123	3086	0	63	0	63	0	137	0	137	0	23	0	0	0	0	0	0	27	12	0	12	39
June,2010	35644	0	35644	48865	2796	0	33	0	33	0	120	0	120	0	69	0	0	0	0	0	0	24	6	0	6	30
July,2010	37227	0	37227	50012	2802	0	29	0	29	0	67	0	67	0	60	0	0	0	0	0	0	28	14	0	14	42
August,2010	37355	0	37355	50484	2936	0	51	0	51	0	123	0	123	0	93	0	0	0	0	0	0	21	23	0	23	44
September,2010	35815	0	35815	49699	2718	0	58	0	58	0	70	0	70	0	66	0	0	0	0	0	0	25	15	0	15	40
October,2010	35133	0	35133	48667	3221	0	77	0	77	0	100	0	100	0	84	0	0	0	0	0	0	46	38	0	38	84
November,2010	37392	0	37392	50420	3357	0	115	0	115	0	104	0	104	0	106	0	0	0	0	0	0	32	14	0	14	46
December,2010	37701	0	37701	49138	3033	0	138	0	138	0	107	0	107	0	57	0	0	0	0	0	0	35	14	0	14	49
January,2011	35222	0	35222	47448	4961	0	49	0	49	0	97	0	97	0	101	0	0	0	0	0	0	22	10	0	10	32
February,2011	36888	0	36888	49631	3256	0	41	0	41	0	58	0	58	0	83	0	0	0	0	0	0	23	7	0	7	30
March,2011	36114	0	36114	54178	3135	0	75	0	75	0	190	0	190	0	48	0	0	0	0	0	0	33	15	0	15	48
April,2011	38545	0	38545	60614	3474	0	160	0	160	0	159	0	159	0	33	0	0	0	0	0	0	108	13	0	13	121
May,2011	36657	0	36657	45198	3183	0	50	0	50	0	92	0	92	0	42	0	0	0	0	0	0	100	22	0	22	122
June,2011	36742	0	36742	51151	3004	0	50	0	50	0	72	0	72	0	63	0	0	0	0	0	0	21	12	0	12	33
July,2011	32778	0	32778	47888	3416	0	45	0	45	0	50	0	50	0	52	0	0	0	0	0	0	43	12	0	12	55
August,2011	35768	0	35768	52277	3142	0	58	0	58	0	36	0	36	0	19	0	0	0	0	0	0	50	15	0	15	65
September,2011	36006	0	36006	49846	3234	0	39	0	39	0	86	0	86	0	6	0	0	0	0	0	0	59	24	0	24	83
October,2011	37363	0	37363	53586	3901	0	86	0	86	0	146	0	146	0	8	0	0	0	0	0	0	67	15	0	15	82
November,2011	38057	0	38057	51255	3458	0	53	0	53	0	121	0	121	0	7	0	0	0	0	0	0	64	22	0	22	86
December,2011	36087	0	36087	55302	3232	0	49	0	49	0	31	0	31	0	13	0	0	0	0	0	0	15	5	0	5	20
January,2012	39283	0	39283	54873	3615	0	78	0	78	0	116	0	116	0	16	0	0	0	0	0	0	41	17	0	17	58
February,2012	35462	0	35462	52448	3420	0	92	0	92	0	156	0	156	0	21	0	0	0	0	0	0	56	12	0	12	68
March,2012	37653	0	37653	57891	3830	0	159	0	159	0	144	0	144	0	15	0	0	0	0	0	0	72	35	0	35	107
April,2012	37114	0	37114	53353	3565	0	34	0	34	0	51	0	51	0	16	0	0	0	0	0	0	44	7	0	7	51
May,2012	36653	0	36653	58505	3650	0	79	0	79	0	106	0	106	0	25	0	0	0	0	0	0	43	20	0	20	63
June,2012	37775	0	37775	53526	3302	0	70	0	70	0	103	0	103	0	9	0	0	0	0	0	0	21	9	0	9	30
July,2012	36931	0	36931	52222	3675	0	63	0	63	0	74	0	74	0	9	0	0	0	0	0	0	32	22	0	22	54
August,2012	37215	0	37215	53094	3242	0	73	0	73	0	64	0	64	0	22	0	0	0	0	0	0	37	16	0	16	53
September,2012	36019	0	36019	54884	3615	0	198	0	198	0	140	0	140	0	27	0	0	0	0	0	0	75	22	0	22	97
October,2012	35651	0	35651	54476	3830	0	88	0	88	0	71	0	71	0	15	0	0	0	0	0	0	93	13	0	13	106
November,2012	36359	0	36359	57673	3350	0	51	0	51	0	84	0	84	0	19	0	0	0	0	0	0	90	19	0	19	109
December,2012	36827	0	36827	52012	3751	0	87	0	87	0	140	0	140	0	8	0	0	0	0	0	0	72	18	0	18	90
January,2013	36050	0	36050	56593	3883	4021	90	0	90	32	188	0	188	142	15	0	0	0	0	0	0	67	8	0	8	75
February,2013	37484	0	37484	57790	3433	3596	71	0	71	13	107	0	107	57	13	0	0	0	0	0	0	43	8	0	8	51
March,2013	36605	0	36605	50350	3476	3587	76	0	76	11	90	0	90	23	15	0	0	0	0	0	0	24	8	0	8	32
April,2013	38129	0	38129	50827	3881	3993	89	1	90	14	117	0	117	41	29	0	0	0	0	0	0	43	10	0	10	53
May,2013	41363	0	41363	65054	3592	3780	177	0	177	14	204	0	204	40	27	0	0	0	0	0	0	67	25	0	25	92
June,2013	40932	0	40932	56633	3584	3705	51	0	51	16	122	0	122	134	27	0	0	0	0	0	0	20	8	0	8	28
July,2013	39642	0	39642	55745	4068	4381	64	0	64	32	163	0	163	76	15	0	0	0	0	0	0	28	15	0	15	43
August,2013	38765	0	38765	58347	3431	3613	60	0	60	21	132	0	132	32	27	0	0	0	0	0	0	27	6	0	6	33
September,2013	42318	0	42318	60481	3943	4077	55	0	55	25	163	0	163	31	30	0	0	0	0	0	0	54	21	0	21	75
October,2013	40755	0	40755	64101	4076	4234	134	0	134	25	209	0	209	77	33	0	0	0	0	0	0	43	22	0	22	65
November,2013	41788	0	41788	56728	3612	3802	46	4	50	13	109	0	109	27	0	0	0	0	0	0	0	24	15	0	15	39
December,2013	39056	0	39056	54693	3707	3889	40	0	40	17	137	0	137	64	24	0	0	0	0	0	0	19	11	0	11	30
January,2014	41517	0	41517	59374	3993	4172	70	0	70	16	263	0	263	82	28	0	0	0	0	0	0	21	5	0	5	26
February,2014	40421	0	40421	52713	3756	3910	68	0	68	26	256	0	256	62	22	0	0	0	0	0	0	23	4	0	4	27
March,2014	39291	0	39291	59077	3792	3903	73	1	74	15	182	0	182	4	35	0	0	0	0	0	0	20	5	9	14	34
April,2014	40186	0	40186	59452	4299	4484	71	1	72	14	207	0	207	36	16	0	0	0	0	0	0	18	21	0	21	39
May,2014	39152	0	39152	57507	3772	3902	54	0	54	12	133	0	133	26	7	0	0	0	0	0	0	22	10	0	10	32
June,2014	38871	0	38871	62819	4042	4151	137	0	137	16	250	0	250	27	4	0	0	0	0	0	0	20	16	0	16	36
July,2014	39117	0	39117	55137	3620	3867	58	0	58	13	119	0	119	27	6	0	0	0	0	0	0	11	14	0	14	25
August,2014	39234	0	39234	56880	3735	3894	62	0	62	21	186	0	186	41	8	0	0	0	0	0	0	31	15	0	15	46
September,2014	38346	0	38346	60028	3757	3900	156	1	157	13	269	0	269	26	32	5	0	0	0	0	0	34	17	1	18	52
October,2014	40064	0	40064	58646	3702	3862	110	0	110	26	128	0	128	18	43	0	0	0	0	0	0	29	10	0	10	39
November,2014	40564	0	40564	61204	4020	4190	184	0	184	22	304	0	304	50	0	0	0	0	0	0	0	30	17	0	17	47
December,2014	39226	0	39226	58332	3759	3926	72	0	72	17	200	0	200	45	0	0	0	0	0	0	0	25	12	0	12	37
January,2015	38593	0	38593	63538	3799	3923	91	0	91	9	164	0	164	36	0	0	0	0	0	0	0	11	5	0	5	16
February,2015	38307	0	38307	61147	3806	3940	135	2	137	14	328	0	328	35	0	0	0	0	0	0	0	27	10	0	10	37
March,2015	39311	0	39311	58701	3894	4065	109	1	110	17	209	0	209	57	0	0	0	0	0	0	0	41	25	0	25	66
April,2015	37962	0	37962	61580	3800	3955	111	0	111	24	129	0	129	36	0	0	0	0	0	0	0	27	16	1	17	44
May,2015	39180	0	39180	70640	3958	4115	175	0	175	23	182	0	182	30	0	0	0	0	0	0	0	34	11	0	11	45
June,2015	39357	0	39357	58198	3576	3747	62	0	62	23	70	0	70	31	0	0	0	0	0	0	0	30	13	0	13	43
July,2015	37049	0	37049	59151	3460	3610	70	0	70	16	119	0	119	23	0	0	0	0	0	0	0	59	9	0	9	68
August,2015	38980	0	38980	60731	3984	4147	94	0	94	43	177	0	177	27	0	0	0	0	0	0	0	60	6	0	6	66
