monthid	Shukhi	Apon	Pill_total	Condom	Inj_vial	Inj_siringe	IUD_normal	IUD_partum	IUD_total	IUD_remove	Imp_normal	Imp_Jadel	Imp_total	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Permanent_method
July,2007	74934	0	74934	35320	8548	0	18	0	18	0	0	0	0	0	488	0	0	0	0	0	0	30	16	0	16	46
August,2007	63019	0	63019	29855	6067	0	53	0	53	0	0	0	0	0	450	0	0	0	0	0	0	51	21	0	21	72
September,2007	76727	0	76727	30192	6455	0	64	0	64	0	181	0	181	0	376	0	0	0	0	0	0	114	41	0	41	155
October,2007	84031	0	84031	30648	8275	0	78	0	78	0	34	0	34	0	244	0	0	0	0	0	0	93	52	0	52	145
November,2007	75251	0	75251	42330	7462	0	438	0	438	0	445	0	445	0	295	0	0	0	0	0	0	168	55	0	55	223
December,2007	85292	0	85292	31094	6669	0	231	0	231	0	274	0	274	0	265	0	0	0	0	0	0	180	25	0	25	205
January,2008	84797	0	84797	21736	9049	0	202	0	202	0	314	0	314	0	301	0	0	0	0	0	0	50	24	0	24	74
February,2008	83988	0	83988	18704	7905	0	253	0	253	0	277	0	277	0	260	0	0	0	0	0	0	88	35	0	35	123
March,2008	81215	0	81215	12947	7415	0	236	0	236	0	259	0	259	0	268	0	0	0	0	0	0	169	75	0	75	244
April,2008	85534	0	85534	11172	9064	0	188	0	188	0	303	0	303	0	264	0	0	0	0	0	0	177	82	0	82	259
May,2008	70934	0	70934	30143	7561	0	202	0	202	0	178	0	178	0	323	0	0	0	0	0	0	73	33	0	33	106
June,2008	69005	0	69005	25404	7188	0	199	0	199	0	436	0	436	0	404	0	0	0	0	0	0	42	27	0	27	69
July,2008	82477	0	82477	21363	9379	0	226	0	226	0	176	0	176	0	452	0	0	0	0	0	0	33	42	0	42	75
August,2008	83128	0	83128	20739	8019	0	190	0	190	0	118	0	118	0	367	0	0	0	0	0	0	50	21	0	21	71
September,2008	81799	0	81799	25305	7144	0	129	0	129	0	46	0	46	0	311	0	0	0	0	0	0	58	11	0	11	69
October,2008	86980	0	86980	27462	9371	0	185	0	185	0	119	0	119	0	334	0	0	0	0	0	0	94	83	0	83	177
November,2008	86584	0	86584	33234	8842	0	605	0	605	0	59	0	59	0	798	0	0	0	0	0	0	97	57	0	57	154
December,2008	85858	0	85858	27241	7144	0	175	0	175	0	7	0	7	0	1986	0	0	0	0	0	0	28	20	0	20	48
January,2009	91613	0	91613	32655	9315	0	214	0	214	0	10	0	10	0	1751	0	0	0	0	0	0	55	22	0	22	77
February,2009	90305	0	90305	32153	9237	0	256	0	256	0	0	0	0	0	870	0	0	0	0	0	0	80	32	0	32	112
March,2009	87038	0	87038	26189	8188	0	270	0	270	0	64	0	64	0	469	0	0	0	0	0	0	318	126	0	126	444
April,2009	84695	0	84695	36491	9782	0	493	0	493	0	36	0	36	0	254	0	0	0	0	0	0	530	138	0	138	668
May,2009	84825	0	84825	38651	8531	0	287	0	287	0	35	0	35	0	729	0	0	0	0	0	0	174	26	0	26	200
