monthid	Shukhi	Apon	Pill_total	Condom	Inj_vial	Inj_siringe	IUD_normal	IUD_partum	IUD_total	IUD_remove	Imp_normal	Imp_Jadel	Imp_total	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Permanent_method
May,2007	51826	0	51826	39184	6389	0	33	0	33	0	1	0	1	0	118	0	0	0	0	0	0	36	30	0	30	66
July,2007	50994	0	50994	40429	12758	0	11	0	11	0	0	0	0	0	228	0	0	0	0	0	0	53	79	0	79	132
August,2007	49296	0	49296	39672	7651	0	77	0	77	0	0	0	0	0	213	0	0	0	0	0	0	55	85	0	85	140
September,2007	48330	0	48330	41367	9311	0	182	0	182	0	0	0	0	0	266	0	0	0	0	0	0	53	60	0	60	113
October,2007	47323	0	47323	43514	12291	0	248	0	248	0	8	0	8	0	225	0	0	0	0	0	0	44	71	0	71	115
November,2007	50137	0	50137	43490	10647	0	895	0	895	0	291	0	291	0	231	0	0	0	0	0	0	72	126	0	126	198
December,2007	46803	0	46803	46800	11038	0	335	0	335	0	93	0	93	0	194	0	0	0	0	0	0	55	72	0	72	127
January,2008	56518	0	56518	36313	15057	0	266	0	266	0	122	0	122	0	373	0	0	0	0	0	0	34	67	0	67	101
February,2008	44856	0	44856	27167	11572	0	266	0	266	0	111	0	111	0	256	0	0	0	0	0	0	57	77	0	77	134
March,2008	51763	0	51763	24053	12817	0	305	0	305	0	69	0	69	0	296	0	0	0	0	0	0	64	83	0	83	147
April,2008	49692	0	49692	15212	14730	0	261	0	261	0	73	0	73	0	239	0	0	0	0	0	0	74	68	0	68	142
May,2008	49083	0	49083	8939	13166	0	247	0	247	0	48	0	48	0	313	0	0	0	0	0	0	53	55	0	55	108
June,2008	47723	0	47723	26609	13072	0	284	0	284	0	60	0	60	0	319	0	0	0	0	0	0	67	74	0	74	141
July,2008	50450	0	50450	33338	15561	0	291	0	291	0	70	0	70	0	390	0	0	0	0	0	0	84	95	0	95	179
August,2008	49204	0	49204	34910	14579	0	279	0	279	0	59	0	59	0	609	0	0	0	0	0	0	56	64	0	64	120
September,2008	50098	0	50098	41158	12092	0	155	0	155	0	9	0	9	0	498	0	0	0	0	0	0	2	34	0	34	36
October,2008	48235	0	48235	42857	16070	0	256	0	256	0	80	0	80	0	707	0	0	0	0	0	0	52	56	0	56	108
November,2008	52573	0	52573	48961	16595	0	1037	0	1037	0	37	0	37	0	953	0	0	0	0	0	0	104	138	0	138	242
December,2008	48256	0	48256	42954	18281	0	227	0	227	0	17	0	17	0	2821	0	0	0	0	0	0	9	33	0	33	42
January,2009	53387	0	53387	41112	15916	0	339	0	339	0	26	0	26	0	4931	0	0	0	0	0	0	42	77	0	77	119
February,2009	49204	0	49204	41677	16600	0	331	0	331	0	30	0	30	0	677	0	0	0	0	0	0	34	67	0	67	101
March,2009	48968	0	48968	45776	16478	0	331	0	331	0	38	0	38	0	463	0	0	0	0	0	0	55	76	0	76	131
April,2009	49448	0	49448	46954	17933	0	815	0	815	0	30	0	30	0	356	0	0	0	0	0	0	97	120	0	120	217
May,2009	46678	0	46678	44519	16877	0	317	0	317	0	13	0	13	0	0	0	0	0	0	0	0	43	54	0	54	97
June,2009	47429	0	47429	38037	17224	0	325	0	325	0	31	0	31	0	0	0	0	0	0	0	0	73	95	0	95	168
July,2009	46604	0	46604	43870	19155	0	373	0	373	0	33	0	33	0	0	0	0	0	0	0	0	123	144	0	144	267
August,2009	49618	0	49618	50357	20228	0	274	0	274	0	19	0	19	0	0	0	0	0	0	0	0	113	132	0	132	245
September,2009	48532	0	48532	61268	15932	0	214	0	214	0	6	0	6	0	0	0	0	0	0	0	0	46	89	0	89	135
October,2009	51573	0	51573	56291	18037	0	429	0	429	0	29	0	29	0	0	0	0	0	0	0	0	116	151	0	151	267
November,2009	51514	0	51514	52592	10682	0	371	0	371	0	34	0	34	0	0	0	0	0	0	0	0	109	120	0	120	229
December,2009	51583	0	51583	49236	11219	0	398	0	398	0	20	0	20	0	0	0	0	0	0	0	0	94	148	0	148	242
January,2010	53355	0	53355	60728	13691	0	361	0	361	0	52	0	52	0	0	0	0	0	0	0	0	80	79	0	79	159
February,2010	84100	0	84100	48862	16433	0	230	0	230	0	91	0	91	0	0	0	0	0	0	0	0	90	108	0	108	198
March,2010	52681	0	52681	48700	15887	0	145	0	145	0	154	0	154	0	0	0	0	0	0	0	0	94	115	0	115	209
April,2010	50401	0	50401	49549	20010	0	41	0	41	0	103	0	103	0	55	0	0	0	0	0	0	73	75	0	75	148
May,2010	132931	0	132931	48918	21149	0	26	0	26	0	117	0	117	0	95	0	0	0	0	0	0	69	128	0	128	197
June,2010	53547	0	53547	48204	17113	0	11	0	11	0	102	0	102	0	151	0	0	0	0	0	0	85	74	0	74	159
July,2010	53549	0	53549	50010	13950	0	15	0	15	0	86	0	86	0	90	0	0	0	0	0	0	73	122	0	122	195
August,2010	54808	0	54808	59022	15135	0	141	0	141	0	29	0	29	0	79	0	0	0	0	0	0	43	105	0	105	148
September,2010	53389	0	53389	55073	17470	0	117	0	117	0	60	0	60	0	65	0	0	0	0	0	0	63	111	0	111	174
October,2010	55639	0	55639	55144	19261	0	375	0	375	0	229	0	229	0	97	0	0	0	0	0	0	82	93	0	93	175
November,2010	54785	0	54785	58659	19170	0	596	0	596	0	290	0	290	0	64	0	0	0	0	0	0	58	136	0	136	194
December,2010	50443	0	50443	56205	18650	0	515	0	515	0	268	0	268	0	54	0	0	0	0	0	0	43	119	0	119	162
January,2011	52903	0	52903	53785	20933	0	201	0	201	0	167	0	167	0	50	0	0	0	0	0	0	29	59	0	59	88
February,2011	51932	0	51932	49835	19166	0	319	0	319	0	142	0	142	0	30	0	0	0	0	0	0	41	76	0	76	117
March,2011	52014	0	52014	53280	17673	0	415	0	415	0	184	0	184	0	38	0	0	0	0	0	0	47	110	0	110	157
April,2011	49439	0	49439	54898	18554	0	825	0	825	0	318	0	318	0	31	0	0	0	0	0	0	122	141	0	141	263
May,2011	49940	0	49940	47720	17911	0	322	0	322	0	110	0	110	0	10	0	0	0	0	0	0	57	64	0	64	121
June,2011	50333	0	50333	48309	15626	0	368	0	368	0	165	0	165	0	38	0	0	0	0	0	0	68	78	0	78	146
July,2011	52216	0	52216	52055	18097	0	247	0	247	0	257	0	257	0	20	0	0	0	0	0	0	130	96	0	96	226
August,2011	48441	0	48441	53289	15375	0	51	0	51	0	36	0	36	0	13	0	0	0	0	0	0	14	66	0	66	80
September,2011	51750	0	51750	50138	17534	0	136	0	136	0	187	0	187	0	18	0	0	0	0	0	0	63	125	0	125	188
October,2011	51736	0	51736	54749	17750	0	569	0	569	0	349	0	349	0	19	0	0	0	0	0	0	88	133	0	133	221
November,2011	50643	0	50643	50805	16843	0	382	0	382	0	218	0	218	0	16	0	0	0	0	0	0	44	110	0	110	154
December,2011	49945	0	49945	51999	17205	0	439	0	439	0	477	0	477	0	21	0	0	0	0	0	0	69	113	0	113	182
January,2012	51404	0	51404	54505	18206	0	424	0	424	0	579	0	579	0	14	0	0	0	0	0	0	81	170	0	170	251
February,2012	50688	0	50688	55038	17227	0	421	0	421	0	493	0	493	0	8	0	0	0	0	0	0	82	123	0	123	205
March,2012	50537	0	50537	59090	17018	0	678	0	678	0	760	0	760	0	13	0	0	0	0	0	0	94	64	0	64	158
April,2012	51789	0	51789	52589	15671	0	348	0	348	0	427	0	427	0	43	0	0	0	0	0	0	64	57	0	57	121
May,2012	50815	0	50815	52765	15792	0	361	0	361	0	283	0	283	0	5	0	0	0	0	0	0	73	72	0	72	145
June,2012	50336	0	50336	55649	16467	0	339	0	339	0	292	0	292	0	3	0	0	0	0	0	0	79	54	0	54	133
July,2012	52712	0	52712	64226	18497	0	235	0	235	0	318	0	318	0	12	0	0	0	0	0	0	80	105	0	105	185
August,2012	50251	0	50251	65970	16397	0	209	0	209	0	173	0	173	0	0	0	0	0	0	0	0	27	85	0	85	112
September,2012	53617	0	53617	71657	17403	0	702	0	702	0	436	0	436	0	3	0	0	0	0	0	0	111	154	0	154	265
October,2012	50392	0	50392	72605	18011	0	318	0	318	0	241	0	241	0	8	0	0	0	0	0	0	83	75	0	75	158
November,2012	52174	0	52174	69421	15425	0	358	0	358	0	303	0	303	0	10	0	0	0	0	0	0	59	110	0	110	169
December,2012	51271	0	51271	73215	16967	0	417	0	417	0	322	0	322	0	14	0	0	0	0	0	0	43	97	0	97	140
January,2013	49108	0	49108	68454	17735	18335	452	0	452	41	398	0	398	70	2	0	0	0	0	0	0	51	131	8	139	190
February,2013	47470	0	47470	65379	15469	16217	348	3	351	39	310	0	310	31	2	0	0	0	0	0	0	32	88	18	106	138
March,2013	45631	0	45631	62912	15327	16183	368	0	368	46	288	0	288	49	2	0	0	0	0	0	0	30	106	22	128	158
April,2013	47650	0	47650	65042	17189	18060	362	6	368	47	241	0	241	59	2	0	0	0	0	0	0	23	84	22	106	129
May,2013	50032	0	50032	67875	16269	17200	638	4	642	47	207	0	207	41	0	0	0	0	0	0	0	33	14	150	164	197
June,2013	50530	0	50530	67118	16173	16996	306	4	310	43	264	0	264	32	0	0	0	0	0	0	0	35	11	73	84	119
July,2013	51693	0	51693	70025	17808	18702	286	4	290	34	177	0	177	40	0	0	0	0	0	0	0	27	51	82	133	160
August,2013	49455	0	49455	63829	16604	17598	275	3	278	32	148	0	148	49	0	0	0	0	0	0	0	37	16	123	139	176
September,2013	51873	0	51873	65249	17262	18010	322	1	323	44	255	0	255	52	0	0	0	0	0	0	0	39	13	112	125	164
October,2013	50717	0	50717	74082	18373	19172	524	3	527	39	203	0	203	51	0	0	0	0	0	0	0	31	13	141	154	185
November,2013	51394	0	51394	66883	17964	18362	327	5	332	37	223	0	223	74	2	0	0	0	0	0	0	21	6	136	142	163
December,2013	48445	0	48445	55834	16969	17534	262	2	264	27	82	0	82	70	0	0	0	0	0	0	0	3	19	80	99	102
January,2014	52783	0	52783	63216	18700	19244	287	5	292	28	189	0	189	108	0	0	0	0	0	0	0	19	38	82	120	139
February,2014	51286	0	51286	65687	17621	18117	302	3	305	45	230	0	230	88	0	0	0	0	0	0	0	16	18	89	107	123
March,2014	51402	0	51402	57292	17625	18655	282	4	286	44	184	0	184	113	0	0	0	0	0	0	0	14	12	107	119	133
April,2014	51090	0	51090	62747	18784	19221	250	3	253	44	197	0	197	121	0	0	0	0	0	0	0	13	5	80	85	98
May,2014	51664	0	51664	65933	17453	17810	150	3	153	33	93	0	93	65	0	0	0	0	0	0	0	10	5	92	97	107
June,2014	52011	0	52011	66759	19003	19343	350	5	355	31	192	0	192	63	0	0	0	0	0	0	0	17	9	85	94	111
July,2014	48950	0	48950	64712	17193	17502	97	2	99	20	71	0	71	37	0	150	0	0	0	0	0	3	0	75	75	78
August,2014	51496	0	51496	66618	17779	18072	209	4	213	30	174	0	174	83	0	161	0	0	0	0	0	12	12	113	125	137
September,2014	54634	0	54634	67857	17766	17962	264	4	268	25	181	0	181	64	0	1106	0	0	0	0	0	14	21	110	131	145
October,2014	49617	0	49617	62354	17566	17778	177	33	210	36	154	0	154	78	0	1125	0	0	0	0	0	14	15	88	103	117
November,2014	50641	0	50641	64282	18137	18330	396	19	415	39	233	0	233	121	0	467	0	0	0	0	0	17	6	127	133	150
December,2014	49453	0	49453	65234	17682	17833	210	4	214	27	190	0	190	176	0	776	0	0	0	0	0	5	4	95	99	104
January,2015	51851	0	51851	64205	18007	18186	189	11	200	35	162	0	162	161	0	1536	0	0	0	0	0	3	1	107	108	111
February,2015	49847	0	49847	61111	16467	16696	229	19	248	30	250	0	250	146	0	1533	0	0	0	0	0	7	13	96	109	116
March,2015	50242	0	50242	57196	15280	15352	232	2	234	31	292	0	292	217	0	1019	0	0	0	0	0	8	26	62	88	96
April,2015	48579	0	48579	59134	18031	17527	206	28	234	34	214	0	214	146	0	1566	0	0	0	0	0	7	31	68	99	106
May,2015	50010	0	50010	59612	17351	17514	449	54	503	48	305	0	305	122	0	2068	0	0	0	0	0	15	51	54	105	120
June,2015	49922	0	49922	58949	17163	17355	278	23	301	48	185	0	185	105	0	4019	0	0	0	0	0	5	17	39	56	61
July,2015	48520	0	48520	57500	16831	16980	180	53	233	38	104	0	104	99	0	183	0	0	0	0	0	7	31	58	89	96
August,2015	50972	0	50972	60106	20311	18551	231	43	274	40	353	0	353	114	24	872	0	0	0	0	0	19	42	72	114	133
September,2015	51185	0	51185	62985	17998	18159	240	39	279	40	212	0	212	84	28	951	0	0	0	0	0	9	21	78	99	108
October,2015	50759	0	50759	66197	18816	18990	247	53	300	31	340	0	340	119	41	1744	0	0	0	0	0	8	20	67	87	95
November,2015	51703	0	51703	60974	18361	18512	442	87	529	39	418	0	418	113	43	1197	0	0	0	0	0	7	45	84	129	136
December,2015	49730	0	49730	60618	20067	20165	241	90	331	37	236	0	236	105	51	901	0	0	0	0	0	8	14	71	85	93
January,2016	50144	1150	51294	57318	18489	18613	207	83	290	44	332	0	332	165	0	683	0	0	0	0	69	3	29	83	112	115
February,2016	48264	992	49256	58692	18484	18663	231	72	303	36	341	0	341	135	0	920	0	0	0	0	31	6	21	61	82	88
March,2016	47439	1339	48778	61818	18657	18778	264	29	293	47	417	0	417	64	0	954	0	0	0	0	71	2	29	54	83	85
April,2016	49891	1009	50900	70886	18536	17962	213	68	281	51	284	40	324	58	0	1149	19	0	0	417	146	5	22	55	77	82
May,2016	52971	943	53914	64357	18461	18644	343	77	420	38	574	0	574	69	0	193	0	0	0	0	29	5	31	61	92	97
June,2016	50034	671	50705	58276	18085	18215	92	43	135	23	104	7	111	23	0	34	2	0	0	0	42	0	3	44	47	47
July,2016	51205	885	52090	60260	17848	17957	186	73	259	29	256	0	256	56	0	340	2	0	0	0	7	5	24	81	105	110
August,2016	49856	1652	51508	57060	17762	17781	203	85	288	38	628	0	628	43	0	2345	15	0	0	0	19	6	18	69	87	93
September,2016	51466	1872	53338	59532	17126	17229	186	71	257	29	401	0	401	72	0	2104	16	8	0	0	5	11	15	69	84	95
October,2016	51457	1818	53275	65805	17452	17568	181	61	242	36	436	61	497	76	0	2486	60	25	0	0	2	5	8	81	89	94
November,2016	53994	1208	55202	68337	17423	17674	303	97	400	58	234	409	643	38	0	2057	28	25	0	0	17	5	32	78	110	115
December,2016	50198	1024	51222	60475	17392	17501	158	103	261	53	102	280	382	74	0	2526	19	19	0	0	13	1	16	67	83	84
January,2017	52875	1801	54676	58448	17360	17433	192	98	290	34	455	97	552	84	0	2382	17	16	0	0	18	0	18	64	49	49
February,2017	48488	1843	50331	53901	16404	16320	132	108	240	33	575	1	576	97	0	2774	19	14	0	0	11	0	19	64	83	83
March,2017	50083	1677	51760	62144	17322	17609	150	102	252	31	485	6	491	93	0	4403	15	49	0	0	3	6	19	63	82	88
April,2017	49111	1390	50501	61803	16617	16799	146	113	259	42	398	33	431	117	0	2592	19	28	0	0	7	3	23	60	55	58
May,2017	50736	1403	52139	57290	17247	17291	213	69	282	27	317	10	327	70	0	2080	6	22	57	0	29	10	32	81	113	123
June,2017	45536	1385	46921	49626	13507	13038	24	67	91	11	5	6	11	2	0	1799	9	9	0	0	19	0	0	45	45	45
July,2017	47640	1475	49115	51411	13764	13381	111	77	188	26	396	3	399	114	0	2485	1	10	10	0	7	4	46	26	72	76
August,2017	47274	1433	48707	59180	10262	10372	108	67	175	30	340	0	340	95	0	2182	0	19	0	0	3	0	11	85	96	96
September,2017	47894	1098	48992	57116	9430	8932	98	48	146	22	342	0	342	81	0	1827	1	13	0	0	1	4	16	57	73	77
October,2017	48050	1307	49357	58953	10608	8729	88	41	129	32	234	207	441	96	0	2040	0	25	0	0	5	6	25	69	94	100
November,2017	48886	1386	50272	56890	14363	14408	122	65	187	36	488	112	600	96	38	2645	0	24	0	0	0	7	30	71	101	108
December,2017	46997	1107	48104	51164	13490	13442	120	93	213	24	155	114	269	58	44	2226	1	21	0	0	1	5	18	74	92	97
January,2018	45987	969	46956	43787	14476	14534	160	71	231	39	412	44	456	71	88	2107	0	4	0	0	0	2	16	73	89	91
February,2018	43426	957	44383	37369	12715	12713	105	42	147	27	328	3	331	101	82	1551	0	0	0	0	0	3	10	56	66	69
March,2018	45763	823	46586	40006	13939	14007	86	21	107	34	373	3	376	117	89	1191	0	6	0	0	0	0	27	28	55	55
April,2018	43607	1267	44874	39335	14156	14198	45	12	57	25	300	0	300	93	71	846	30	15	0	0	0	0	10	60	70	70
May,2018	43223	1521	44744	35218	14216	14264	21	4	25	26	241	0	241	76	54	711	7	5	0	0	0	0	6	45	51	51
June,2018	41690	1364	43054	35787	12925	12995	24	5	29	12	107	0	107	43	83	356	6	7	0	0	0	0	1	45	46	46
July,2018	43806	1225	45031	40626	15147	15281	95	27	122	19	459	37	496	69	41	988	0	6	0	0	0	1	10	49	58	59
August,2018	42938	1064	44002	36952	14551	14636	74	15	89	29	324	90	414	46	26	1495	0	0	0	0	0	2	6	35	41	43
September,2018	43035	993	44028	38113	14567	14643	85	32	117	23	409	67	476	27	48	1711	38	12	0	0	0	2	10	77	87	89
