monthid	Shukhi	Apon	Pill_total	Condom	Inj_vial	Inj_siringe	IUD_normal	IUD_partum	IUD_total	IUD_remove	Imp_normal	Imp_Jadel	Imp_total	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Permanent_method
May,2007	43559	0	43559	50891	2989	0	27	0	27	0	0	0	0	0	255	0	0	0	0	0	0	13	44	0	44	57
June,2007	41829	0	41829	47261	3325	0	21	0	21	0	0	0	0	0	108	0	0	0	0	0	0	8	25	0	25	33
July,2007	38964	0	38964	49203	4078	0	23	0	23	0	0	0	0	0	305	0	0	0	0	0	0	33	120	0	120	153
August,2007	33980	0	33980	53595	3564	0	117	0	117	0	0	0	0	0	210	0	0	0	0	0	0	16	59	0	59	75
September,2007	39746	0	39746	51757	4176	0	114	0	114	0	5	0	5	0	116	0	0	0	0	0	0	17	58	0	58	75
October,2007	42145	0	42145	46534	3648	0	75	0	75	0	13	0	13	0	131	0	0	0	0	0	0	29	57	0	57	86
November,2007	42520	0	42520	39803	4963	0	420	0	420	0	133	0	133	0	188	0	0	0	0	0	0	48	106	0	106	154
December,2007	40470	0	40470	17603	3776	0	139	0	139	0	61	0	61	0	132	0	0	0	0	0	0	10	47	0	47	57
January,2008	45003	0	45003	11817	4304	0	144	0	144	0	118	0	118	0	166	0	0	0	0	0	0	21	69	0	69	90
February,2008	45729	0	45729	32495	4900	0	163	0	163	0	112	0	112	0	200	0	0	0	0	0	0	19	91	0	91	110
March,2008	48728	0	48728	13245	4638	0	174	0	174	0	110	0	110	0	192	0	0	0	0	0	0	21	108	0	108	129
April,2008	46482	0	46482	13936	5116	0	157	0	157	0	44	0	44	0	159	0	0	0	0	0	0	10	70	0	70	80
May,2008	46866	0	46866	36424	4535	0	123	0	123	0	27	0	27	0	253	0	0	0	0	0	0	5	66	0	66	71
June,2008	47112	0	47112	41246	4811	0	119	0	119	0	63	0	63	0	205	0	0	0	0	0	0	9	59	0	59	68
July,2008	49235	0	49235	36534	5036	0	155	0	155	0	74	0	74	0	387	0	0	0	0	0	0	11	89	0	89	100
August,2008	50945	0	50945	38484	4773	0	179	0	179	0	71	0	71	0	339	0	0	0	0	0	0	13	70	0	70	83
September,2008	49805	0	49805	42584	4613	0	93	0	93	0	49	0	49	0	326	0	0	0	0	0	0	16	44	0	44	60
October,2008	51866	0	51866	42273	5372	0	133	0	133	0	33	0	33	0	282	0	0	0	0	0	0	13	53	0	53	66
November,2008	54200	0	54200	47274	5280	0	359	0	359	0	134	0	134	0	575	0	0	0	0	0	0	33	151	0	151	184
December,2008	53176	0	53176	44764	4647	0	152	0	152	0	76	0	76	0	754	0	0	0	0	0	0	5	43	0	43	48
January,2009	49586	0	49586	49943	5930	0	174	0	174	0	71	0	71	0	1894	0	0	0	0	0	0	8	59	0	59	67
February,2009	53657	0	53657	47104	5194	0	185	0	185	0	54	0	54	0	488	0	0	0	0	0	0	10	64	0	64	74
March,2009	52901	0	52901	52146	5191	0	219	0	219	0	3	0	3	0	743	0	0	0	0	0	0	24	167	0	167	191
April,2009	51251	0	51251	51585	5913	0	312	0	312	0	1	0	1	0	810	0	0	0	0	0	0	32	123	0	123	155
May,2009	47644	0	47644	48414	4913	0	209	0	209	0	4	0	4	0	499	0	0	0	0	0	0	52	79	0	79	131
June,2009	48328	0	48328	52530	5416	0	215	0	215	0	5	0	5	0	637	0	0	0	0	0	0	61	120	0	120	181
July,2009	49562	0	49562	51203	5523	0	222	0	222	0	2	0	2	0	1186	0	0	0	0	0	0	103	140	0	140	243
August,2009	48570	0	48570	52409	5227	0	186	0	186	0	0	0	0	0	5	0	0	0	0	0	0	62	83	0	83	145
September,2009	48521	0	48521	49556	4634	0	147	0	147	0	0	0	0	0	12	0	0	0	0	0	0	30	51	0	51	81
October,2009	50750	0	50750	63333	4938	0	193	0	193	0	0	0	0	0	72	0	0	0	0	0	0	42	101	0	101	143
November,2009	50391	0	50391	60546	3102	0	169	0	169	0	0	0	0	0	0	0	0	0	0	0	0	50	84	0	84	134
December,2009	51825	0	51825	55199	4884	0	175	0	175	0	0	0	0	0	0	0	0	0	0	0	0	41	89	0	89	130
January,2010	52667	0	52667	65764	5019	0	170	0	170	0	0	0	0	0	0	0	0	0	0	0	0	35	57	0	57	92
February,2010	54710	0	54710	66101	4708	0	177	0	177	0	0	0	0	0	0	0	0	0	0	0	0	31	94	0	94	125
March,2010	53241	0	53241	74250	4967	0	124	0	124	0	0	0	0	0	0	0	0	0	0	0	0	22	92	0	92	114
April,2010	54570	0	54570	71974	5892	0	92	0	92	0	0	0	0	0	0	0	0	0	0	0	0	10	60	0	60	70
May,2010	51795	0	51795	63323	5232	0	57	0	57	0	0	0	0	0	32	0	0	0	0	0	0	11	90	0	90	101
June,2010	53101	0	53101	66990	4223	0	65	0	65	0	1	0	1	0	34	0	0	0	0	0	0	13	115	0	115	128
