monthid	Shukhi	Apon	Pill_total	Condom	Inj_vial	Inj_siringe	IUD_normal	IUD_partum	IUD_total	IUD_remove	Imp_normal	Imp_Jadel	Imp_total	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Permanent_method
July,2007	92954	0	92954	179167	10654	0	113	0	113	0	0	0	0	0	531	0	0	0	0	0	0	18	196	0	196	214
August,2007	94500	0	94500	187480	9591	0	254	0	254	0	1	0	1	0	512	0	0	0	0	0	0	12	174	0	174	186
September,2007	92997	0	92997	175997	10884	0	214	0	214	0	38	0	38	0	499	0	0	0	0	0	0	6	109	0	109	115
October,2007	86916	0	86916	208622	9566	0	206	0	206	0	20	0	20	0	469	0	0	0	0	0	0	6	144	0	144	150
November,2007	96168	0	96168	204577	11907	0	1134	0	1134	0	338	0	338	0	482	0	0	0	0	0	0	30	312	0	312	342
December,2007	94089	0	94089	170249	11856	0	508	0	508	0	143	0	143	0	516	0	0	0	0	0	0	14	75	0	75	89
January,2008	97761	0	97761	137385	11736	0	359	0	359	0	157	0	157	0	588	0	0	0	0	0	0	3	117	0	117	120
February,2008	95544	0	95544	132041	13338	0	374	0	374	0	242	0	242	0	748	0	0	0	0	0	0	17	168	0	168	185
March,2008	96893	0	96893	94207	13388	0	389	0	389	0	204	0	204	0	896	0	0	0	0	0	0	22	157	0	157	179
April,2008	97264	0	97264	48499	13088	0	387	0	387	0	212	0	212	0	651	0	0	0	0	0	0	14	97	0	97	111
May,2008	95630	0	95630	108782	13164	0	382	0	382	0	111	0	111	0	659	0	0	0	0	0	0	6	58	0	58	64
June,2008	98697	0	98697	134110	13209	0	404	0	404	0	205	0	205	0	749	0	0	0	0	0	0	18	238	0	238	256
July,2008	99811	0	99811	149904	11730	0	425	0	425	0	228	0	228	0	645	0	0	0	0	0	0	35	282	0	282	317
August,2008	99366	0	99366	167562	13462	0	462	0	462	0	229	0	229	0	575	0	0	0	0	0	0	20	223	0	223	243
September,2008	98243	0	98243	177195	12209	0	306	0	306	0	57	0	57	0	569	0	0	0	0	0	0	11	73	0	73	84
October,2008	98520	0	98520	190429	14120	0	421	0	421	0	176	0	176	0	695	0	0	0	0	0	0	19	198	0	198	217
November,2008	101163	0	101163	210388	16427	0	1337	0	1337	0	250	0	250	0	821	0	0	0	0	0	0	30	230	0	230	260
December,2008	97181	0	97181	207440	13176	0	298	0	298	0	67	0	67	0	846	0	0	0	0	0	0	6	77	0	77	83
January,2009	103939	0	103939	199788	15794	0	403	0	403	0	176	0	176	0	1205	0	0	0	0	0	0	10	144	0	144	154
February,2009	102715	0	102715	216653	16438	0	453	0	453	0	131	0	131	0	1125	0	0	0	0	0	0	30	210	0	210	240
March,2009	103778	0	103778	237463	16788	0	478	0	478	0	62	0	62	0	379	0	0	0	0	0	0	67	222	0	222	289
April,2009	99472	0	99472	249501	18431	0	1158	0	1158	0	50	0	50	0	275	0	0	0	0	0	0	44	183	0	183	227
May,2009	105061	0	105061	250709	17037	0	407	0	407	0	28	0	28	0	185	0	0	0	0	0	0	28	95	0	95	123
June,2009	99584	0	99584	258193	17620	0	389	0	389	0	54	0	54	0	52	0	0	0	0	0	0	46	225	0	225	271
July,2009	99327	0	99327	246377	17911	0	429	0	429	0	6	0	6	0	105	0	0	0	0	0	0	88	408	0	408	496
August,2009	101493	0	101493	261589	17113	0	506	0	506	0	6	0	6	0	136	0	0	0	0	0	0	60	203	0	203	263
September,2009	103886	0	103886	267050	14804	0	387	0	387	0	2	0	2	0	0	0	0	0	0	0	0	23	85	0	85	108
October,2009	102580	0	102580	276184	14840	0	437	0	437	0	12	0	12	0	0	0	0	0	0	0	0	73	369	0	369	442
November,2009	109973	0	109973	300749	15084	0	394	0	394	0	1	0	1	0	0	0	0	0	0	0	0	57	176	0	176	233
December,2009	104215	0	104215	303227	12790	0	355	0	355	0	9	0	9	0	0	0	0	0	0	0	0	34	172	0	172	206
January,2010	110296	0	110296	316194	17363	0	370	0	370	0	79	0	79	0	0	0	0	0	0	0	0	38	185	0	185	223
February,2010	111263	0	111263	317950	17587	0	399	0	399	0	99	0	99	0	0	0	0	0	0	0	0	46	223	0	223	269
March,2010	113131	0	113131	351830	17467	0	402	0	402	0	210	0	210	0	41	0	0	0	0	0	0	66	279	0	279	345
April,2010	113332	0	113332	369679	18326	0	384	0	384	0	143	0	143	0	113	0	0	0	0	0	0	38	118	0	118	156
May,2010	113978	0	113978	389637	19102	0	438	0	438	0	97	0	97	0	143	0	0	0	0	0	0	53	176	0	176	229
June,2010	112839	0	112839	392098	18526	0	474	0	474	0	201	0	201	0	268	0	0	0	0	0	0	49	215	0	215	264
July,2010	119787	0	119787	409171	20089	0	475	0	475	0	188	0	188	0	228	0	0	0	0	0	0	82	343	0	343	425
August,2010	117866	0	117866	413533	20562	0	448	0	448	0	75	0	75	0	250	0	0	0	0	0	0	55	203	0	203	258
September,2010	117741	0	117741	403849	19503	0	462	0	462	0	82	0	82	0	223	0	0	0	0	0	0	53	252	0	252	305
October,2010	120239	0	120239	424679	21018	0	656	0	656	0	157	0	157	0	162	0	0	0	0	0	0	68	284	0	284	352
November,2010	121753	0	121753	408005	21562	0	1041	0	1041	0	233	0	233	0	136	0	0	0	0	0	0	67	238	0	238	305
December,2010	118978	0	118978	412307	21103	0	982	0	982	0	269	0	269	0	102	0	0	0	0	0	0	51	251	0	251	302
January,2011	118786	0	118786	388693	21455	0	500	0	500	0	138	0	138	0	136	0	0	0	0	0	0	62	153	0	153	215
February,2011	115629	0	115629	346251	24292	0	451	0	451	0	126	0	126	0	93	0	0	0	0	0	0	52	201	0	201	253
March,2011	114487	0	114487	345648	21045	0	523	0	523	0	259	0	259	0	141	0	0	0	0	0	0	66	210	0	210	276
April,2011	112573	0	112573	348436	21031	0	1097	0	1097	0	267	0	267	0	89	0	0	0	0	0	0	88	230	0	230	318
May,2011	112795	0	112795	321148	20814	0	520	0	520	0	182	0	182	0	89	0	0	0	0	0	0	75	137	0	137	212
June,2011	112287	0	112287	326904	21247	0	424	0	424	0	268	0	268	0	110	0	0	0	0	0	0	101	247	0	247	348
July,2011	111856	0	111856	335640	22209	0	481	0	481	0	226	0	226	0	89	0	0	0	0	0	0	159	396	0	396	555
August,2011	112014	0	112014	327455	20759	0	243	0	243	0	23	0	23	0	53	0	0	0	0	0	0	68	66	0	66	134
September,2011	88983	0	88983	325611	20849	0	335	0	335	0	187	0	187	0	38	0	0	0	0	0	0	122	313	0	313	435
October,2011	114078	0	114078	363596	22902	0	631	0	631	0	156	0	156	0	39	0	0	0	0	0	0	137	247	0	247	384
November,2011	113138	0	113138	345914	19598	0	398	0	398	0	123	0	123	0	61	0	0	0	0	0	0	55	158	0	158	213
December,2011	113563	0	113563	344491	21313	0	393	0	393	0	106	0	106	0	39	0	0	0	0	0	0	46	116	0	116	162
January,2012	115109	0	115109	360114	29435	0	460	0	460	0	210	0	210	0	55	0	0	0	0	0	0	76	191	0	191	267
February,2012	115376	0	115376	349048	21309	0	435	0	435	0	234	0	234	0	55	0	0	0	0	0	0	80	277	0	277	357
March,2012	120940	0	120940	358374	21683	0	1139	0	1139	0	433	0	433	0	68	0	0	0	0	0	0	101	262	0	262	363
April,2012	124837	0	124837	337709	21333	0	399	0	399	0	154	0	154	0	27	0	0	0	0	0	0	72	96	0	96	168
May,2012	112079	0	112079	327653	19671	0	468	0	468	0	180	0	180	0	20	0	0	0	0	0	0	49	104	0	104	153
June,2012	115085	0	115085	348316	21454	0	396	0	396	0	191	0	191	0	13	0	0	0	0	0	0	53	139	0	139	192
July,2012	124664	0	124664	359771	21588	0	388	0	388	0	236	0	236	0	16	0	0	0	0	0	0	80	292	0	292	372
August,2012	119040	0	119040	353463	19701	0	349	0	349	0	106	0	106	0	21	0	0	0	0	0	0	56	172	0	172	228
September,2012	123119	0	123119	367953	21981	0	892	0	892	0	441	0	441	0	20	0	0	0	0	0	0	120	411	0	411	531
October,2012	120152	0	120152	363712	21204	0	358	0	358	0	155	0	155	0	22	0	0	0	0	0	0	62	122	0	122	184
November,2012	122074	0	122074	366847	21334	0	425	0	425	0	336	0	336	0	3	0	0	0	0	0	0	68	213	0	213	281
December,2012	122021	0	122021	352397	21688	0	551	0	551	0	211	0	211	0	23	0	0	0	0	0	0	37	136	0	136	173
January,2013	117306	0	117306	337419	21433	20796	548	0	548	76	244	0	244	60	7	14	0	0	0	0	0	51	133	31	164	215
February,2013	108637	0	108637	298294	18444	17654	356	0	356	71	302	0	302	89	16	8	0	0	0	0	0	52	147	37	204	256
March,2013	117177	0	117177	327024	19978	19248	362	1	363	82	236	0	236	110	58	0	0	0	0	0	0	42	138	29	167	209
April,2013	115489	0	115489	307016	20842	19948	368	0	368	46	289	0	289	179	23	0	0	0	0	0	0	24	81	46	127	151
May,2013	114413	0	114413	336458	21053	20211	589	2	591	41	217	0	217	72	20	0	0	0	0	0	0	29	67	41	108	137
June,2013	105756	0	105756	308826	18922	18064	268	0	268	29	182	0	182	90	5	0	0	0	0	0	0	35	78	19	97	132
July,2013	125275	0	125275	366146	21910	19301	259	0	259	23	196	0	196	42	11	0	0	0	0	0	0	44	91	38	129	173
August,2013	120759	0	120759	353073	22438	21630	314	1	315	37	284	0	284	186	12	0	0	0	0	0	0	61	216	18	234	295
September,2013	116144	0	116144	377083	22122	20925	394	0	394	42	364	0	364	110	15	0	0	0	0	0	0	75	227	38	265	340
October,2013	123410	0	123410	376179	21876	20430	624	3	627	35	362	0	362	89	53	4	0	0	0	0	0	86	183	38	221	307
November,2013	124410	0	124410	372350	21252	22544	435	0	435	38	287	0	287	76	27	4	0	0	0	0	0	46	127	43	170	216
December,2013	111038	0	111038	310588	18421	19100	320	0	320	36	266	0	266	84	29	0	0	0	0	0	0	30	108	19	127	157
January,2014	123566	0	123566	352179	20873	21944	267	1	268	42	237	0	237	95	23	0	0	0	0	0	0	53	85	37	122	175
February,2014	124832	0	124832	353420	20892	19923	282	1	283	34	331	0	331	108	35	0	0	0	0	0	0	48	125	30	155	203
March,2014	124835	0	124835	355136	21660	20731	336	0	336	36	322	0	322	108	18	0	0	0	0	0	0	38	136	31	167	205
April,2014	126763	0	126763	349839	21462	20631	308	0	308	32	310	0	310	73	26	0	0	0	0	0	0	42	64	26	90	132
May,2014	122001	0	122001	349902	20894	20238	290	0	290	28	192	0	192	106	45	0	0	0	0	0	0	22	59	34	93	115
June,2014	123571	0	123571	359588	21914	23071	613	0	613	61	275	0	275	77	36	0	0	0	0	0	0	46	105	30	135	181
July,2014	123457	0	123457	346421	22614	21053	185	0	185	22	74	0	74	27	0	0	0	0	0	0	0	31	27	33	60	91
August,2014	123966	0	123966	350359	20645	21893	279	0	279	29	278	0	278	116	0	0	0	0	0	0	0	43	232	38	270	313
September,2014	124596	0	124596	339749	21483	22840	419	1	420	35	316	0	316	69	0	0	0	0	0	0	0	65	202	41	243	308
October,2014	123085	0	123085	347193	20229	21308	242	0	242	28	228	0	228	56	0	0	0	0	0	0	0	57	162	34	196	253
November,2014	125136	0	125136	352581	20932	21965	574	0	574	36	330	0	330	56	0	0	0	0	0	0	0	63	150	41	191	254
December,2014	122111	0	122111	347523	20726	21862	244	0	244	24	285	0	285	46	0	0	0	0	0	0	0	37	75	32	107	144
January,2015	125147	0	125147	338492	21013	22329	285	0	285	58	253	0	253	67	0	0	0	0	0	0	0	37	109	31	140	177
February,2015	120580	0	120580	339116	20713	21831	456	1	457	30	340	0	340	75	0	0	0	0	0	0	0	37	154	25	179	216
March,2015	124119	0	124119	329956	21011	22267	337	0	337	47	344	0	344	91	0	0	0	0	0	0	0	36	104	13	117	153
April,2015	124236	0	124236	322155	20546	22030	351	0	351	36	232	0	232	56	0	0	0	0	0	0	0	32	71	20	91	123
May,2015	127743	0	127743	337440	21207	22666	632	0	632	36	245	0	245	64	0	0	0	0	0	0	0	30	65	9	74	104
June,2015	123308	0	123308	315069	20348	21976	275	0	275	38	163	0	163	38	0	0	0	0	0	0	0	19	49	14	63	82
July,2015	123014	0	123014	313220	19711	21143	283	1	284	30	206	0	206	22	12	65	0	0	0	0	0	38	105	21	126	164
August,2015	119277	0	119277	310261	20228	21518	364	0	364	29	315	0	315	77	65	870	0	0	0	0	0	74	241	23	264	338
