monthid	Shukhi	Apon	Pill_total	Condom	Inj_vial	Inj_siringe	IUD_normal	IUD_partum	IUD_total	IUD_remove	Imp_normal	Imp_Jadel	Imp_total	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Permanent_method
July,2007	287257	0	287257	211150	13882	0	163	0	163	0	0	0	0	0	1154	0	0	0	0	0	0	475	154	0	154	629
August,2007	258098	0	258098	206328	14261	0	219	0	219	0	0	0	0	0	1527	0	0	0	0	0	0	542	194	0	194	736
September,2007	390936	0	390936	214810	13904	0	411	0	411	0	144	0	144	0	1670	0	0	0	0	0	0	407	109	0	109	516
October,2007	411468	0	411468	196242	13463	0	500	0	500	0	183	0	183	0	302	0	0	0	0	0	0	496	134	0	134	630
November,2007	449402	0	449402	178192	16881	0	2469	0	2469	0	1376	0	1376	0	62	0	0	0	0	0	0	883	261	0	261	1144
December,2007	448758	0	448758	99304	11491	0	1549	0	1549	0	1342	0	1342	0	237	0	0	0	0	0	0	539	70	0	70	609
January,2008	465584	0	465584	93700	16243	0	651	0	651	0	939	0	939	0	536	0	0	0	0	0	0	399	101	0	101	500
February,2008	470915	0	470915	102019	18666	0	793	0	793	0	1118	0	1118	0	377	0	0	0	0	0	0	400	181	0	181	581
March,2008	466264	0	466264	42322	16946	0	855	0	855	0	987	0	987	0	363	0	0	0	0	0	0	553	256	0	256	809
April,2008	456235	0	456235	24554	17106	0	795	0	795	0	699	0	699	0	352	0	0	0	0	0	0	428	192	0	192	620
May,2008	467992	0	467992	85797	17084	0	740	0	740	0	222	0	222	0	271	0	0	0	0	0	0	127	77	0	77	204
June,2008	478102	0	478102	114976	18033	0	735	0	735	0	377	0	377	0	343	0	0	0	0	0	0	175	59	0	59	234
July,2008	492538	0	492538	158045	19318	0	835	0	835	0	473	0	473	0	389	0	0	0	0	0	0	252	138	0	138	390
August,2008	493325	0	493325	182107	19470	0	737	0	737	0	418	0	418	0	338	0	0	0	0	0	0	242	145	0	145	387
September,2008	487835	0	487835	190218	15736	0	451	0	451	0	108	0	108	0	331	0	0	0	0	0	0	208	31	0	31	239
October,2008	499226	0	499226	198189	19294	0	712	0	712	0	284	0	284	0	441	0	0	0	0	0	0	262	148	0	148	410
