monthid	Shukhi	Apon	Pill_total	Condom	Inj_vial	Inj_siringe	IUD_normal	IUD_partum	IUD_total	IUD_remove	Imp_normal	Imp_Jadel	Imp_total	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Permanent_method
June,2007	126223	0	126223	146051	5419	0	49	0	49	0	7	0	7	0	529	0	0	0	0	0	0	41	46	0	46	87
July,2007	132604	0	132604	152314	6312	0	75	0	75	0	5	0	5	0	519	0	0	0	0	0	0	69	191	0	191	260
August,2007	117194	0	117194	150279	6400	0	106	0	106	0	9	0	9	0	474	0	0	0	0	0	0	62	208	0	208	270
September,2007	131441	0	131441	166820	7002	0	328	0	328	0	15	0	15	0	903	0	0	0	0	0	0	48	143	0	143	191
October,2007	127439	0	127439	164185	6467	0	341	0	341	0	16	0	16	0	310	0	0	0	0	0	0	26	88	0	88	114
November,2007	139931	0	139931	154266	8652	0	1023	0	1023	0	309	0	309	0	321	0	0	0	0	0	0	80	428	0	428	508
December,2007	129893	0	129893	126575	7781	0	532	0	532	0	103	0	103	0	347	0	0	0	0	0	0	40	116	0	116	156
January,2008	135268	0	135268	97415	8711	0	473	0	473	0	98	0	98	0	362	0	0	0	0	0	0	63	155	0	155	218
February,2008	121560	0	121560	109654	9186	0	439	0	439	0	197	0	197	0	412	0	0	0	0	0	0	76	208	0	208	284
March,2008	140633	0	140633	56254	8932	0	490	0	490	0	131	0	131	0	534	0	0	0	0	0	0	65	195	0	195	260
April,2008	137203	0	137203	42526	9151	0	485	0	485	0	167	0	167	0	435	0	0	0	0	0	0	46	148	0	148	194
May,2008	131318	0	131318	103691	8540	0	481	0	481	0	105	0	105	0	403	0	0	0	0	0	0	29	83	0	83	112
June,2008	149971	0	149971	126571	9152	0	375	0	375	0	95	0	95	0	397	0	0	0	0	0	0	38	82	0	82	120
July,2008	141128	0	141128	124992	9453	0	512	0	512	0	181	0	181	0	426	0	0	0	0	0	0	52	152	0	152	204
August,2008	140559	0	140559	126313	9640	0	441	0	441	0	155	0	155	0	415	0	0	0	0	0	0	20	138	0	138	158
September,2008	136678	0	136678	132975	8234	0	299	0	299	0	12	0	12	0	404	0	0	0	0	0	0	29	59	0	59	88
October,2008	135363	0	135363	140429	8452	0	405	0	405	0	159	0	159	0	438	0	0	0	0	0	0	19	172	0	172	191
November,2008	142326	0	142326	154379	10695	0	1080	0	1080	0	243	0	243	0	773	0	0	0	0	0	0	157	332	0	332	489
December,2008	136248	0	136248	134657	7945	0	356	0	356	0	24	0	24	0	460	0	0	0	0	0	0	122	61	0	61	183
January,2009	144761	0	144761	127013	9550	0	388	0	388	0	34	0	34	0	854	0	0	0	0	0	0	140	162	0	162	302
February,2009	139701	0	139701	126985	10061	0	365	0	365	0	20	0	20	0	602	0	0	0	0	0	0	9	120	0	120	129
