monthid	Shukhi	Apon	Pill_total	Condom	Inj_vial	Inj_siringe	IUD_normal	IUD_partum	IUD_total	IUD_remove	Imp_normal	Imp_Jadel	Imp_total	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Permanent_method
July,2007	89213	0	89213	84602	14741	0	120	0	120	0	13	0	13	0	359	0	0	0	0	0	0	44	218	0	218	262
August,2007	88074	0	88074	80918	11788	0	158	0	158	0	9	0	9	0	306	0	0	0	0	0	0	44	166	0	166	210
September,2007	92923	0	92923	83168	14003	0	173	0	173	0	9	0	9	0	331	0	0	0	0	0	0	28	84	0	84	112
October,2007	87816	0	87816	87232	14695	0	173	0	173	0	25	0	25	0	295	0	0	0	0	0	0	45	99	0	99	144
November,2007	105007	0	105007	81757	20432	0	748	0	748	0	204	0	204	0	365	0	0	0	0	0	0	95	242	0	242	337
December,2007	90005	0	90005	81688	15259	0	413	0	413	0	63	0	63	0	279	0	0	0	0	0	0	70	64	0	64	134
January,2008	94946	0	94946	51728	16708	0	310	0	310	0	93	0	93	0	422	0	0	0	0	0	0	72	127	0	127	199
February,2008	90456	0	90456	49562	16919	0	282	0	282	0	78	0	78	0	442	0	0	0	0	0	0	49	124	0	124	173
March,2008	93769	0	93769	40128	17348	0	287	0	287	0	96	0	96	0	516	0	0	0	0	0	0	94	175	0	175	269
April,2008	87448	0	87448	25832	18246	0	288	0	288	0	65	0	65	0	430	0	0	0	0	0	0	69	105	0	105	174
May,2008	91538	0	91538	60421	18117	0	264	0	264	0	16	0	16	0	496	0	0	0	0	0	0	49	49	0	49	98
June,2008	90648	0	90648	66593	18700	0	301	0	301	0	139	0	139	0	419	0	0	0	0	0	0	97	232	0	232	329
July,2008	93663	0	93663	68340	18943	0	287	0	287	0	75	0	75	0	440	0	0	0	0	0	0	61	236	0	236	297
August,2008	87643	0	87643	70848	19539	0	292	0	292	0	69	0	69	0	473	0	0	0	0	0	0	81	195	0	195	276
September,2008	90916	0	90916	83285	17437	0	143	0	143	0	11	0	11	0	507	0	0	0	0	0	0	70	61	0	61	131
October,2008	86273	0	86273	83310	19377	0	295	0	295	0	104	0	104	0	696	0	0	0	0	0	0	54	185	0	185	239
November,2008	95447	0	95447	100585	21156	0	964	0	964	0	165	0	165	0	930	0	0	0	0	0	0	104	256	0	256	360
December,2008	85264	0	85264	83595	18713	0	201	0	201	0	14	0	14	0	3799	0	0	0	0	0	0	44	78	0	78	122
January,2009	91528	0	91528	93155	20573	0	280	0	280	0	67	0	67	0	7038	0	0	0	0	0	0	59	180	0	180	239
February,2009	88277	0	88277	74361	20566	0	378	0	378	0	103	0	103	0	234	0	0	0	0	0	0	63	182	0	182	245
March,2009	90571	0	90571	74774	19770	0	358	0	358	0	85	0	85	0	133	0	0	0	0	0	0	62	163	0	163	225
April,2009	88198	0	88198	86369	21314	0	797	0	797	0	74	0	74	0	56	0	0	0	0	0	0	87	208	0	208	295
May,2009	88589	0	88589	79628	20235	0	299	0	299	0	53	0	53	0	0	0	0	0	0	0	0	22	125	0	125	147
