monthid	Shukhi	Apon	Pill_total	Condom	Inj_vial	Inj_siringe	IUD_normal	IUD_partum	IUD_total	IUD_remove	Imp_normal	Imp_Jadel	Imp_total	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Permanent_method
May,2007	16	0	16	45	18	0	19	0	19	0	18	0	18	0	18	0	0	0	0	0	0	18	18	0	18	36
July,2007	62743	0	62743	48918	6082	0	58	0	58	0	6	0	6	0	633	0	0	0	0	0	0	27	27	0	27	54
August,2007	41155	0	41155	48554	5485	0	64	0	64	0	0	0	0	0	499	0	0	0	0	0	0	30	35	0	35	65
September,2007	62979	0	62979	45083	6566	0	109	0	109	0	0	0	0	0	310	0	0	0	0	0	0	46	32	0	32	78
October,2007	70878	0	70878	47443	7605	0	77	0	77	0	0	0	0	0	285	0	0	0	0	0	0	35	36	0	36	71
November,2007	82504	0	82504	32311	8397	0	225	0	225	0	31	0	31	0	295	0	0	0	0	0	0	38	82	0	82	120
December,2007	71710	0	71710	20099	8044	0	183	0	183	0	7	0	7	0	899	0	0	0	0	0	0	22	48	0	48	70
January,2008	81132	0	81132	16242	8604	0	164	0	164	0	33	0	33	0	279	0	0	0	0	0	0	22	50	0	50	72
February,2008	78753	0	78753	30783	9250	0	156	0	156	0	29	0	29	0	385	0	0	0	0	0	0	39	85	0	85	124
March,2008	81148	0	81148	20456	9797	0	165	0	165	0	49	0	49	0	292	0	0	0	0	0	0	37	62	0	62	99
April,2008	78447	0	78447	10927	9187	0	178	0	178	0	66	0	66	0	267	0	0	0	0	0	0	47	60	0	60	107
May,2008	80028	0	80028	29847	9052	0	132	0	132	0	14	0	14	0	254	0	0	0	0	0	0	25	43	0	43	68
June,2008	81433	0	81433	42374	10612	0	153	0	153	0	2	0	2	0	374	0	0	0	0	0	0	22	44	0	44	66
July,2008	87236	0	87236	47006	10594	0	204	0	204	0	39	0	39	0	180	0	0	0	0	0	0	29	84	0	84	113
August,2008	81002	0	81002	47556	17211	0	204	0	204	0	37	0	37	0	190	0	0	0	0	0	0	24	86	0	86	110
September,2008	86180	0	86180	49532	11897	0	129	0	129	0	1	0	1	0	239	0	0	0	0	0	0	14	48	0	48	62
October,2008	86942	0	86942	62405	12753	0	180	0	180	0	35	0	35	0	229	0	0	0	0	0	0	19	56	0	56	75
November,2008	88120	0	88120	66072	13984	0	846	0	846	0	80	0	80	0	171	0	0	0	0	0	0	61	123	0	123	184
December,2008	84032	0	84032	68532	11151	0	205	0	205	0	33	0	33	0	159	0	0	0	0	0	0	13	42	0	42	55
January,2009	87148	0	87148	71909	13274	0	221	0	221	0	47	0	47	0	130	0	0	0	0	0	0	26	56	0	56	82
February,2009	85844	0	85844	60780	13477	0	257	0	257	0	45	0	45	0	102	0	0	0	0	0	0	12	55	0	55	67
March,2009	88053	0	88053	64733	12973	0	227	0	227	0	19	0	19	0	110	0	0	0	0	0	0	6	54	0	54	60
April,2009	86038	0	86038	81036	13750	0	557	0	557	0	9	0	9	0	65	0	0	0	0	0	0	58	112	0	112	170
May,2009	84327	0	84327	74232	12283	0	215	0	215	0	7	0	7	0	90	0	0	0	0	0	0	38	24	0	24	62
June,2009	87300	0	87300	71876	12660	0	278	0	278	0	14	0	14	0	107	0	0	0	0	0	0	20	34	0	34	54
July,2009	89317	0	89317	58638	12647	0	361	0	361	0	15	0	15	0	134	0	0	0	0	0	0	47	141	0	141	188
August,2009	82674	0	82674	78258	12838	0	244	0	244	0	29	0	29	0	356	0	0	0	0	0	0	47	77	0	77	124
September,2009	88017	0	88017	70693	10530	0	158	0	158	0	5	0	5	0	235	0	0	0	0	0	0	19	42	0	42	61
October,2009	92016	0	92016	84279	10195	0	263	0	263	0	35	0	35	0	125	0	0	0	0	0	0	50	104	0	104	154
November,2009	94585	0	94585	88520	8431	0	272	0	272	0	12	0	12	0	87	0	0	0	0	0	0	20	60	0	60	80
December,2009	96756	0	96756	102453	6728	0	286	0	286	0	6	0	6	0	68	0	0	0	0	0	0	34	38	0	38	72
January,2010	96057	0	96057	102633	11432	0	288	0	288	0	12	0	12	0	67	0	0	0	0	0	0	20	60	0	60	80
February,2010	92670	0	92670	102454	10693	0	249	0	249	0	7	0	7	0	42	0	0	0	0	0	0	15	53	0	53	68
March,2010	99608	0	99608	111379	11261	0	239	0	239	0	8	0	8	0	70	0	0	0	0	0	0	10	85	0	85	95
April,2010	90330	0	90330	104272	12127	0	166	0	166	0	15	0	15	0	105	0	0	0	0	0	0	46	42	0	42	88
May,2010	91578	0	91578	101936	11117	0	88	0	88	0	4	0	4	0	195	0	0	0	0	0	0	20	58	0	58	78
June,2010	104660	0	104660	110447	9733	0	57	0	57	0	0	0	0	0	593	0	0	0	0	0	0	25	66	0	66	91
July,2010	95183	0	95183	119613	7891	0	57	0	57	0	0	0	0	0	180	0	0	0	0	0	0	35	103	0	103	138
August,2010	94621	0	94621	115991	9986	0	166	0	166	0	0	0	0	0	105	0	0	0	0	0	0	17	49	0	49	66
September,2010	96316	0	96316	117881	9704	0	157	0	157	0	1	0	1	0	55	0	0	0	0	0	0	22	67	0	67	89
October,2010	96435	0	96435	114743	11297	0	290	0	290	0	217	0	217	0	97	0	0	0	0	0	0	36	86	0	86	122
November,2010	96549	0	96549	126160	12149	0	520	0	520	0	181	0	181	0	111	0	0	0	0	0	0	24	99	0	99	123
December,2010	95029	0	95029	124503	12981	0	340	0	340	0	147	0	147	0	107	0	0	0	0	0	0	13	59	0	59	72
January,2011	93443	0	93443	104331	13174	0	210	0	210	0	51	0	51	0	108	0	0	0	0	0	0	21	47	0	47	68
February,2011	89794	0	89794	106712	13213	0	217	0	217	0	128	0	128	0	98	0	0	0	0	0	0	10	51	0	51	61
March,2011	93036	0	93036	93043	12571	0	275	0	275	0	99	0	99	0	71	0	0	0	0	0	0	9	56	0	56	65
April,2011	90314	0	90314	92786	14938	0	569	0	569	0	163	0	163	0	38	0	0	0	0	0	0	40	193	0	193	233
May,2011	91724	0	91724	85918	14101	0	249	0	249	0	84	0	84	0	85	0	0	0	0	0	0	28	67	0	67	95
June,2011	89823	0	89823	87008	12677	0	240	0	240	0	107	0	107	0	34	0	0	0	0	0	0	19	53	0	53	72
July,2011	90561	0	90561	86779	14901	0	237	0	237	0	113	0	113	0	56	0	0	0	0	0	0	32	152	0	152	184
August,2011	86394	0	86394	84134	11801	0	188	0	188	0	25	0	25	0	22	0	0	0	0	0	0	25	61	0	61	86
September,2011	87051	0	87051	85147	12555	0	217	0	217	0	155	0	155	0	64	0	0	0	0	0	0	46	178	0	178	224
October,2011	85213	0	85213	82823	13465	0	226	0	226	0	145	0	145	0	40	0	0	0	0	0	0	61	126	0	126	187
November,2011	86152	0	86152	86823	12245	0	192	0	192	0	115	0	115	0	31	0	0	0	0	0	0	31	97	0	97	128
December,2011	86693	0	86693	86724	12900	0	213	0	213	0	247	0	247	0	18	0	0	0	0	0	0	26	70	0	70	96
January,2012	87935	0	87935	90094	13234	0	217	0	217	0	320	0	320	0	15	0	0	0	0	0	0	15	92	0	92	107
February,2012	85735	0	85735	86920	12289	0	203	0	203	0	269	0	269	0	8	0	0	0	0	0	0	13	76	0	76	89
March,2012	90928	0	90928	94142	12818	0	629	0	629	0	294	0	294	0	16	0	0	0	0	0	0	15	115	0	115	130
April,2012	88516	0	88516	89892	12715	0	230	0	230	0	149	0	149	0	8	0	0	0	0	0	0	9	76	0	76	85
May,2012	88898	0	88898	92643	11354	0	208	0	208	0	97	0	97	0	10	0	0	0	0	0	0	12	61	0	61	73
June,2012	84557	0	84557	89236	11236	0	197	0	197	0	201	0	201	0	7	0	0	0	0	0	0	12	103	0	103	115
July,2012	88526	0	88526	87876	12326	0	207	0	207	0	278	0	278	0	9	0	0	0	0	0	0	14	126	0	126	140
August,2012	82706	0	82706	77712	10004	0	95	0	95	0	40	0	40	0	7	0	0	0	0	0	0	12	66	0	66	78
September,2012	88688	0	88688	88545	11581	0	715	0	715	0	479	0	479	0	4	0	0	0	0	0	0	37	170	0	170	207
October,2012	83957	0	83957	84316	11597	0	155	0	155	0	208	0	208	0	46	0	0	0	0	0	0	14	98	0	98	112
November,2012	83990	0	83990	87116	10716	0	181	0	181	0	242	0	242	0	24	0	0	0	0	0	0	15	94	0	94	109
December,2012	83751	0	83751	85560	11080	0	263	0	263	0	269	0	269	0	6	0	0	0	0	0	0	21	96	0	96	117
January,2013	86245	0	86245	92172	11775	12684	313	0	313	19	407	0	407	18	5	0	0	0	0	0	0	17	53	19	72	89
February,2013	83675	0	83675	88039	10955	11833	190	0	190	23	306	0	306	9	7	0	0	0	0	0	0	9	35	16	51	60
