monthid	Shukhi	Apon	Pill_total	Condom	Inj_vial	Inj_siringe	IUD_normal	IUD_partum	IUD_total	IUD_remove	Imp_normal	Imp_Jadel	Imp_total	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Permanent_method
July,2007	36605	0	36605	30885	3315	0	21	0	21	0	1	0	1	0	118	0	0	0	0	0	0	14	41	0	41	55
August,2007	35224	0	35224	29277	2783	0	34	0	34	0	2	0	2	0	120	0	0	0	0	0	0	22	37	0	37	59
September,2007	34816	0	34816	30579	3085	0	63	0	63	0	2	0	2	0	128	0	0	0	0	0	0	32	38	0	38	70
October,2007	35738	0	35738	30692	3154	0	57	0	57	0	0	0	0	0	193	0	0	0	0	0	0	22	23	0	23	45
November,2007	39550	0	39550	34491	3572	0	321	0	321	0	76	0	76	0	143	0	0	0	0	0	0	86	79	0	79	165
December,2007	35874	0	35874	33963	3189	0	147	0	147	0	82	0	82	0	132	0	0	0	0	0	0	139	25	0	25	164
January,2008	36000	0	36000	26161	3357	0	87	0	87	0	64	0	64	0	146	0	0	0	0	0	0	147	30	0	30	177
February,2008	37357	0	37357	25534	3735	0	100	0	100	0	28	0	28	0	150	0	0	0	0	0	0	113	53	0	53	166
March,2008	40507	0	40507	18758	3629	0	110	0	110	0	18	0	18	0	163	0	0	0	0	0	0	54	36	0	36	90
April,2008	36939	0	36939	11051	3543	0	119	0	119	0	16	0	16	0	143	0	0	0	0	0	0	41	30	0	30	71
May,2008	37842	0	37842	21365	3624	0	134	0	134	0	13	0	13	0	210	0	0	0	0	0	0	28	32	0	32	60
June,2008	37021	0	37021	23639	3921	0	149	0	149	0	37	0	37	0	212	0	0	0	0	0	0	19	9	0	9	28
July,2008	37244	0	37244	28915	4245	0	119	0	119	0	15	0	15	0	193	0	0	0	0	0	0	31	29	0	29	60
August,2008	40089	0	40089	29982	3996	0	110	0	110	0	23	0	23	0	207	0	0	0	0	0	0	55	27	0	27	82
September,2008	37913	0	37913	31781	3621	0	95	0	95	0	13	0	13	0	201	0	0	0	0	0	0	53	16	0	16	69
October,2008	37084	0	37084	29316	3996	0	111	0	111	0	18	0	18	0	236	0	0	0	0	0	0	32	30	0	30	62
November,2008	39095	0	39095	37530	4505	0	414	0	414	0	49	0	49	0	824	0	0	0	0	0	0	36	66	0	66	102
December,2008	33960	0	33960	26992	3718	0	95	0	95	0	33	0	33	0	1328	0	0	0	0	0	0	15	18	0	18	33
January,2009	38482	0	38482	36529	4554	0	106	0	106	0	4	0	4	0	1712	0	0	0	0	0	0	13	11	0	11	24
February,2009	40006	0	40006	34907	4427	0	116	0	116	0	54	0	54	0	357	0	0	0	0	0	0	14	19	0	19	33
March,2009	37496	0	37496	33981	4408	0	129	0	129	0	34	0	34	0	495	0	0	0	0	0	0	12	36	0	36	48
April,2009	37709	0	37709	37023	4718	0	386	0	386	0	23	0	23	0	38	0	0	0	0	0	0	58	38	0	38	96
May,2009	35838	0	35838	33182	4299	0	88	0	88	0	2	0	2	0	0	0	0	0	0	0	0	48	28	0	28	76
June,2009	37317	0	37317	35431	4200	0	99	0	99	0	16	0	16	0	0	0	0	0	0	0	0	39	24	0	24	63
July,2009	36580	0	36580	36027	4218	0	113	0	113	0	28	0	28	0	0	0	0	0	0	0	0	74	31	0	31	105
August,2009	38598	0	38598	36133	3900	0	83	0	83	0	2	0	2	0	0	0	0	0	0	0	0	133	47	0	47	180
September,2009	38099	0	38099	36919	3436	0	73	0	73	0	15	0	15	0	0	0	0	0	0	0	0	171	12	0	12	183
October,2009	38551	0	38551	36964	4515	0	80	0	80	0	9	0	9	0	0	0	0	0	0	0	0	123	11	0	11	134
November,2009	37529	0	37529	36308	3497	0	101	0	101	0	60	0	60	0	0	0	0	0	0	0	0	69	32	0	32	101
December,2009	38238	0	38238	39282	3939	0	135	0	135	0	26	0	26	0	0	0	0	0	0	0	0	29	45	0	45	74
January,2010	39275	0	39275	40958	5007	0	112	0	112	0	115	0	115	0	0	0	0	0	0	0	0	46	27	0	27	73
February,2010	39555	0	39555	40190	4054	0	83	0	83	0	19	0	19	0	0	0	0	0	0	0	0	15	10	0	10	25
March,2010	38668	0	38668	37497	4050	0	71	0	71	0	199	0	199	0	0	0	0	0	0	0	0	67	33	0	33	100
April,2010	39640	0	39640	40579	4669	0	51	0	51	0	178	0	178	0	0	0	0	0	0	0	0	43	29	0	29	72
May,2010	39119	0	39119	42976	4441	0	30	0	30	0	159	0	159	0	55	0	0	0	0	0	0	21	19	0	19	40
June,2010	41826	0	41826	40005	4643	0	61	0	61	0	122	0	122	0	99	0	0	0	0	0	0	18	9	0	9	27
July,2010	40714	0	40714	40172	4822	0	33	0	33	0	19	0	19	0	106	0	0	0	0	0	0	42	33	0	33	75
August,2010	42629	0	42629	43231	4713	0	95	0	95	0	42	0	42	0	94	0	0	0	0	0	0	80	17	0	17	97
September,2010	40481	0	40481	43817	4076	0	89	0	89	0	43	0	43	0	50	0	0	0	0	0	0	96	31	0	31	127
October,2010	42606	0	42606	49086	4688	0	135	0	135	0	76	0	76	0	59	0	0	0	0	0	0	171	39	0	39	210
November,2010	41715	0	41715	52985	4812	0	269	0	269	0	141	0	141	0	84	0	0	0	0	0	0	125	31	0	31	156
December,2010	42372	0	42372	51200	4469	0	191	0	191	0	156	0	156	0	58	0	0	0	0	0	0	63	18	0	18	81
January,2011	41949	0	41949	50357	4791	0	102	0	102	0	95	0	95	0	50	0	0	0	0	0	0	33	9	0	9	42
February,2011	41766	0	41766	47789	4159	0	77	0	77	0	65	0	65	0	55	0	0	0	0	0	0	10	12	0	12	22
March,2011	38635	0	38635	48837	4455	0	74	0	74	0	136	0	136	0	66	0	0	0	0	0	0	18	15	0	15	33
April,2011	42625	0	42625	48554	4878	0	262	0	262	0	107	0	107	0	42	0	0	0	0	0	0	67	48	0	48	115
May,2011	41074	0	41074	42988	4415	0	101	0	101	0	79	0	79	0	40	0	0	0	0	0	0	46	29	0	29	75
June,2011	40951	0	40951	42002	4367	0	108	0	108	0	54	0	54	0	34	0	0	0	0	0	0	31	60	0	60	91
July,2011	40420	0	40420	41704	4803	0	74	0	74	0	29	0	29	0	19	0	0	0	0	0	0	53	35	0	35	88
August,2011	40120	0	40120	39049	3441	0	43	0	43	0	11	0	11	0	46	0	0	0	0	0	0	50	34	0	34	84
September,2011	41278	0	41278	42085	4635	0	48	0	48	0	31	0	31	0	23	0	0	0	0	0	0	132	40	0	40	172
October,2011	42921	0	42921	44314	5390	0	135	0	135	0	89	0	89	0	15	0	0	0	0	0	0	121	33	0	33	154
November,2011	49056	0	49056	39419	4264	0	60	0	60	0	29	0	29	0	12	0	0	0	0	0	0	40	15	0	15	55
December,2011	40348	0	40348	41293	4612	0	63	0	63	0	9	0	9	0	7	0	0	0	0	0	0	48	21	0	21	69
January,2012	40417	0	40417	42580	5161	0	81	0	81	0	37	0	37	0	5	0	0	0	0	0	0	41	16	0	16	57
February,2012	39515	0	39515	44077	4134	0	69	0	69	0	59	0	59	0	12	0	0	0	0	0	0	27	15	0	15	42
