monthid	Shukhi	Apon	Pill_total	Condom	Inj_vial	Inj_siringe	IUD_normal	IUD_partum	IUD_total	IUD_remove	Imp_normal	Imp_Jadel	Imp_total	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Permanent_method
March,2007	7042	0	7042	152	145	0	204	0	204	0	196	0	196	0	214	0	0	0	0	0	0	193	603	0	603	796
April,2007	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	1	0	1	2
May,2007	54124	0	54124	60766	2960	0	96	0	96	0	10	0	10	0	326	0	0	0	0	0	0	40	73	0	73	113
July,2007	44174	0	44174	69231	4467	0	42	0	42	0	2	0	2	0	861	0	0	0	0	0	0	22	160	0	160	182
August,2007	37228	0	37228	63304	3664	0	24	0	24	0	1	0	1	0	822	0	0	0	0	0	0	27	128	0	128	155
September,2007	65452	0	65452	75493	4628	0	145	0	145	0	39	0	39	0	2328	0	0	0	0	0	0	24	157	0	157	181
October,2007	73229	0	73229	80418	4632	0	120	0	120	0	58	0	58	0	368	0	0	0	0	0	0	19	99	0	99	118
November,2007	75753	0	75753	63313	5243	0	295	0	295	0	122	0	122	0	40	0	0	0	0	0	0	33	190	0	190	223
December,2007	76979	0	76979	36405	5355	0	199	0	199	0	135	0	135	0	113	0	0	0	0	0	0	27	107	0	107	134
January,2008	78632	0	78632	29931	5747	0	169	0	169	0	109	0	109	0	171	0	0	0	0	0	0	24	117	0	117	141
February,2008	78701	0	78701	41994	5542	0	164	0	164	0	165	0	165	0	175	0	0	0	0	0	0	24	175	0	175	199
March,2008	83054	0	83054	17500	5637	0	153	0	153	0	133	0	133	0	184	0	0	0	0	0	0	28	126	0	126	154
April,2008	81501	0	81501	9902	5722	0	173	0	173	0	134	0	134	0	93	0	0	0	0	0	0	19	106	0	106	125
May,2008	82327	0	82327	52060	5460	0	178	0	178	0	85	0	85	0	201	0	0	0	0	0	0	15	76	0	76	91
June,2008	85707	0	85707	63217	5528	0	193	0	193	0	146	0	146	0	132	0	0	0	0	0	0	19	135	0	135	154
July,2008	84834	0	84834	57630	5938	0	184	0	184	0	124	0	124	0	101	0	0	0	0	0	0	18	188	0	188	206
August,2008	86263	0	86263	70770	5646	0	162	0	162	0	102	0	102	0	141	0	0	0	0	0	0	21	234	0	234	255
September,2008	91394	0	91394	64155	5285	0	136	0	136	0	81	0	81	0	156	0	0	0	0	0	0	11	142	0	142	153
October,2008	89060	0	89060	78201	5928	0	150	0	150	0	72	0	72	0	85	0	0	0	0	0	0	13	96	0	96	109
November,2008	92947	0	92947	92432	6784	0	538	0	538	0	187	0	187	0	119	0	0	0	0	0	0	28	198	0	198	226
December,2008	84704	0	84704	79594	5400	0	133	0	133	0	32	0	32	0	94	0	0	0	0	0	0	11	71	0	71	82
January,2009	88672	0	88672	79055	6266	0	139	0	139	0	52	0	52	0	95	0	0	0	0	0	0	13	74	0	74	87
February,2009	85166	0	85166	72154	6247	0	149	0	149	0	65	0	65	0	82	0	0	0	0	0	0	12	113	0	113	125
March,2009	91411	0	91411	80970	6621	0	175	0	175	0	71	0	71	0	188	0	0	0	0	0	0	14	113	0	113	127
April,2009	88074	0	88074	91184	8008	0	468	0	468	0	95	0	95	0	98	0	0	0	0	0	0	48	158	0	158	206
May,2009	87660	0	87660	81572	5347	0	136	0	136	0	16	0	16	0	51	0	0	0	0	0	0	20	54	0	54	74
June,2009	89549	0	89549	88822	5892	0	150	0	150	0	47	0	47	0	57	0	0	0	0	0	0	36	166	0	166	202
July,2009	88718	0	88718	97498	6113	0	155	0	155	0	37	0	37	0	5	0	0	0	0	0	0	76	363	0	363	439
August,2009	88058	0	88058	90940	5777	0	163	0	163	0	1	0	1	0	4	0	0	0	0	0	0	57	279	0	279	336
September,2009	82458	0	82458	95657	5212	0	131	0	131	0	1	0	1	0	2	0	0	0	0	0	0	31	162	0	162	193
October,2009	89215	0	89215	101387	5696	0	165	0	165	0	0	0	0	0	2	0	0	0	0	0	0	35	241	0	241	276
November,2009	91135	0	91135	104282	3426	0	172	0	172	0	3	0	3	0	0	0	0	0	0	0	0	37	138	0	138	175
December,2009	91200	0	91200	103105	4248	0	210	0	210	0	0	0	0	0	0	0	0	0	0	0	0	46	140	0	140	186
January,2010	93568	0	93568	102329	6003	0	152	0	152	0	2	0	2	0	0	0	0	0	0	0	0	23	111	0	111	134
February,2010	90246	0	90246	108337	5723	0	151	0	151	0	0	0	0	0	0	0	0	0	0	0	0	20	111	0	111	131
March,2010	94136	0	94136	113038	6069	0	118	0	118	0	1	0	1	0	0	0	0	0	0	0	0	21	129	0	129	150
April,2010	93264	0	93264	109453	6857	0	113	0	113	0	0	0	0	0	22	0	0	0	0	0	0	20	122	0	122	142
May,2010	93222	0	93222	115727	6226	0	72	0	72	0	45	0	45	0	34	0	0	0	0	0	0	18	108	0	108	126
June,2010	91396	0	91396	105406	5584	0	58	0	58	0	35	0	35	0	68	0	0	0	0	0	0	14	190	0	190	204
July,2010	93552	0	93552	111497	5279	0	126	0	126	0	65	0	65	0	127	0	0	0	0	0	0	26	255	0	255	281
August,2010	90044	0	90044	104429	5777	0	157	0	157	0	5	0	5	0	120	0	0	0	0	0	0	31	277	0	277	308
September,2010	90887	0	90887	109266	5236	0	111	0	111	0	14	0	14	0	100	0	0	0	0	0	0	26	228	0	228	254
October,2010	91793	0	91793	112356	6485	0	240	0	240	0	69	0	69	0	94	0	0	0	0	0	0	16	162	0	162	178
November,2010	96429	0	96429	118336	6861	0	390	0	390	0	172	0	172	0	54	0	0	0	0	0	0	33	264	0	264	297
December,2010	93346	0	93346	119433	6463	0	397	0	397	0	189	0	189	0	89	0	0	0	0	0	0	11	220	0	220	231
January,2011	95164	0	95164	115377	7123	0	127	0	127	0	108	0	108	0	99	0	0	0	0	0	0	14	139	0	139	153
February,2011	93654	0	93654	114246	7023	0	142	0	142	0	134	0	134	0	118	0	0	0	0	0	0	16	156	0	156	172
March,2011	93885	0	93885	118190	6945	0	145	0	145	0	239	0	239	0	113	0	0	0	0	0	0	33	188	0	188	221
April,2011	91403	0	91403	118514	7010	0	472	0	472	0	380	0	380	0	100	0	0	0	0	0	0	185	238	0	238	423
May,2011	90478	0	90478	117926	6766	0	185	0	185	0	180	0	180	0	69	0	0	0	0	0	0	194	173	0	173	367
June,2011	81977	0	81977	117081	6826	0	148	0	148	0	172	0	172	0	89	0	0	0	0	0	0	190	354	0	354	544
July,2011	94730	0	94730	123803	7530	0	181	0	181	0	113	0	113	0	70	0	0	0	0	0	0	56	378	0	378	434
August,2011	89497	0	89497	113625	6433	0	136	0	136	0	45	0	45	0	76	0	0	0	0	0	0	48	261	0	261	309
September,2011	95657	0	95657	119922	6650	0	164	0	164	0	125	0	125	0	56	0	0	0	0	0	0	37	301	0	301	338
October,2011	94201	0	94201	118231	7169	0	199	0	199	0	183	0	183	0	61	0	0	0	0	0	0	31	279	0	279	310
November,2011	94766	0	94766	120979	7036	0	127	0	127	0	136	0	136	0	58	0	0	0	0	0	0	24	162	0	162	186
December,2011	95669	0	95669	115454	6881	0	126	0	126	0	113	0	113	0	29	0	0	0	0	0	0	32	134	0	134	166
January,2012	97667	0	97667	119943	7524	0	145	0	145	0	138	0	138	0	9	0	0	0	0	0	0	22	171	0	171	193
February,2012	99464	0	99464	126826	6873	0	154	0	154	0	136	0	136	0	21	0	0	0	0	0	0	134	196	0	196	330
March,2012	103610	0	103610	127491	7316	0	454	0	454	0	251	0	251	0	22	0	0	0	0	0	0	133	299	0	299	432
April,2012	100970	0	100970	132611	7256	0	154	0	154	0	140	0	140	0	22	0	0	0	0	0	0	157	205	0	205	362
May,2012	94074	0	94074	117435	6824	0	142	0	142	0	71	0	71	0	6	0	0	0	0	0	0	135	218	0	218	353
June,2012	93918	0	93918	118299	6786	0	153	0	153	0	140	0	140	0	11	0	0	0	0	0	0	199	260	0	260	459
July,2012	102341	0	102341	131753	7501	0	141	0	141	0	125	0	125	0	10	0	0	0	0	0	0	121	233	0	233	354
August,2012	97535	0	97535	128273	6233	0	113	0	113	0	76	0	76	0	22	0	0	0	0	0	0	99	227	0	227	326
September,2012	103009	0	103009	133909	7533	0	468	0	468	0	311	0	311	0	21	0	0	0	0	0	0	161	359	0	359	520
October,2012	97874	0	97874	131946	6940	0	134	0	134	0	148	0	148	0	6	0	0	0	0	0	0	109	149	0	149	258
November,2012	100059	0	100059	128087	6796	0	152	0	152	0	175	0	175	0	0	0	0	0	0	0	0	112	174	0	174	286
December,2012	101980	0	101980	131503	6924	0	225	0	225	0	149	0	149	0	35	0	0	0	0	0	0	132	151	0	151	283
January,2013	75027	0	75027	95963	5603	5633	143	11	154	19	157	0	157	77	14	0	0	0	0	0	0	16	109	58	167	183
February,2013	66793	0	66793	133321	5638	6866	121	7	128	23	87	0	87	22	0	0	0	0	0	0	0	178	81	26	107	285
March,2013	96552	0	96552	128388	7060	4591	169	7	176	12	104	0	104	32	17	0	0	0	0	0	0	137	90	48	138	275
April,2013	100517	0	100517	138308	7177	7218	183	6	189	12	154	0	154	56	8	0	0	0	0	0	0	192	99	47	146	338
May,2013	107462	0	107462	149723	25540	25832	368	22	390	24	125	0	125	33	14	0	0	0	0	0	0	197	96	40	136	333
June,2013	99052	0	99052	100810	7037	5874	144	11	155	53	132	0	132	85	4	0	0	0	0	0	0	196	95	45	140	336
July,2013	61671	0	61671	141333	7552	5403	147	60	207	21	137	0	137	44	0	0	0	0	0	0	0	164	137	44	181	345
August,2013	100039	0	100039	130858	7022	4970	145	5	150	43	151	0	151	79	0	0	0	0	0	0	0	136	158	38	196	332
September,2013	109894	0	109894	139133	7366	7810	207	5	212	25	166	0	166	32	0	0	0	0	0	0	0	137	176	47	223	360
October,2013	99946	0	99946	138148	7680	8061	207	106	313	258	200	0	200	43	0	0	0	0	0	0	0	149	122	44	166	315
November,2013	93878	0	93878	140220	5960	7963	189	2	191	75	76	0	76	54	31	2300	0	0	0	0	0	137	122	49	171	308
December,2013	70230	0	70230	115035	6475	6758	169	7	176	21	120	0	120	41	0	0	0	0	0	0	0	137	89	35	124	261
January,2014	106559	0	106559	151204	7545	8073	133	4	137	19	126	0	126	65	0	0	0	0	0	0	0	114	82	43	125	239
February,2014	101686	0	101686	139771	7383	7683	133	8	141	13	160	0	160	78	0	0	0	0	0	0	0	96	83	37	120	216
March,2014	106046	0	106046	149087	7818	8306	178	3	181	7	181	0	181	82	0	0	0	0	0	0	0	157	82	48	130	287
April,2014	103461	0	103461	141587	7856	8538	160	8	168	31	181	0	181	83	0	0	0	0	0	0	0	124	92	34	126	250
May,2014	100947	0	100947	126143	7359	7727	178	8	186	21	69	0	69	26	0	0	0	0	0	0	0	128	56	21	77	205
June,2014	100416	0	100416	144764	7622	8384	360	18	378	29	275	0	275	85	0	85	0	0	0	0	0	180	160	54	214	394
July,2014	98429	0	98429	149570	8446	8117	101	9	110	26	132	0	132	53	0	124	0	0	0	0	0	129	119	31	150	279
August,2014	99873	0	99873	144253	7501	5352	126	9	135	15	214	0	214	76	0	89	0	0	0	0	0	161	132	43	175	336
September,2014	101897	0	101897	146926	8286	8850	187	7	194	27	169	0	169	63	0	71	0	0	0	0	0	194	93	47	140	334
October,2014	99549	0	99549	137437	7657	8221	136	2	138	15	180	0	180	66	0	73	0	0	0	0	0	147	96	35	131	278
November,2014	100225	0	100225	150319	8250	8789	315	2	317	20	291	0	291	82	0	113	0	0	0	0	0	161	121	59	180	341
December,2014	95238	0	95238	134813	7757	8280	162	5	167	26	147	0	147	63	0	116	0	0	0	0	0	165	71	67	138	303
January,2015	96604	0	96604	127064	7238	7745	167	6	173	11	199	0	199	58	0	153	0	0	0	0	0	168	100	47	147	315
February,2015	87443	0	87443	132911	7501	7989	124	4	128	21	156	0	156	72	0	154	0	0	0	0	0	147	94	22	116	263
March,2015	90063	0	90063	139260	7672	8252	120	72	192	24	175	0	175	50	0	305	0	0	0	0	0	170	99	38	137	307
April,2015	96363	0	96363	138875	7227	7678	156	3	159	24	156	0	156	81	0	249	0	0	0	0	0	168	95	55	150	318
May,2015	99774	0	99774	138150	7570	8193	318	21	339	21	236	0	236	84	170	658	0	0	0	0	0	179	123	48	171	350
June,2015	96579	0	96579	129768	7315	7887	134	4	138	30	102	0	102	77	102	680	0	0	0	0	0	172	103	44	147	319
July,2015	101195	0	101195	134286	7106	7675	129	6	135	38	116	0	116	60	0	36	0	0	0	0	0	139	87	37	124	263
August,2015	103701	0	103701	127454	7647	8289	99	54	153	44	237	0	237	124	0	39	0	0	0	0	0	188	107	41	148	336
September,2015	100233	0	100233	129570	7077	7623	124	8	132	34	174	0	174	76	0	157	0	0	0	0	0	163	121	36	157	320
October,2015	95239	0	95239	127976	7194	7776	121	5	126	23	170	0	170	82	29	298	0	0	0	0	0	165	90	67	157	322
November,2015	97597	0	97597	103771	7436	13264	392	7	399	13	304	0	304	63	82	363	0	0	0	0	0	190	114	54	168	358
December,2015	96731	0	96731	130762	6784	7561	139	9	148	15	213	0	213	89	14	293	0	0	0	0	0	168	81	43	124	292
January,2016	88860	2041	90901	110844	5477	5794	170	2	172	23	184	0	184	58	0	262	0	0	0	0	0	168	71	16	87	255
February,2016	96905	1829	98734	122721	6598	6991	117	8	125	13	167	0	167	33	0	297	0	0	0	0	0	163	103	8	111	274
March,2016	94695	661	95356	130481	6835	7296	141	2	143	5	170	3	173	34	0	779	4	0	0	0	0	134	93	14	107	241
April,2016	92415	647	93062	125459	6608	7054	149	0	149	10	112	0	112	16	0	572	0	0	0	0	0	118	81	3	83	201
May,2016	94287	498	94785	127572	7205	7627	246	7	253	6	223	0	223	44	0	905	0	0	0	17420	4	153	101	18	119	272
June,2016	90511	330	90841	123696	6556	6978	118	0	118	12	161	0	161	38	0	8	0	0	0	0	9	252	73	21	94	346
July,2016	97708	494	98202	123879	6391	6912	117	0	117	3	205	0	205	54	0	12	0	0	0	0	15	187	91	26	117	304
August,2016	93861	2171	96032	133430	6794	7244	133	0	133	5	272	0	272	21	0	253	0	0	0	0	44	200	141	17	158	358
September,2016	95126	1036	96162	117412	8986	6552	103	0	103	7	136	1	137	31	0	416	0	0	0	0	57	84	100	48	148	232
October,2016	93256	1628	94884	124177	6321	6774	138	2	140	4	197	0	197	13	0	466	0	0	0	0	21	194	125	24	149	343
November,2016	95235	1326	96561	141635	6614	7068	309	0	309	3	332	0	332	49	0	471	0	0	0	0	25	220	137	42	179	399
December,2016	95618	1361	96979	143787	6807	6863	144	1	145	0	183	0	183	3	0	457	0	0	0	0	4	171	74	24	98	269
January,2017	97680	1034	98714	136350	6727	7256	159	0	159	1	196	12	208	5	0	648	0	0	31	0	3	261	74	32	106	367
February,2017	94263	1324	95587	130426	6503	7006	138	0	138	6	181	40	221	33	0	421	0	0	14	0	3	184	86	39	125	309
March,2017	94345	2059	96404	132741	6643	7158	167	0	167	7	242	31	273	41	0	763	0	0	10	0	8	84	94	25	119	203
April,2017	94320	1734	96054	130749	6362	8075	126	0	126	1	214	27	241	27	0	725	0	0	89	0	3	105	65	30	95	200
May,2017	92349	1728	94077	126267	6033	6461	159	0	159	3	135	2	137	5	0	551	1	0	6	0	2	211	57	15	72	283
June,2017	85387	1325	86712	106319	5239	5668	109	0	109	2	91	19	110	5	0	521	0	0	0	0	0	207	31	13	44	251
July,2017	91853	1769	93622	115570	5854	6317	153	0	153	0	178	33	211	67	0	737	3	0	0	0	0	207	86	27	113	320
August,2017	88676	1721	90397	119701	5921	6275	209	0	209	0	271	32	303	9	0	651	0	0	0	0	0	151	82	62	144	295
September,2017	83776	1660	85436	103528	5373	5682	138	1	139	1	202	0	202	4	0	459	0	0	0	0	0	99	78	25	105	204
October,2017	86096	2500	88596	117625	5195	5765	153	0	153	6	198	0	198	9	0	529	2	0	0	0	2	192	82	32	114	306
November,2017	84497	1350	85847	118868	6214	5893	156	0	156	0	309	5	314	12	85	545	4	0	0	0	0	150	63	42	105	255
December,2017	68949	1278	70227	93713	5607	4766	230	1	231	0	321	9	330	16	93	409	0	0	0	0	0	200	51	33	84	284
January,2018	58426	1807	60233	113601	5331	5644	225	0	225	0	317	1	318	4	61	388	0	0	0	0	0	232	91	48	139	371
February,2018	44330	1810	46140	84818	4869	5229	124	0	124	0	174	100	274	41	45	268	4	0	0	8	0	175	63	29	82	257
March,2018	43663	1846	45509	81390	5132	5345	165	0	165	0	384	2	386	14	80	371	0	0	2	0	0	190	98	30	128	318
April,2018	56880	1738	58618	92366	5119	5359	68	0	68	2	244	0	244	6	77	256	0	0	0	0	0	119	50	15	65	184
May,2018	59570	1816	61386	79129	5065	5328	84	0	84	0	133	3	136	2	12	299	0	1	0	0	0	69	61	22	83	152
June,2018	62170	1713	63883	77951	4883	5116	67	2	69	4	148	4	152	7	15	295	0	0	0	0	0	194	36	19	55	249
July,2018	67171	1556	68727	74836	5334	5541	100	0	100	4	135	0	135	5	10	417	1	0	0	0	0	258	53	19	71	329
August,2018	61176	1482	62658	70579	4718	4998	86	0	86	6	32	0	32	0	9	462	14	0	0	0	0	151	33	14	47	198
September,2018	65127	1556	66683	76977	5551	5856	83	0	83	1	18	64	82	0	5	680	0	0	0	0	0	138	22	19	41	179
