monthid	Shukhi	Apon	Pill_total	Condom	Inj_vial	Inj_siringe	IUD_normal	IUD_partum	IUD_total	IUD_remove	Imp_normal	Imp_Jadel	Imp_total	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Permanent_method
July,2007	101792	0	101792	40336	13413	0	118	0	118	0	0	0	0	0	314	0	0	0	0	0	0	74	79	0	79	153
August,2007	89020	0	89020	38958	12287	0	62	0	62	0	0	0	0	0	286	0	0	0	0	0	0	31	41	0	41	72
September,2007	92584	0	92584	37794	13037	0	106	0	106	0	28	0	28	0	207	0	0	0	0	0	0	52	32	0	32	84
October,2007	94319	0	94319	39851	12645	0	105	0	105	0	44	0	44	0	230	0	0	0	0	0	0	46	22	0	22	68
November,2007	95368	0	95368	37536	14313	0	301	0	301	0	118	0	118	0	212	0	0	0	0	0	0	75	49	0	49	124
December,2007	94620	0	94620	34237	14146	0	171	0	171	0	61	0	61	0	191	0	0	0	0	0	0	41	52	0	52	93
January,2008	94703	0	94703	33042	14609	0	208	0	208	0	166	0	166	0	260	0	0	0	0	0	0	54	42	0	42	96
February,2008	97313	0	97313	29205	16172	0	225	0	225	0	215	0	215	0	265	0	0	0	0	0	0	65	84	0	84	149
March,2008	90136	0	90136	23665	16713	0	245	0	245	0	182	0	182	0	334	0	0	0	0	0	0	57	72	0	72	129
April,2008	92159	0	92159	12630	16220	0	288	0	288	0	308	0	308	0	367	0	0	0	0	0	0	51	60	0	60	111
May,2008	93436	0	93436	25657	16713	0	271	0	271	0	138	0	138	0	323	0	0	0	0	0	0	22	39	0	39	61
June,2008	96856	0	96856	29996	16676	0	264	0	264	0	172	0	172	0	412	0	0	0	0	0	0	44	59	0	59	103
July,2008	98710	0	98710	31497	17593	0	280	0	280	0	198	0	198	0	281	0	0	0	0	0	0	41	57	0	57	98
August,2008	94505	0	94505	30276	17793	0	271	0	271	0	166	0	166	0	282	0	0	0	0	0	0	31	40	0	40	71
September,2008	93607	0	93607	34985	15562	0	200	0	200	0	151	0	151	0	233	0	0	0	0	0	0	32	39	0	39	71
October,2008	94430	0	94430	37546	17187	0	304	0	304	0	244	0	244	0	338	0	0	0	0	0	0	93	97	0	97	190
November,2008	89203	0	89203	40479	20202	0	839	0	839	0	525	0	525	0	2706	0	0	0	0	0	0	158	190	0	190	348
December,2008	88952	0	88952	36589	15944	0	176	0	176	0	38	0	38	0	2943	0	0	0	0	0	0	41	39	0	39	80
January,2009	94508	0	94508	43034	17838	0	297	0	297	0	50	0	50	0	2357	0	0	0	0	0	0	68	59	0	59	127
February,2009	95111	0	95111	40173	19873	0	348	0	348	0	51	0	51	0	2468	0	0	0	0	0	0	69	106	0	106	175
March,2009	92364	0	92364	44161	19090	0	467	0	467	0	22	0	22	0	1088	0	0	0	0	0	0	117	93	0	93	210
April,2009	92536	0	92536	49915	18219	0	780	0	780	0	10	0	10	0	2753	0	0	0	0	0	0	330	183	0	183	513
May,2009	91830	0	91830	42581	18177	0	318	0	318	0	4	0	4	0	481	0	0	0	0	0	0	122	73	0	73	195
June,2009	94241	0	94241	50123	18437	0	294	0	294	0	23	0	23	0	321	0	0	0	0	0	0	88	75	0	75	163
July,2009	94456	0	94456	46815	18753	0	317	0	317	0	4	0	4	0	582	0	0	0	0	0	0	127	120	0	120	247
August,2009	92542	0	92542	45467	19841	0	321	0	321	0	116	0	116	0	0	0	0	0	0	0	0	110	87	0	87	197
September,2009	92331	0	92331	48553	17822	0	173	0	173	0	29	0	29	0	0	0	0	0	0	0	0	83	28	0	28	111
October,2009	94980	0	94980	59731	18216	0	368	0	368	0	99	0	99	0	0	0	0	0	0	0	0	216	191	0	191	407
November,2009	95509	0	95509	58526	15584	0	445	0	445	0	100	0	100	0	0	0	0	0	0	0	0	160	82	0	82	242
December,2009	94103	0	94103	64748	13059	0	422	0	422	0	216	0	216	0	0	0	0	0	0	0	0	125	94	0	94	219
January,2010	93305	0	93305	58414	19275	0	368	0	368	0	279	0	279	0	0	0	0	0	0	0	0	83	61	0	61	144
February,2010	89587	0	89587	60330	19745	0	256	0	256	0	398	0	398	0	0	0	0	0	0	0	0	83	77	0	77	160
March,2010	97378	0	97378	64795	17806	0	182	0	182	0	473	0	473	0	2	0	0	0	0	0	0	88	88	0	88	176
April,2010	93013	0	93013	56731	19266	0	130	0	130	0	455	0	455	0	124	0	0	0	0	0	0	84	123	0	123	207
