Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:27
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	270997	0	270997	451105	30378	0	307	0	307	0	288	0	288	0	2	0	0	0	0	0	0	433	217	0	217	650
Khulna	196744	0	196744	413316	30166	0	270	0	270	0	401	0	401	0	21	0	0	0	0	0	0	387	113	0	113	500
Barisal	55181	0	55181	114895	12229	0	125	0	125	0	98	0	98	0	6	0	0	0	0	0	0	189	18	0	18	207
Dhaka	423435	0	423435	841071	63203	0	966	0	966	0	698	0	698	0	57	0	0	0	0	0	0	953	177	0	177	1130
Chittagong	208881	0	208881	659293	51890	0	276	0	276	0	429	0	429	0	12	0	0	0	0	0	0	288	61	0	61	349
Sylhet	22817	0	22817	56498	4484	0	45	0	45	0	87	0	87	0	2	0	0	0	0	0	0	82	157	0	157	239
Rangpur	149585	0	149585	287391	25488	0	248	0	248	0	336	0	336	0	0	0	0	0	0	0	0	205	76	0	76	281
Mymensingh	96979	0	96979	198749	9520	0	62	0	62	0	99	0	99	0	10	0	0	0	0	0	0	173	20	0	20	193

 
