Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:27
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	244631	0	244631	485081	31159	0	461	0	461	0	348	0	348	0	7	0	0	0	0	0	0	651	943	0	943	1594
Khulna	211441	0	211441	547546	42580	0	474	0	474	0	343	0	343	0	15	0	0	0	0	0	0	473	152	0	152	625
Barisal	27418	0	27418	33365	3727	0	110	0	110	0	102	0	102	0	20	0	0	0	0	0	0	28	10	0	10	38
Dhaka	481722	0	481722	1159946	66704	0	1487	0	1487	0	883	0	883	0	2	0	0	0	0	0	0	1446	370	0	370	1816
Chittagong	208798	0	208798	753347	46094	0	559	0	559	0	524	0	524	0	0	0	0	0	0	0	0	421	153	0	153	574
Sylhet	2106	0	2106	3723	693	0	13	0	13	0	0	0	0	0	0	0	0	0	0	0	0	53	34	0	34	87
Rangpur	145391	0	145391	265967	23836	0	283	0	283	0	354	0	354	0	0	0	0	0	0	0	0	565	226	0	226	791
Mymensingh	96215	0	96215	214405	7626	0	160	0	160	0	126	0	126	0	5	0	0	0	0	0	0	243	38	0	38	281

 
