Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:28
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	172172	0	172172	456157	27406	21698	183	14	197	41	386	0	386	23	3	0	0	0	0	0	0	387	135	1	136	523
Khulna	159652	0	159652	462970	30235	31038	288	3	291	26	209	0	209	50	11	8	0	0	0	0	0	380	75	56	131	511
Barisal	41880	0	41880	89870	10040	11779	131	0	107	11	115	0	115	18	1	3	0	0	0	0	0	150	3	1	4	154
Dhaka	385549	0	385549	1140201	56246	59578	1049	10	1059	82	672	0	672	65	4	37	0	0	0	0	0	1238	133	75	208	1446
Chittagong	147687	0	147687	551611	34220	34172	352	6	340	18	292	0	292	65	29	6	0	0	0	0	0	106	23	14	37	143
Sylhet	33649	0	33649	87008	5889	7316	55	1	55	1	99	0	99	25	0	27	0	0	0	0	0	91	152	3	155	246
Rangpur	102505	0	102505	162114	13449	13729	162	2	164	17	206	0	206	26	0	0	0	0	0	0	0	276	139	1	140	416
Mymensingh	89915	0	89915	249463	8153	8254	99	3	103	13	170	0	170	55	0	0	0	0	0	0	0	176	11	18	29	205

 
