Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:28
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	171568	0	171568	548720	30052	32162	236	44	280	65	471	0	471	106	2	17	0	0	0	0	0	474	188	22	210	684
Khulna	181894	0	181894	494478	31010	32721	295	0	295	50	358	0	358	41	0	40	0	0	0	0	0	205	48	43	91	296
Barisal	52249	0	52249	101101	13233	14046	176	3	179	9	186	0	186	18	0	116	0	0	0	0	0	175	3	5	8	183
Dhaka	443928	0	443928	1120003	64347	69524	1410	8	1418	137	1587	0	1587	143	4	624	0	0	0	0	0	1170	98	109	207	1377
Chittagong	170546	0	170546	583112	40792	41849	442	4	446	1145	612	0	612	163	3	183	0	0	0	0	0	184	36	32	68	252
Sylhet	45359	0	45359	101503	7169	7422	61	0	61	7	271	0	271	36	0	88	0	0	0	0	0	53	109	0	109	162
Rangpur	161281	0	161281	302182	25567	25469	212	17	229	46	608	0	608	71	39	30	0	0	0	0	0	156	77	23	100	256
Mymensingh	75459	0	75459	218085	7903	8031	152	1	153	7	138	0	138	0	2	263	0	0	0	0	0	117	6	18	24	141

 
