Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:28
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	117895	0	117895	381863	19849	20182	117	0	117	23	365	0	365	64	0	3	0	0	0	0	0	765	202	0	202	967
Khulna	195558	0	195558	451644	27398	29547	208	6	214	27	331	0	331	35	0	0	0	0	0	0	0	419	65	46	111	530
Barisal	26804	0	26804	82941	8971	9689	74	0	69	11	68	0	68	16	0	0	0	0	0	0	0	72	1	4	5	77
Dhaka	409855	0	409855	1184187	59006	61404	958	4	954	94	696	0	696	45	1	43	0	0	0	0	0	1156	386	52	438	1594
Chittagong	180312	0	180312	726881	39118	40023	327	2	318	48	467	0	467	105	16	0	0	0	0	0	0	251	92	27	119	370
Sylhet	28031	0	28031	85357	5504	5865	57	1	58	5	125	0	125	15	0	13	0	0	0	0	0	178	148	3	151	329
Rangpur	340397	0	340397	321658	24394	25137	168	0	87	24	363	0	363	41	30	0	0	0	0	0	0	601	202	43	245	846
Mymensingh	84956	0	84956	205478	8028	8607	89	0	89	8	132	0	132	39	2	0	0	0	0	0	0	234	20	9	29	263

 
