Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:28
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	185726	0	185726	572877	31322	31944	246	60	306	58	436	0	436	150	0	14	0	0	0	0	0	483	78	17	95	578
Khulna	169476	0	169476	438535	29272	30947	411	1	412	63	413	0	413	46	0	113	0	0	0	0	0	33	38	46	84	117
Barisal	47966	0	47966	91708	12922	13911	176	14	190	15	192	0	192	37	6	2	0	0	0	0	0	150	7	6	13	163
Dhaka	426792	0	426792	1101350	62894	92809	1555	60	1615	149	1518	0	1518	225	2	973	0	0	0	0	0	858	115	135	250	1108
Chittagong	184192	0	184192	575260	41239	42529	690	98	788	260	661	0	661	187	0	393	0	0	0	0	0	160	37	57	94	254
Sylhet	40401	0	40401	87280	6517	6764	90	0	90	3	335	0	335	67	0	119	0	0	0	0	0	72	134	0	134	206
Rangpur	170086	0	170086	307851	27683	28752	304	0	304	52	500	0	500	121	23	73	0	0	0	0	0	162	68	34	102	264
Mymensingh	85156	0	85156	218557	8520	8989	194	0	194	13	254	0	254	10	0	0	0	0	0	0	0	152	7	25	32	184

 
