Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:27
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	124854	0	124854	268895	17278	0	12	0	12	0	0	0	0	0	395	0	0	0	0	0	0	461	93	0	93	554
Khulna	108197	0	108197	220919	22502	0	33	0	33	0	0	0	0	0	637	0	0	0	0	0	0	412	102	0	102	514
Barisal	34528	0	34528	57914	12712	0	27	0	27	0	7	0	7	0	592	0	0	0	0	0	0	47	40	0	40	87
Dhaka	197469	0	197469	635685	44149	0	120	0	120	0	82	0	82	0	1361	0	0	0	0	0	0	633	268	0	268	901
Chittagong	164166	0	164166	367911	25602	0	187	0	187	0	12	0	12	0	470	0	0	0	0	0	0	164	88	0	88	252
Sylhet	10388	0	10388	67872	3094	0	10	0	10	0	0	0	0	0	119	0	0	0	0	0	0	7	28	0	28	35
Rangpur	82599	0	82599	173713	18710	0	49	0	49	0	0	0	0	0	581	0	0	0	0	0	0	372	61	0	61	433
Mymensingh	25649	0	25649	151726	6983	0	14	0	14	0	0	0	0	0	173	0	0	0	0	0	0	67	8	0	8	75

 
