Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:28
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	183158	0	183158	558456	29236	31751	258	35	293	53	530	0	530	142	0	97	0	0	0	0	0	460	142	32	174	634
Khulna	173616	0	173616	466322	29489	31259	273	0	273	25	389	0	389	76	0	56	0	0	0	0	0	152	52	40	92	244
Barisal	47997	0	47997	91913	12605	13409	164	9	173	6	192	0	192	46	0	2	0	0	0	0	0	146	9	3	12	158
Dhaka	421688	0	421688	1026621	65351	69649	1284	17	1301	146	1398	0	1398	183	8	880	0	0	0	0	0	955	110	87	197	1152
Chittagong	184388	0	184388	583247	41318	42378	512	11	523	42	655	0	655	207	0	237	0	0	0	0	0	155	47	51	98	253
Sylhet	46079	0	46079	99980	6925	7392	72	0	72	6	229	0	229	45	0	54	0	0	0	0	0	25	124	0	124	149
Rangpur	179429	0	179429	337193	29684	30910	204	0	204	70	816	0	816	99	27	78	0	0	0	0	0	185	132	25	157	342
Mymensingh	63944	0	63944	181719	7587	8021	132	0	132	16	200	0	200	59	0	0	0	0	0	0	0	154	7	11	18	172

 
