Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:28
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	188926	0	188926	544432	29076	32179	177	15	192	76	514	0	514	222	16	286	0	0	0	0	0	475	120	39	159	634
Khulna	175238	0	175238	443909	31707	34441	278	0	278	45	339	0	339	64	4	65	0	0	0	0	0	228	50	53	103	331
Barisal	46559	0	46559	106099	12780	13812	101	10	111	21	151	0	151	33	10	192	0	0	0	0	0	151	5	11	16	167
Dhaka	419990	0	419990	1147338	60148	64365	1088	60	1148	107	1427	0	1427	261	5	707	0	0	0	0	0	949	96	149	245	1194
Chittagong	160167	0	160167	485791	36577	36416	286	24	310	50	559	0	559	256	39	220	0	0	0	0	0	55	18	45	63	118
Sylhet	44302	0	44302	117960	6891	7247	71	0	71	4	249	0	249	56	0	63	0	0	0	0	0	125	158	0	158	283
Rangpur	150678	0	150678	262927	26224	27274	238	0	238	36	532	0	532	120	4	283	0	0	0	0	0	202	111	41	152	354
Mymensingh	55064	0	55064	186721	6478	6743	82	7	89	6	182	0	182	58	0	0	0	0	0	0	0	126	3	33	36	162

 
