Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:28
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	157870	0	157870	610721	23580	20737	247	10	254	18	494	0	494	33	1	0	0	0	0	0	0	405	153	0	154	559
Khulna	195909	0	195909	507162	31150	32558	298	2	301	17	233	0	233	33	3	0	0	0	0	0	0	290	64	35	99	389
Barisal	42365	0	42365	106801	14773	10995	510	4	169	61	88	0	88	58	22	0	0	0	0	0	0	184	21	6	27	211
Dhaka	431808	0	431808	1179171	60965	61848	1017	20	1026	108	568	0	568	64	3	37	0	0	0	0	0	1314	157	59	213	1527
Chittagong	172555	0	172555	660906	38111	37905	392	0	392	32	230	0	230	104	21	3	0	0	0	0	0	184	51	2	53	237
Sylhet	30612	0	30612	78298	5971	6524	53	0	53	2	137	0	137	30	0	39	0	0	0	0	0	121	110	5	115	236
Rangpur	89104	0	89104	128473	10188	10464	113	0	113	27	135	0	135	35	7	0	0	0	0	0	0	249	57	0	57	306
Mymensingh	81328	0	81328	213547	8238	7501	133	0	126	0	165	0	165	0	7	0	0	0	0	0	0	194	18	11	29	223

 
