Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:27
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	262238	0	262238	471513	35329	0	295	0	295	0	174	0	174	0	12	0	0	0	0	0	0	1049	326	0	326	1375
Khulna	213382	0	213382	497839	33232	0	225	0	225	0	183	0	183	0	34	0	0	0	0	0	0	713	178	0	178	891
Barisal	51184	0	51184	118178	12473	0	115	0	115	0	123	0	123	0	9	0	0	0	0	0	0	372	33	0	33	405
Dhaka	463426	0	463426	989737	64452	0	1169	0	1169	0	441	0	441	0	105	0	0	0	0	0	0	1363	381	0	381	1744
Chittagong	207547	0	207547	701262	49382	0	253	0	253	0	333	0	333	0	2	0	0	0	0	0	0	500	128	0	128	628
Sylhet	22834	0	22834	77954	5204	0	37	0	37	0	47	0	47	0	3	0	0	0	0	0	0	438	294	0	294	732
Rangpur	141299	0	141299	262634	27684	0	111	0	111	0	138	0	138	0	16	0	0	0	0	0	0	420	202	0	202	622
Mymensingh	90122	0	90122	185059	9521	0	51	0	51	0	59	0	59	0	6	0	0	0	0	0	0	171	33	0	33	204

 
