Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:27
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	258568	0	258568	459504	32117	0	268	0	268	0	272	0	272	0	3	0	0	0	0	0	0	305	118	0	118	423
Khulna	213792	0	213792	443024	32675	0	289	0	289	0	424	0	424	0	33	0	0	0	0	0	0	339	98	0	98	437
Barisal	43264	0	43264	108544	14026	0	156	0	156	0	125	0	125	0	0	0	0	0	0	0	0	267	8	0	8	275
Dhaka	426619	0	426619	847732	67238	0	1007	0	1007	0	623	0	623	0	30	0	0	0	0	0	0	1166	223	0	223	1389
Chittagong	207170	0	207170	719535	48122	0	313	0	313	0	470	0	470	0	14	0	0	0	0	0	0	374	78	0	78	452
Sylhet	24106	0	24106	60311	5277	0	44	0	44	0	133	0	133	0	12	0	0	0	0	0	0	101	168	0	168	269
Rangpur	148312	0	148312	281510	26093	0	143	0	143	0	358	0	358	0	10	0	0	0	0	0	0	245	150	0	150	395
Mymensingh	91934	0	91934	194671	9244	0	94	0	94	0	191	0	191	0	30	0	0	0	0	0	0	189	21	0	21	210

 
