Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:28
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	207415	1630	209045	392844	31158	33207	250	9	259	51	189	67	256	127	6	286	0	0	0	0	0	186	100	54	154	340
Khulna	186557	485	187042	346115	31418	33496	210	14	224	15	112	14	126	56	21	71	0	0	0	0	0	134	16	67	83	217
Barisal	38449	162	38611	71725	14223	15439	85	2	87	4	50	1	51	17	0	178	0	0	0	4870	0	145	2	2	4	149
Dhaka	449600	2690	452290	703019	59108	62169	978	58	1036	142	633	30	663	333	44	541	3	0	0	0	0	502	45	124	265	767
Chittagong	179653	2941	182594	323959	32361	32517	514	74	588	34	406	15	421	131	10	948	0	0	0	0	0	251	28	161	189	440
Sylhet	58822	662	59484	46213	10050	10652	88	6	94	1	21	0	21	0	0	0	0	0	0	0	0	34	118	22	140	174
Rangpur	142802	758	143560	193649	25630	26267	242	24	266	66	77	10	87	124	0	207	0	0	0	5	2	54	55	40	94	148
Mymensingh	62399	334	62733	85141	6840	7366	53	2	55	7	29	0	29	35	5	32	0	0	0	0	0	59	0	18	14	73

 
