Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:27
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	185291	0	185291	161426	25831	0	149	0	149	0	12	0	12	0	2002	0	0	0	0	0	0	113	37	0	37	150
Khulna	151516	0	151516	210569	25794	0	173	0	173	0	188	0	188	0	970	0	0	0	0	0	0	414	31	0	31	445
Barisal	26346	0	26346	36108	10281	0	49	0	49	0	26	0	26	0	482	0	0	0	0	0	0	119	2	0	2	121
Dhaka	319947	0	319947	490469	56306	0	632	0	632	0	28	0	28	0	1114	0	0	0	0	0	0	659	166	0	166	825
Chittagong	195748	0	195748	388303	38017	0	177	0	177	0	139	0	139	0	5271	0	0	0	0	0	0	220	48	0	48	268
Sylhet	7821	0	7821	17775	2436	0	16	0	16	0	31	0	31	0	116	0	0	0	0	0	0	21	39	0	39	60
Rangpur	139615	0	139615	79793	22938	0	108	0	108	0	31	0	31	0	964	0	0	0	0	0	0	50	58	0	58	108
Mymensingh	80606	0	80606	113618	10159	0	44	0	44	0	12	0	12	0	154	0	0	0	0	0	0	30	13	0	13	43

 
