Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:28
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	147042	0	147042	505124	24928	26167	172	0	172	26	701	0	701	110	0	2	0	0	0	0	0	356	188	8	196	552
Khulna	161386	0	161386	454652	29306	31036	201	4	205	21	341	0	341	44	0	0	0	0	0	0	0	259	52	38	90	349
Barisal	53512	0	53512	118315	13151	14427	108	1	109	6	221	0	221	31	0	3	0	0	0	0	0	194	12	6	18	212
Dhaka	431070	0	431070	1276126	59949	63918	986	11	997	100	967	0	967	215	2	122	0	0	0	0	0	835	107	80	187	1022
Chittagong	169561	0	169561	630663	42189	44403	301	0	301	47	483	0	483	94	1	20	0	0	0	0	0	53	38	15	53	106
Sylhet	50157	0	50157	127732	6775	7271	84	0	84	4	218	0	218	79	0	2	0	0	0	0	0	88	134	0	134	222
Rangpur	155930	0	155930	280931	25574	26264	184	0	184	37	495	0	495	128	5	19	0	0	0	0	0	226	197	15	212	438
Mymensingh	75649	0	75649	191565	7992	8556	89	0	89	4	113	0	113	86	3	0	0	0	0	0	0	228	6	8	14	242

 
