Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:27
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	272835	0	272835	466964	31608	0	287	0	287	0	412	0	412	0	4	0	0	0	0	0	0	420	217	0	217	637
Khulna	209807	0	209807	461720	31509	0	275	0	275	0	443	0	443	0	24	0	0	0	0	0	0	366	116	0	116	482
Barisal	53979	0	53979	99795	11598	0	170	0	170	0	135	0	135	0	2	0	0	0	0	0	0	160	16	0	16	176
Dhaka	447474	0	447474	904694	65285	0	1176	0	1176	0	766	0	766	0	93	0	0	0	0	0	0	1037	249	0	249	1286
Chittagong	214622	0	214622	713527	47903	0	317	0	317	0	393	0	393	0	5	0	0	0	0	0	0	338	73	0	73	411
Sylhet	21284	0	21284	58216	4810	0	54	0	54	0	66	0	66	0	0	0	0	0	0	0	0	62	162	0	162	224
Rangpur	147617	0	147617	286632	25179	0	198	0	198	0	329	0	329	0	1	0	0	0	0	0	0	269	192	0	192	461
Mymensingh	99457	0	99457	378091	7857	0	70	0	70	0	84	0	84	0	0	0	0	0	0	0	0	157	20	0	20	177

 
