Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:27
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	245594	0	245594	565508	31450	0	271	0	271	0	337	0	337	0	23	0	0	0	0	0	0	395	168	0	168	563
Khulna	195984	0	195984	471726	28275	0	256	0	256	0	215	0	215	0	2	0	0	0	0	0	0	407	97	0	97	504
Barisal	48921	0	48921	126669	12434	0	141	0	141	0	117	0	117	0	37	0	0	0	0	0	0	257	13	0	13	270
Dhaka	412622	0	412622	1249201	62256	0	910	0	910	0	687	0	687	0	6	0	0	0	0	0	0	1202	223	0	223	1425
Chittagong	158202	0	158202	671865	41892	0	312	0	312	0	310	0	310	0	549	0	0	0	0	0	0	305	70	0	70	375
Sylhet	23977	0	23977	73510	5324	0	55	0	55	0	93	0	93	0	0	0	0	0	0	0	0	162	242	0	242	404
Rangpur	156556	0	156556	294475	25633	0	154	0	154	0	286	0	286	0	0	0	0	0	0	0	0	392	115	0	115	507
Mymensingh	74866	0	74866	183726	7210	0	60	0	60	0	172	0	172	0	3	0	0	0	0	0	0	144	11	0	11	155

 
