Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:27
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	234739	0	234739	357384	21504	0	295	0	295	0	49	0	49	0	1	0	0	0	0	0	0	1492	398	0	398	1890
Khulna	178243	0	178243	368577	28557	0	334	0	334	0	52	0	52	0	15	0	0	0	0	0	0	667	140	0	140	807
Barisal	46508	0	46508	85231	6179	0	360	0	360	0	14	0	14	0	0	0	0	0	0	0	0	326	25	0	25	351
Dhaka	430811	0	430811	892508	66031	0	713	0	713	0	20	0	20	0	0	0	0	0	0	0	0	1170	402	0	402	1572
Chittagong	181461	0	181461	561542	41308	0	320	0	320	0	96	0	96	0	212	0	0	0	0	0	0	229	146	0	146	375
Sylhet	24100	0	24100	82040	5472	0	45	0	45	0	26	0	26	0	0	0	0	0	0	0	0	342	293	0	293	635
Rangpur	169865	0	169865	241914	23079	0	274	0	274	0	1	0	1	0	3	0	0	0	0	0	0	992	336	0	336	1328
Mymensingh	93077	0	93077	198755	7371	0	112	0	112	0	0	0	0	0	0	0	0	0	0	0	0	305	45	0	45	350

 
