Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:27
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	171099	0	171099	374017	21817	0	239	0	239	0	189	0	189	0	4	0	0	0	0	0	0	404	189	0	189	593
Khulna	180546	0	180546	427314	27050	0	269	0	269	0	218	0	218	0	15	0	0	0	0	0	0	438	147	0	147	585
Barisal	35250	0	35250	78278	10032	0	126	0	126	0	77	0	77	0	22	0	0	0	0	0	0	138	4	0	4	142
Dhaka	387503	0	387503	932054	64443	0	1445	0	1445	0	632	0	632	0	1	0	0	0	0	0	0	1307	277	0	277	1584
Chittagong	157634	0	157634	533701	33329	0	225	0	225	0	221	0	221	0	7	0	0	0	0	0	0	269	65	0	65	334
Sylhet	761	0	761	1865	181	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rangpur	169095	0	169095	246559	25175	0	171	0	171	0	262	0	262	0	0	0	0	0	0	0	0	404	220	0	220	624
Mymensingh	95369	0	95369	200937	8399	0	150	0	150	0	116	0	116	0	38	0	0	0	0	0	0	174	27	0	27	201

 
