Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:27
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	248873	0	248873	446544	23940	0	151	0	151	0	0	0	0	0	0	0	0	0	0	0	0	458	132	0	132	590
Khulna	205557	0	205557	435884	19950	0	218	0	218	0	0	0	0	0	10	0	0	0	0	0	0	624	148	0	148	772
Barisal	50108	0	50108	106544	12713	0	90	0	90	0	60	0	60	0	0	0	0	0	0	0	0	150	23	0	23	173
Dhaka	407515	0	407515	1042721	45973	0	294	0	294	0	1	0	1	0	48	0	0	0	0	0	0	976	282	0	282	1258
Chittagong	209749	0	209749	721366	49106	0	141	0	141	0	209	0	209	0	24	0	0	0	0	0	0	285	78	0	78	363
Sylhet	24277	0	24277	70385	4346	0	48	0	48	0	44	0	44	0	0	0	0	0	0	0	0	118	187	0	187	305
Rangpur	152750	0	152750	228170	15256	0	109	0	109	0	0	0	0	0	25	0	0	0	0	0	0	191	92	0	92	283
Mymensingh	85129	0	85129	165737	4662	0	22	0	22	0	0	0	0	0	0	0	0	0	0	0	0	200	29	0	29	229

 
