Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:27
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	237853	0	237853	448900	25424	0	218	0	218	0	0	0	0	0	0	0	0	0	0	0	0	381	102	0	102	483
Khulna	180039	0	180039	392819	27298	0	265	0	265	0	3	0	3	0	0	0	0	0	0	0	0	530	140	0	140	670
Barisal	39550	0	39550	91601	10110	0	183	0	183	0	74	0	74	0	0	0	0	0	0	0	0	136	26	0	26	162
Dhaka	444264	0	444264	1072697	273057	0	602	0	602	0	1	0	1	0	0	0	0	0	0	0	0	779	217	0	217	996
Chittagong	192967	0	192967	665978	52902	0	1076	0	1076	0	263	0	263	0	0	0	0	0	0	0	0	292	96	0	96	388
Sylhet	23610	0	23610	71218	3731	0	51	0	51	0	71	0	71	0	0	0	0	0	0	0	0	63	142	0	142	205
Rangpur	167528	0	167528	221607	24628	0	160	0	160	0	0	0	0	0	0	0	0	0	0	0	0	378	199	0	199	577
Mymensingh	80472	0	80472	152257	6574	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	180	28	0	28	208

 
