Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:27
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	209779	0	209779	337319	34313	0	301	0	301	0	0	0	0	0	0	0	0	0	0	0	0	963	195	0	195	1158
Khulna	173589	0	173589	286483	35782	0	229	0	229	0	32	0	32	0	24	0	0	0	0	0	0	642	89	0	89	731
Barisal	45180	0	45180	68822	13820	0	248	0	248	0	0	0	0	0	0	0	0	0	0	0	0	320	16	0	16	336
Dhaka	404102	0	404102	838644	71325	0	745	0	745	0	27	0	27	0	133	0	0	0	0	0	0	824	246	0	246	1070
Chittagong	177833	0	177833	490848	44870	0	209	0	209	0	8	0	8	0	0	0	0	0	0	0	0	353	68	0	68	421
Sylhet	22483	0	22483	68979	5088	0	47	0	47	0	0	0	0	0	191	0	0	0	0	0	0	172	149	0	149	321
Rangpur	160521	0	160521	182618	33450	0	145	0	145	0	1	0	1	0	6	0	0	0	0	0	0	612	172	0	172	784
Mymensingh	88773	0	88773	176518	11738	0	54	0	54	0	2	0	2	0	7	0	0	0	0	0	0	99	20	0	20	119

 
