Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:28
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	244641	0	244641	590329	30451	30583	172	22	153	43	633	0	633	167	0	0	0	0	0	0	0	543	149	3	152	695
Khulna	194408	0	194408	521798	31581	39663	170	6	176	20	402	0	402	61	0	0	0	0	0	0	0	374	59	38	97	471
Barisal	53151	0	53151	116015	10162	10751	135	0	99	3	294	0	294	37	3	2	0	0	0	0	0	214	14	1	15	229
Dhaka	436180	0	436180	1015460	50508	54039	797	0	761	116	688	0	688	144	0	22	0	0	0	0	0	1050	124	89	213	1263
Chittagong	190100	0	190100	731270	41955	43294	332	0	332	55	563	0	563	182	25	12	0	0	0	0	0	241	35	46	81	322
Sylhet	31557	0	31557	89868	5770	6195	42	4	46	3	239	0	239	3	0	0	0	0	0	0	0	88	102	0	102	190
Rangpur	165348	0	165348	332152	23048	23470	143	0	111	57	373	0	373	128	26	4	0	0	0	0	0	300	148	13	161	461
Mymensingh	84182	0	84182	208782	7764	8332	73	3	76	6	158	0	158	29	21	0	0	0	0	0	0	148	11	16	27	175

 
