Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:28
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	234783	176	234959	768661	38751	41584	367	21	388	65	387	100	487	248	29	327	0	0	0	0	0	507	35	55	90	597
Khulna	169976	68	170044	544040	35848	38384	413	14	427	43	524	26	550	111	1	9	0	0	0	0	58	118	26	65	86	204
Barisal	36841	61	36902	106850	14166	15653	142	0	142	13	110	85	195	49	15	246	5	0	430	3880	0	174	2	3	5	179
Dhaka	469938	666	470604	1368747	71392	75232	1802	201	2003	219	1511	342	1853	270	22	481	0	0	0	131	47	874	58	128	171	1045
Chittagong	193585	740	194325	633415	40227	41082	558	37	595	49	620	208	828	182	7	241	0	0	150	372	0	169	18	70	88	257
Sylhet	55426	167	55593	142168	8744	9155	167	34	201	8	276	4	280	132	0	0	0	0	0	0	0	37	66	18	84	121
Rangpur	216753	232	216985	408131	33942	35163	390	1	391	52	665	5	670	141	7	429	0	0	0	0	0	104	73	42	108	212
Mymensingh	89207	215	89422	240537	10080	10605	244	6	250	0	344	0	344	31	0	18	0	0	0	1830	0	127	0	12	12	139

 
