Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:27
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	168652	0	168652	379257	30770	0	572	0	572	0	157	0	157	0	5	0	0	0	0	0	0	440	135	0	135	575
Khulna	213882	0	213882	494282	30535	0	218	0	218	0	159	0	159	0	18	0	0	0	0	0	0	418	144	0	144	562
Barisal	36783	0	36783	78982	9346	0	137	0	137	0	75	0	75	0	19	0	0	0	0	0	0	120	10	0	10	130
Dhaka	405653	0	405653	1039714	54279	0	568	0	568	0	225	0	225	0	24	0	0	0	0	0	0	1130	182	0	182	1312
Chittagong	157193	0	157193	593773	35825	0	200	0	200	0	165	0	165	0	23	0	0	0	0	0	0	248	56	0	56	304
Sylhet	21178	0	21178	60117	3668	0	32	0	32	0	26	0	26	0	0	0	0	0	0	0	0	120	106	0	106	226
Rangpur	54587	0	54587	71551	6713	0	47	0	47	0	2	0	2	0	0	0	0	0	0	0	0	163	40	0	40	203
Mymensingh	83093	0	83093	175599	7250	0	61	0	61	0	54	0	54	0	0	0	0	0	0	0	0	84	10	0	10	94

 
