Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:28
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	165099	0	165099	477762	23749	24331	198	1	195	27	338	0	338	79	1	0	0	0	0	0	0	569	123	0	123	692
Khulna	198149	0	198149	492673	31622	32917	221	8	229	26	391	0	391	23	5	0	0	0	0	0	0	454	88	57	145	599
Barisal	39854	0	39854	97585	11207	12073	125	1	116	14	132	0	132	27	6	0	0	0	0	0	0	240	10	4	14	254
Dhaka	411826	0	411826	1101492	57385	59004	848	11	841	137	562	0	562	42	1	38	0	0	0	0	0	1133	134	92	226	1359
Chittagong	182454	0	182454	785500	44507	44118	550	4	554	34	359	0	359	103	34	2	0	0	0	0	0	219	67	16	83	302
Sylhet	24275	0	24275	82950	5647	5890	37	1	31	3	113	0	113	28	0	18	0	0	0	0	0	138	88	10	98	236
Rangpur	116901	0	116901	239742	17469	17759	126	0	126	20	100	0	100	4	0	0	0	0	0	0	0	169	89	32	121	290
Mymensingh	82638	0	82638	204785	8092	8752	67	0	65	2	122	0	122	28	3	0	0	0	0	0	0	223	15	12	27	250

 
