Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:27
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	302471	0	302471	229933	30400	0	270	0	270	0	11	0	11	0	1764	0	0	0	0	0	0	164	35	0	35	199
Khulna	154016	0	154016	209811	28927	0	205	0	205	0	61	0	61	0	802	0	0	0	0	0	0	251	58	0	58	309
Barisal	39304	0	39304	43547	11052	0	45	0	45	0	5	0	5	0	143	0	0	0	0	0	0	182	19	0	19	201
Dhaka	358142	0	358142	625606	67780	0	883	0	883	0	63	0	63	0	423	0	0	0	0	0	0	533	184	0	184	717
Chittagong	168624	0	168624	440997	41529	0	270	0	270	0	130	0	130	0	1253	0	0	0	0	0	0	186	61	0	61	247
Sylhet	20203	0	20203	40512	4379	0	45	0	45	0	5	0	5	0	64	0	0	0	0	0	0	24	58	0	58	82
Rangpur	135983	0	135983	104399	23526	0	138	0	138	0	15	0	15	0	185	0	0	0	0	0	0	69	103	0	103	172
Mymensingh	55500	0	55500	90851	8004	0	55	0	55	0	3	0	3	0	66	0	0	0	0	0	0	5	14	0	14	19

 
