Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:27
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	260424	0	260424	446388	27535	0	303	0	303	0	621	0	621	0	1	0	0	0	0	0	0	454	197	0	197	651
Khulna	190330	0	190330	448298	29839	0	333	0	333	0	373	0	373	0	33	0	0	0	0	0	0	417	132	0	132	549
Barisal	52317	0	52317	114580	12822	0	275	0	275	0	214	0	214	0	2	0	0	0	0	0	0	274	21	0	21	295
Dhaka	412582	0	412582	975776	63217	0	1299	0	1299	0	976	0	976	0	23	0	0	0	0	0	0	1223	323	0	323	1546
Chittagong	222293	0	222293	790690	44740	0	371	0	371	0	559	0	559	0	25	0	0	0	0	0	0	515	139	0	139	654
Sylhet	19256	0	19256	61612	4359	0	69	0	69	0	109	0	109	0	7	0	0	0	0	0	0	168	188	0	188	356
Rangpur	149369	0	149369	285448	24405	0	275	0	275	0	380	0	380	0	12	0	0	0	0	0	0	376	166	0	166	542
Mymensingh	92072	0	92072	206908	8672	0	168	0	168	0	420	0	420	0	0	0	0	0	0	0	0	131	17	0	17	148

 
