Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:27
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	243855	0	243855	421466	30782	0	229	0	229	0	180	0	180	0	3	0	0	0	0	0	0	525	194	0	194	719
Khulna	222106	0	222106	514081	33055	0	208	0	208	0	242	0	242	0	27	0	0	0	0	0	0	535	131	0	131	666
Barisal	49070	0	49070	104497	10130	0	103	0	103	0	100	0	100	0	10	0	0	0	0	0	0	274	19	0	19	293
Dhaka	425727	0	425727	1155124	61853	0	762	0	762	0	407	0	407	0	36	0	0	0	0	0	0	1037	247	0	247	1284
Chittagong	174103	0	174103	537020	31237	0	193	0	193	0	133	0	133	0	3	0	0	0	0	0	0	82	48	0	48	130
Sylhet	33390	0	33390	77002	4598	0	38	0	38	0	65	0	65	0	0	0	0	0	0	0	0	191	144	0	144	335
Rangpur	174842	0	174842	290106	24860	0	114	0	114	0	192	0	192	0	0	0	0	0	0	0	0	404	125	0	125	529
Mymensingh	96375	0	96375	193349	8721	0	81	0	81	0	62	0	62	0	0	0	0	0	0	0	0	122	26	0	26	148

 
