Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:28
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	206839	1631	208470	378206	31560	34094	223	2	225	23	173	54	227	87	2	154	0	0	0	0	0	127	67	39	106	233
Khulna	183266	948	184214	285968	31783	33316	183	0	183	15	82	0	82	46	3	17	0	0	0	1002	163	97	24	73	97	194
Barisal	37221	306	37527	62837	13804	15290	84	0	84	3	94	2	96	14	0	384	0	0	0	4000	0	114	8	0	8	122
Dhaka	396398	2121	398519	631976	53062	56000	695	44	739	121	541	38	579	284	52	600	0	0	0	250	37	409	32	130	151	560
Chittagong	182763	2222	184985	296112	33514	33983	449	40	489	43	400	8	408	75	15	1035	0	0	0	0	0	218	22	137	161	379
Sylhet	53965	1090	55055	33780	10130	10672	52	0	52	4	2	0	2	17	0	0	0	0	0	0	0	68	88	19	107	175
Rangpur	136563	701	137264	191050	26498	27407	239	4	243	56	260	0	260	122	0	336	0	0	0	0	0	49	53	47	100	149
Mymensingh	60482	173	60655	81282	7147	7794	54	1	55	6	51	4	55	25	8	41	0	0	0	0	0	36	1	11	12	48

 
