Dump For Table thana from Database dgfpmis_ss8 on 10-23-2018 09:27
Div_Name	shukhi	apon	Pill	condom	inj_vial	inj_siringe	iud_normal	iud_partum	iud_total	iud_remove	imp_normal	imp_jadel	Implant	implant_remove	ecp	misoprostol	mrm_pack	inj_mgs4	mnp_saset	ifa_number	sanitary_pad	per_male	femalenormal	femalepn	female_total	Pmethod	
Rajshahi	219522	0	219522	186009	29438	0	143	0	143	0	30	0	30	0	2328	0	0	0	0	0	0	318	18	0	18	336
Khulna	126071	0	126071	148897	22416	0	109	0	109	0	87	0	87	0	748	0	0	0	0	0	0	538	29	0	29	567
Barisal	43943	0	43943	48312	9791	0	63	0	63	0	29	0	29	0	52	0	0	0	0	0	0	199	6	0	6	205
Dhaka	346507	0	346507	502583	57430	0	544	0	544	0	187	0	187	0	1190	0	0	0	0	0	0	401	147	0	147	548
Chittagong	192360	0	192360	337729	34221	0	114	0	114	0	62	0	62	0	829	0	0	0	0	0	0	229	47	0	47	276
Sylhet	22324	0	22324	38168	3773	0	28	0	28	0	43	0	43	0	21	0	0	0	0	0	0	163	26	0	26	189
Rangpur	155039	0	155039	73716	25473	0	107	0	107	0	163	0	163	0	888	0	0	0	0	0	0	194	47	0	47	241
Mymensingh	78336	0	78336	120010	9380	0	52	0	52	0	46	0	46	0	77	0	0	0	0	0	0	65	7	0	7	72

 
