DistrictCode,DistrictName,DivisionCode,DivisionName,InputDivision,MeanFuzzRation,UpazillaName,Geo,UpazillaCode,FuzzRatio,FuzzRatioDivision,Meta
76,Pabna,50,Rajshahi,Rajshahi,97,Faridpur,Faridpur,33,94,100,MATCH
76,Pabna,50,Rajshahi,Rajshahi,47,Faridpur,Faridpur,33,94,0,MATCH
76,Pabna,50,Rajshahi,Dhaka,47,Faridpur,Faridpur,33,94,0,MISSMATCH
15,Chittagong,20,Chittagong,Chittagong,95.5,Fatikchhari,Fatichhari,33,91,100,MATCH
15,Chittagong,20,Chittagong,Chittagong,45.5,Fatikchhari,Fatichhari,33,91,0,MATCH
91,Sylhet,60,Sylhet,Sylhet,97.5,Fenchuganj,Fenchuganj,35,95,100,MATCH
91,Sylhet,60,Sylhet,Sylhet,47.5,Fenchuganj,Fenchuganj,35,95,0,MATCH
30,Feni,20,Chittagong,Chittagong,76.5,Feni Sadar,Feni,29,53,100,MATCH
30,Feni,20,Chittagong,Chittagong,26.5,Feni Sadar,Feni,29,53,0,MATCH
27,Dinajpur,55,Rangpur,Rangpur,96.5,Fulbari,Fulbari,38,93,100,MATCH
27,Dinajpur,55,Rangpur,Rangpur,96.5,Fulbari,Fulbari,38,93,100,MATCH
27,Dinajpur,55,Rangpur,Rangpur,46.5,Fulbari,Fulbari,38,93,0,MATCH
27,Dinajpur,55,Rangpur,Rangpur,46.5,Fulbari,Fulbari,38,93,0,MATCH
27,Dinajpur,55,Rangpur,Mymensingh,56,Fulbari,Fulbaria,38,88,24,MISSMATCH
61,Mymensingh,30,Dhaka,Mymensingh,47,Fulbaria,Fulbaria,20,94,0,MATCH
32,Gaibandha,55,Rangpur,Rangpur,97.5,Fulchhari,Fulchhari,21,95,100,MATCH
32,Gaibandha,55,Rangpur,Rangpur,47.5,Fulchhari,Fulchhari,21,95,0,MATCH
30,Feni,20,Chittagong,Chittagong,96.5,Fulgazi,Fulgazi,41,93,100,MATCH
30,Feni,20,Chittagong,Chittagong,46.5,Fulgazi,Fulgazi,41,93,0,MATCH
47,Khulna,40,Khulna,Khulna,87.5,Phultala,Fultala,69,75,100,MATCH
47,Khulna,40,Khulna,Khulna,37.5,Phultala,Fultala,69,75,0,MATCH
10,Bogra,50,Rajshahi,Rajshahi,96.5,Gabtali,Gabtali,40,93,100,MATCH
10,Bogra,50,Rajshahi,Rajshahi,46.5,Gabtali,Gabtali,40,93,0,MATCH
61,Mymensingh,30,Dhaka,Mymensingh,51.5,Gaffargaon,Gafargaon,22,90,13,MATCH
61,Mymensingh,30,Dhaka,Mymensingh,45,Gaffargaon,Gafargaon,22,90,0,MATCH
57,Meherpur,40,Khulna,Khulna,91.5,Gangni,Gagni,47,83,100,MATCH
57,Meherpur,40,Khulna,Khulna,41.5,Gangni,Gagni,47,83,0,MATCH
52,Lalmonirhat,55,Rangpur,Rangpur,90,Hatibandha,Gaibandha,33,80,100,MISSMATCH
52,Lalmonirhat,55,Rangpur,Rangpur,40,Hatibandha,Gaibandha,33,80,0,MISSMATCH
85,Rangpur,55,Rangpur,Rangpur,97.5,Gangachara,Gangachara,27,95,100,MATCH
85,Rangpur,55,Rangpur,Rangpur,47.5,Gangachara,Gangachara,27,95,0,MATCH
59,Munshiganj,30,Dhaka,Dhaka,96.5,Gazaria,Gazaria,24,93,100,MATCH
59,Munshiganj,30,Dhaka,Dhaka,46.5,Gazaria,Gazaria,24,93,0,MATCH
61,Mymensingh,30,Dhaka,Dhaka,87.5,Gauripur,Gazipur,23,75,100,MISS2 (geo from Geo var missing)
88,Sirajganj,50,Rajshahi,Dhaka,40,Kazipur,Gazipur,50,80,0,MISS2 (geo from Geo var missing)
93,Tangail,30,Dhaka,Dhaka,96.5,Ghatail,Ghatail,28,93,100,MATCH
93,Tangail,30,Dhaka,Dhaka,46.5,Ghatail,Ghatail,28,93,0,MATCH
56,Manikganj,30,Dhaka,Dhaka,95.5,Ghior,Ghior,22,91,100,MATCH
56,Manikganj,30,Dhaka,Dhaka,45.5,Ghior,Ghior,22,91,0,MATCH
27,Dinajpur,55,Rangpur,Rangpur,97.5,Ghoraghat,Ghoraghat,43,95,100,MATCH
27,Dinajpur,55,Rangpur,Rangpur,47.5,Ghoraghat,Ghoraghat,43,95,0,MATCH
82,Rajbari,30,Dhaka,Dhaka,91,Goalanda,Goalunda,29,82,100,MATCH
82,Rajbari,30,Dhaka,Dhaka,41,Goalanda,Goalunda,29,82,0,MATCH
32,Gaibandha,55,Rangpur,Rangpur,98,Gobindaganj,Gobindaganj,30,96,100,MATCH
32,Gaibandha,55,Rangpur,Rangpur,48,Gobindaganj,Gobindaganj,30,96,0,MATCH
81,Rajshahi,50,Rajshahi,Rajshahi,97,Godagari,Godagari,34,94,100,MATCH
81,Rajshahi,50,Rajshahi,Rajshahi,47,Godagari,Godagari,34,94,0,MATCH
78,Patuakhali,10,Barisal,Barisal,92,Galachipa,Golachipa,57,84,100,MATCH
78,Patuakhali,10,Barisal,Barisal,42,Galachipa,Golachipa,57,84,0,MATCH
91,Sylhet,60,Sylhet,Sylhet,97.5,Golapganj,Golapganj,38,95,100,MATCH
91,Sylhet,60,Sylhet,Sylhet,47.5,Golapganj,Golapganj,38,95,0,MATCH
70,Chapai Nawabganj,50,Rajshahi,Rajshahi,93,Gomastapur,Gomostapur,37,86,100,MATCH
70,Chapai Nawabganj,50,Rajshahi,Rajshahi,43,Gomastapur,Gomostapur,37,86,0,MATCH
35,Gopalganj,30,Dhaka,Dhaka,86,Gopalganj Sadar,Gopalganj,32,72,100,MATCH
91,Sylhet,60,Sylhet,Dhaka,37,Golapganj,Gopalganj,38,74,0,MISSMATCH
93,Tangail,30,Dhaka,Dhaka,97,Gopalpur,Gopalpur,38,94,100,MATCH
93,Tangail,30,Dhaka,Dhaka,47,Gopalpur,Gopalpur,38,94,0,MATCH
86,Shariatpur,30,Dhaka,Dhaka,95,Gosairhat,Goshairhat,36,90,100,MATCH
61,Mymensingh,30,Dhaka,Mymensingh,47.5,Gauripur,Gouripur,23,82,13,MATCH
61,Mymensingh,30,Dhaka,Mymensingh,41,Gauripur,Gouripur,23,82,0,MATCH
6,Barisal,10,Barisal,Barisal,91,Gaurnadi,Gournadi,32,82,100,MATCH
91,Sylhet,60,Sylhet,Sylhet,97.5,Gowainghat,Gowainghat,41,95,100,MATCH
91,Sylhet,60,Sylhet,Sylhet,47.5,Gowainghat,Gowainghat,41,95,0,MATCH
69,Natore,50,Rajshahi,Rajshahi,95.5,Gurudaspur,Gurudashpur,41,91,100,MATCH
69,Natore,50,Rajshahi,Rajshahi,45.5,Gurudaspur,Gurudashpur,41,91,0,MATCH
36,Habiganj,60,Sylhet,Sylhet,91,Nabiganj,Habiganj,77,82,100,MISS2 (geo from Geo var missing)
36,Habiganj,60,Sylhet,Sylhet,41,Nabiganj,Habiganj,77,82,0,MISS2 (geo from Geo var missing)
13,Chandpur,20,Chittagong,Chittagong,97,Hajiganj,Hajiganj,49,94,100,MATCH
13,Chandpur,20,Chittagong,Chittagong,47,Hajiganj,Hajiganj,49,94,0,MATCH
27,Dinajpur,55,Rangpur,Rangpur,97,Hakimpur,Hakimpur,47,94,100,MATCH
27,Dinajpur,55,Rangpur,Rangpur,47,Hakimpur,Hakimpur,47,94,0,MATCH
61,Mymensingh,30,Dhaka,Mymensingh,54,Haluaghat,Haluaghat,24,95,13,MATCH
61,Mymensingh,30,Dhaka,Mymensingh,47.5,Haluaghat,Haluaghat,24,95,0,MATCH
44,Jhenaidah,40,Khulna,Khulna,93.5,Harinakundu,Harinakunda,14,87,100,MATCH
94,Thakurgaon,55,Rangpur,Rangpur,96.5,Haripur,Haripur,51,93,100,MATCH
94,Thakurgaon,55,Rangpur,Rangpur,46.5,Haripur,Haripur,51,93,0,MATCH
56,Manikganj,30,Dhaka,Dhaka,97.5,Harirampur,Harirampur,28,95,100,MATCH
56,Manikganj,30,Dhaka,Dhaka,47.5,Harirampur,Harirampur,28,95,0,MATCH
15,Chittagong,20,Chittagong,Chittagong,97.5,Hathazari,Hathazari,37,95,100,MATCH
15,Chittagong,20,Chittagong,Chittagong,47.5,Hathazari,Hathazari,37,95,0,MATCH
52,Lalmonirhat,55,Rangpur,Rangpur,97.5,Hatibandha,Hatibandha,33,95,100,MATCH
75,Noakhali,20,Chittagong,Chittagong,96,Hatiya,Hatiya,36,92,100,MATCH
75,Noakhali,20,Chittagong,Chittagong,46,Hatiya,Hatiya,36,92,0,MATCH
13,Chandpur,20,Chittagong,Chittagong,79.5,Haim Char,Hemchar,47,59,100,MATCH
13,Chandpur,20,Chittagong,Chittagong,29.5,Haim Char,Hemchar,47,59,0,MATCH
6,Barisal,10,Barisal,Barisal,95.5,Hizla,Hizla,36,91,100,MATCH
19,Comilla,20,Chittagong,Chittagong,95.5,Homna,Homna,54,91,100,MATCH
19,Comilla,20,Chittagong,Chittagong,45.5,Homna,Homna,54,91,0,MATCH
48,Kishoreganj,30,Dhaka,Dhaka,97.5,Hossainpur,Hossainpur,27,95,100,MATCH
48,Kishoreganj,30,Dhaka,Dhaka,47.5,Hossainpur,Hossainpur,27,95,0,MATCH
9,Bhola,10,Barisal,Barisal,74,Burhanuddin,Indurkani,21,48,100,MISS2 (geo from Geo var missing)
19,Comilla,20,Chittagong,Barisal,26.5,Daudkandi,Indurkani,36,53,0,MISS2 (geo from Geo var missing)
76,Pabna,50,Rajshahi,Rajshahi,97,Ishwardi,Ishwardi,39,94,100,MATCH
76,Pabna,50,Rajshahi,Rajshahi,47,Ishwardi,Ishwardi,39,94,0,MATCH
61,Mymensingh,30,Dhaka,Mymensingh,54,Ishwarganj,Ishwarganj,31,95,13,MATCH
61,Mymensingh,30,Dhaka,Mymensingh,47.5,Ishwarganj,Ishwarganj,31,95,0,MATCH
39,Jamalpur,30,Dhaka,Mymensingh,53.5,Islampur,Islampur,29,94,13,MATCH
39,Jamalpur,30,Dhaka,Mymensingh,47,Islampur,Islampur,29,94,0,MATCH
48,Kishoreganj,30,Dhaka,Dhaka,94.5,Itna,Itna,33,89,100,MATCH
48,Kishoreganj,30,Dhaka,Dhaka,44.5,Itna,Itna,33,89,0,MATCH
91,Sylhet,60,Sylhet,Sylhet,95,Jaintiapur,Jaintapur,53,90,100,MATCH
91,Sylhet,60,Sylhet,Sylhet,45,Jaintiapur,Jaintapur,53,90,0,MATCH
91,Sylhet,60,Sylhet,Sylhet,91,Zakiganj,Jakiganj,94,82,100,MATCH
91,Sylhet,60,Sylhet,Sylhet,41,Zakiganj,Jakiganj,94,82,0,MATCH
73,Nilphamari,55,Rangpur,Rangpur,97,Jaldhaka,Jaldhaka,36,94,100,MATCH
90,Sunamganj,60,Sylhet,Sylhet,97.5,Jamalganj,Jamalganj,50,95,100,MATCH
90,Sunamganj,60,Sylhet,Sylhet,47.5,Jamalganj,Jamalganj,50,95,0,MATCH
64,Naogaon,50,Rajshahi,Mymensingh,44.5,Niamatpur,Jamalpur,69,67,22,MISSMATCH
39,Jamalpur,30,Dhaka,Mymensingh,35,Jamalpur Sadar,Jamalpur,36,70,0,MATCH
86,Shariatpur,30,Dhaka,Dhaka,90,Zanjira,Janjira,94,80,100,MATCH
41,Jessore,40,Khulna,Khulna,83.5,Jessore Sadar,Jessore,47,67,100,MATCH
41,Jessore,40,Khulna,Khulna,33.5,Jessore Sadar,Jessore,47,67,0,MATCH
42,Jhalokati,10,Barisal,Barisal,82,Jhalokati Sadar,Jhalakati,40,64,100,MATCH
73,Nilphamari,55,Rangpur,Barisal,33.5,Jaldhaka,Jhalakati,36,67,0,MISSMATCH
44,Jhenaidah,40,Khulna,Khulna,88.5,Jhenaidah Sadar,Jhenaidaha,19,77,100,MATCH
89,Sherpur,30,Dhaka,Mymensingh,54,Jhenaigati,Jhenaigati,37,95,13,MATCH
41,Jessore,40,Khulna,Khulna,96,Jhikargachha,Jhikarghachha,23,92,100,MATCH
41,Jessore,40,Khulna,Khulna,46,Jhikargachha,Jhikarghachha,23,92,0,MATCH
18,Chuadanga,40,Khulna,Khulna,79.5,Jiban Nagar,Jiban,55,59,100,MATCH
18,Chuadanga,40,Khulna,Khulna,29.5,Jiban Nagar,Jiban,55,59,0,MATCH
90,Sunamganj,60,Sylhet,Sylhet,90,Jagannathpur,Jogonnathpur,47,80,100,MATCH
90,Sunamganj,60,Sylhet,Sylhet,40,Jagannathpur,Jogonnathpur,47,80,0,MATCH
38,Joypurhat,50,Rajshahi,Rajshahi,86,Joypurhat Sadar,Joypurhat,47,72,100,MATCH
84,Rangamati,20,Chittagong,Chittagong,89,Jurai Chhari,Jurachhari,47,78,100,MATCH
84,Rangamati,20,Chittagong,Chittagong,39,Jurai Chhari,Jurachhari,47,78,0,MATCH
58,Maulvibazar,60,Sylhet,Sylhet,94.5,Juri,Juri,35,89,100,MATCH
58,Maulvibazar,60,Sylhet,Sylhet,44.5,Juri,Juri,35,89,0,MATCH
75,Noakhali,20,Chittagong,Chittagong,97,Kabirhat,Kabirhat,47,94,100,MATCH
75,Noakhali,20,Chittagong,Chittagong,47,Kabirhat,Kabirhat,47,94,0,MATCH
1,Bagerhat,40,Khulna,Khulna,96,Kachua,Kachua,38,92,100,MATCH
13,Chandpur,20,Chittagong,Chittagong,96,Kachua,Kachua,58,92,100,MATCH
1,Bagerhat,40,Khulna,Chittagong,46,Kachua,Kachua,38,92,0,MISSMATCH
1,Bagerhat,40,Khulna,Khulna,46,Kachua,Kachua,38,92,0,MATCH
10,Bogra,50,Rajshahi,Rajshahi,96.5,Kahaloo,Kahaloo,54,93,100,MATCH
10,Bogra,50,Rajshahi,Rajshahi,46.5,Kahaloo,Kahaloo,54,93,0,MATCH
27,Dinajpur,55,Rangpur,Rangpur,97,Kaharole,Kaharole,56,94,100,MATCH
27,Dinajpur,55,Rangpur,Rangpur,47,Kaharole,Kaharole,56,94,0,MATCH
38,Joypurhat,50,Rajshahi,Rajshahi,95.5,Kalai,Kalai,58,91,100,MATCH
78,Patuakhali,10,Barisal,Barisal,89,Kala Para,Kalapara,66,78,100,MATCH
78,Patuakhali,10,Barisal,Barisal,39,Kala Para,Kalapara,66,78,0,MATCH
65,Narail,40,Khulna,Khulna,95.5,Kalia,Kalia,28,91,100,MATCH
65,Narail,40,Khulna,Khulna,45.5,Kalia,Kalia,28,91,0,MATCH
33,Gazipur,30,Dhaka,Dhaka,97.5,Kaliakair,Kaliakair,32,95,100,MATCH
33,Gazipur,30,Dhaka,Dhaka,47.5,Kaliakair,Kaliakair,32,95,0,MATCH
87,Satkhira,40,Khulna,Khulna,97,Kaliganj,Kaliganj,47,94,100,MATCH
87,Satkhira,40,Khulna,Khulna,97,Kaliganj,Kaliganj,47,94,100,MATCH
33,Gazipur,30,Dhaka,Dhaka,97,Kaliganj,Kaliganj,34,94,100,MATCH
52,Lalmonirhat,55,Rangpur,Rangpur,91,Kaligang,Kaliganj,39,82,100,MATCH
87,Satkhira,40,Khulna,Dhaka,47,Kaliganj,Kaliganj,47,94,0,MISSMATCH
87,Satkhira,40,Khulna,Khulna,47,Kaliganj,Kaliganj,47,94,0,MATCH
93,Tangail,30,Dhaka,Dhaka,97,Kalihati,Kalihati,47,94,100,MATCH
93,Tangail,30,Dhaka,Dhaka,47,Kalihati,Kalihati,47,94,0,MATCH
54,Madaripur,30,Dhaka,Dhaka,96.5,Kalkini,Kalkini,40,93,100,MATCH
54,Madaripur,30,Dhaka,Dhaka,46.5,Kalkini,Kalkini,40,93,0,MATCH
72,Netrakona,30,Dhaka,Mymensingh,54,Kalmakanda,Kalmakanda,40,95,13,MATCH
72,Netrakona,30,Dhaka,Mymensingh,47.5,Kalmakanda,Kalmakanda,40,95,0,MATCH
51,Lakshmipur,20,Chittagong,Chittagong,97.5,Kamalnagar,Kamalnagar,33,95,100,MATCH
88,Sirajganj,50,Rajshahi,Rajshahi,95.5,Kamarkhanda,Kamarkhand,44,91,100,MATCH
88,Sirajganj,50,Rajshahi,Rajshahi,45.5,Kamarkhanda,Kamarkhand,44,91,0,MATCH
91,Sylhet,60,Sylhet,Sylhet,97.5,Kanaighat,Kanaighat,59,95,100,MATCH
91,Sylhet,60,Sylhet,Sylhet,47.5,Kanaighat,Kanaighat,59,95,0,MATCH
33,Gazipur,30,Dhaka,Dhaka,96.5,Kapasia,Kapasia,36,93,100,MATCH
33,Gazipur,30,Dhaka,Dhaka,46.5,Kapasia,Kapasia,36,93,0,MATCH
84,Rangamati,20,Chittagong,Chittagong,93,Kaptai,Kaptai,36,86,100,MATCH
84,Rangamati,20,Chittagong,Chittagong,43,Kaptai,Kaptai,36,86,0,MATCH
48,Kishoreganj,30,Dhaka,Dhaka,97.5,Karimganj,Karimganj,42,95,100,MATCH
48,Kishoreganj,30,Dhaka,Dhaka,47.5,Karimganj,Karimganj,42,95,0,MATCH
12,Brahmanbaria,20,Chittagong,Chittagong,91.5,Kasba,Kashba,63,83,100,MATCH
35,Gopalganj,30,Dhaka,Dhaka,94,Kashiani,Kasiani,43,88,100,MATCH
35,Gopalganj,30,Dhaka,Dhaka,44,Kashiani,Kasiani,43,88,0,MATCH
42,Jhalokati,10,Barisal,Barisal,94.5,Kanthalia,Kathalia,43,89,100,MATCH
42,Jhalokati,10,Barisal,Barisal,44.5,Kanthalia,Kathalia,43,89,0,MATCH
48,Kishoreganj,30,Dhaka,Dhaka,96.5,Katiadi,Katiadi,45,93,100,MATCH
48,Kishoreganj,30,Dhaka,Dhaka,46.5,Katiadi,Katiadi,45,93,0,MATCH
85,Rangpur,55,Rangpur,Rangpur,96,Kaunia,Kaunia,42,92,100,MATCH
85,Rangpur,55,Rangpur,Rangpur,46,Kaunia,Kaunia,42,92,0,MATCH
79,Pirojpur,10,Barisal,Barisal,97,Kawkhali,Kawkhali,47,94,100,MATCH
84,Rangamati,20,Chittagong,Barisal,47,Kawkhali,Kawkhali,25,94,0,MISSMATCH
84,Rangamati,20,Chittagong,Chittagong,97,Kawkhali,Kawkhali,25,94,100,MATCH
84,Rangamati,20,Chittagong,Chittagong,47,Kawkhali,Kawkhali,25,94,0,MATCH
88,Sirajganj,50,Rajshahi,Rajshahi,96.5,Kazipur,Kazipur,50,93,100,MATCH
88,Sirajganj,50,Rajshahi,Rajshahi,46.5,Kazipur,Kazipur,50,93,0,MATCH
72,Netrakona,30,Dhaka,Mymensingh,52.5,Kendua,Kendua,47,92,13,MATCH
72,Netrakona,30,Dhaka,Mymensingh,46,Kendua,Kendua,47,92,0,MATCH
26,Dhaka,30,Dhaka,Dhaka,97.5,Keraniganj,Keraniganj,38,95,100,MATCH
26,Dhaka,30,Dhaka,Dhaka,47.5,Keraniganj,Keraniganj,38,95,0,MATCH
41,Jessore,40,Khulna,Khulna,92,Keshabpur,Keshobpur,38,84,100,MATCH
41,Jessore,40,Khulna,Khulna,42,Keshabpur,Keshobpur,38,84,0,MATCH
46,Khagrachhari,20,Chittagong,Chittagong,88.5,Khagrachhari Sadar,Khagrachhari,49,77,100,MATCH
46,Khagrachhari,20,Chittagong,Chittagong,38.5,Khagrachhari Sadar,Khagrachhari,49,77,0,MATCH
72,Netrakona,30,Dhaka,Mymensingh,52,Khaliajuri,Khaliajhuri,38,91,13,MATCH
72,Netrakona,30,Dhaka,Mymensingh,45.5,Khaliajuri,Khaliajhuri,38,91,0,MATCH
27,Dinajpur,55,Rangpur,Rangpur,94.5,Khansama,Khanshama,60,89,100,MATCH
27,Dinajpur,55,Rangpur,Rangpur,44.5,Khansama,Khanshama,60,89,0,MATCH
38,Joypurhat,50,Rajshahi,Rajshahi,96.5,Khetlal,Khetlal,61,93,100,MATCH
50,Kushtia,40,Khulna,Khulna,96,Khoksa,Khoksa,63,92,100,MATCH
1,Bagerhat,40,Khulna,Khulna,81,Kachua,Khulna,38,62,100,MISS2 (geo from Geo var missing)
13,Chandpur,20,Chittagong,Khulna,31,Kachua,Khulna,58,62,0,MISS2 (geo from Geo var missing)
48,Kishoreganj,30,Dhaka,Dhaka,88,Kishoreganj Sadar,Kishoreganj,49,76,100,MATCH
73,Nilphamari,55,Rangpur,Rangpur,98,Kishoreganj,Kishoreganj,45,96,100,MATCH
73,Nilphamari,55,Rangpur,Dhaka,48,Kishoreganj,Kishoreganj,45,96,0,MISSMATCH
87,Satkhira,40,Khulna,Khulna,90,Kalaroa,Kolaroa,43,80,100,MATCH
87,Satkhira,40,Khulna,Khulna,40,Kalaroa,Kolaroa,43,80,0,MATCH
58,Maulvibazar,60,Sylhet,Sylhet,87,Kamalganj,Komolganj,56,74,100,MATCH
58,Maulvibazar,60,Sylhet,Sylhet,37,Kamalganj,Komolganj,56,74,0,MATCH
35,Gopalganj,30,Dhaka,Dhaka,97.5,Kotalipara,Kotalipara,51,95,100,MATCH
35,Gopalganj,30,Dhaka,Dhaka,47.5,Kotalipara,Kotalipara,51,95,0,MATCH
44,Jhenaidah,40,Khulna,Khulna,98,Kotchandpur,Kotchandpur,42,96,100,MATCH
47,Khulna,40,Khulna,Khulna,95.5,Koyra,Koyra,53,91,100,MATCH
47,Khulna,40,Khulna,Khulna,45.5,Koyra,Koyra,53,91,0,MATCH
58,Maulvibazar,60,Sylhet,Sylhet,96.5,Kulaura,Kulaura,65,93,100,MATCH
58,Maulvibazar,60,Sylhet,Sylhet,46.5,Kulaura,Kulaura,65,93,0,MATCH
48,Kishoreganj,30,Dhaka,Dhaka,91,Kuliar Char,Kuliarchar,54,82,100,MATCH
48,Kishoreganj,30,Dhaka,Dhaka,41,Kuliar Char,Kuliarchar,54,82,0,MATCH
50,Kushtia,40,Khulna,Khulna,97.5,Kumarkhali,Kumarkhali,71,95,100,MATCH
49,Kurigram,55,Rangpur,Rangpur,85,Kurigram Sadar,Kurigram,52,70,100,MATCH
49,Kurigram,55,Rangpur,Rangpur,35,Kurigram Sadar,Kurigram,52,70,0,MATCH
50,Kushtia,40,Khulna,Khulna,83.5,Kushtia Sadar,Kushtia,79,67,100,MATCH
22,Cox's Bazar,20,Chittagong,Chittagong,97,Kutubdia,Kutubdia,45,94,100,MATCH
22,Cox's Bazar,20,Chittagong,Chittagong,47,Kutubdia,Kutubdia,45,94,0,MATCH
36,Habiganj,60,Sylhet,Sylhet,96,Lakhai,Lakhai,68,92,100,MATCH
36,Habiganj,60,Sylhet,Sylhet,46,Lakhai,Lakhai,68,92,0,MATCH
19,Comilla,20,Chittagong,Chittagong,93,Laksam,Laksham,72,86,100,MATCH
19,Comilla,20,Chittagong,Chittagong,43,Laksam,Laksham,72,86,0,MATCH
46,Khagrachhari,20,Chittagong,Chittagong,98,Lakshmichhari,Lakshmichhari,61,96,100,MATCH
46,Khagrachhari,20,Chittagong,Chittagong,48,Lakshmichhari,Lakshmichhari,61,96,0,MATCH
51,Lakshmipur,20,Chittagong,Chittagong,87,Lakshmipur Sadar,Lakshmipur,43,74,100,MATCH
9,Bhola,10,Barisal,Barisal,97,Lalmohan,Lalmohan,54,94,100,MATCH
9,Bhola,10,Barisal,Barisal,47,Lalmohan,Lalmohan,54,94,0,MATCH
52,Lalmonirhat,55,Rangpur,Rangpur,88,Lalmonirhat Sadar,Lalmonirhat,55,76,100,MATCH
69,Natore,50,Rajshahi,Rajshahi,96,Lalpur,Lalpur,44,92,100,MATCH
69,Natore,50,Rajshahi,Rajshahi,46,Lalpur,Lalpur,44,92,0,MATCH
3,Bandarban,20,Chittagong,Chittagong,94.5,Lama,Lama,51,89,100,MATCH
3,Bandarban,20,Chittagong,Chittagong,44.5,Lama,Lama,51,89,0,MATCH
84,Rangamati,20,Chittagong,Chittagong,94,Langadu,Langadu,58,88,100,MATCH
84,Rangamati,20,Chittagong,Chittagong,44,Langadu,Langadu,58,88,0,MATCH
65,Narail,40,Khulna,Khulna,97,Lohagara,Lohagara,52,94,100,MATCH
15,Chittagong,20,Chittagong,Khulna,47,Lohagara,Lohagara,47,94,0,MATCH
15,Chittagong,20,Chittagong,Chittagong,91,Lohagara,Lohagora,47,82,100,MATCH
15,Chittagong,20,Chittagong,Chittagong,41,Lohagara,Lohagora,47,82,0,MATCH
59,Munshiganj,30,Dhaka,Dhaka,91,Lohajang,Lohajong,44,82,100,MATCH
59,Munshiganj,30,Dhaka,Dhaka,41,Lohajang,Lohajong,44,82,0,MATCH
39,Jamalpur,30,Dhaka,Mymensingh,54,Madarganj,Madarganj,58,95,13,MATCH
39,Jamalpur,30,Dhaka,Mymensingh,47.5,Madarganj,Madarganj,58,95,0,MATCH
29,Faridpur,30,Dhaka,Dhaka,89,Sadarpur,Madaripur,84,78,100,MISS2 (geo from Geo var missing)
29,Faridpur,30,Dhaka,Dhaka,39,Sadarpur,Madaripur,84,78,0,MISS2 (geo from Geo var missing)
36,Habiganj,60,Sylhet,Sylhet,97.5,Madhabpur,Madhabpur,71,95,100,MATCH
36,Habiganj,60,Sylhet,Sylhet,47.5,Madhabpur,Madhabpur,71,95,0,MATCH
55,Magura,40,Khulna,Khulna,81.5,Magura Sadar,Magura,57,63,100,MATCH
9,Bhola,10,Barisal,Khulna,35.5,Manpura,Magura,65,71,0,MISSMATCH
46,Khagrachhari,20,Chittagong,Chittagong,98,Mahalchhari,Mahalchhari,65,96,100,MATCH
46,Khagrachhari,20,Chittagong,Chittagong,48,Mahalchhari,Mahalchhari,65,96,0,MATCH
64,Naogaon,50,Rajshahi,Rajshahi,95.5,Manda,Manda,47,91,100,MATCH
64,Naogaon,50,Rajshahi,Rajshahi,45.5,Manda,Manda,47,91,0,MATCH
46,Khagrachhari,20,Chittagong,Chittagong,98,Manikchhari,Manikchhari,67,96,100,MATCH
46,Khagrachhari,20,Chittagong,Chittagong,48,Manikchhari,Manikchhari,67,96,0,MATCH
72,Netrakona,30,Dhaka,Dhaka,87,Mohanganj,Manikganj,63,74,100,MISS2 (geo from Geo var missing)
72,Netrakona,30,Dhaka,Dhaka,37,Mohanganj,Manikganj,63,74,0,MISS2 (geo from Geo var missing)
79,Pirojpur,10,Barisal,Barisal,97.5,Mathbaria,Mathbaria,58,95,100,MATCH
79,Pirojpur,10,Barisal,Barisal,47.5,Mathbaria,Mathbaria,58,95,0,MATCH
46,Khagrachhari,20,Chittagong,Chittagong,97.5,Matiranga,Matiranga,70,95,100,MATCH
46,Khagrachhari,20,Chittagong,Chittagong,47.5,Matiranga,Matiranga,70,95,0,MATCH
13,Chandpur,20,Chittagong,Chittagong,96,Matlab,Matlab,76,92,100,MATCH
13,Chandpur,20,Chittagong,Chittagong,46,Matlab,Matlab,76,92,0,MATCH
19,Comilla,20,Chittagong,Chittagong,96,Meghna,Meghna,75,92,100,MATCH
19,Comilla,20,Chittagong,Chittagong,46,Meghna,Meghna,75,92,0,MATCH
6,Barisal,10,Barisal,Barisal,98,Mehendiganj,Mehendiganj,62,96,100,MATCH
57,Meherpur,40,Khulna,Khulna,85,Meherpur Sadar,Meherpur,87,70,100,MATCH
10,Bogra,50,Rajshahi,Khulna,37.5,Sherpur,Meherpur,88,75,0,MISSMATCH
39,Jamalpur,30,Dhaka,Mymensingh,54,Melandaha,Melandaha,61,95,13,MATCH
39,Jamalpur,30,Dhaka,Mymensingh,47.5,Melandaha,Melandaha,61,95,0,MATCH
93,Tangail,30,Dhaka,Dhaka,90,Mirzapur,Mirpur,66,80,100,MISSMATCH
50,Kushtia,40,Khulna,Khulna,96,Mirpur,Mirpur,94,92,100,MATCH
50,Kushtia,40,Khulna,Dhaka,46,Mirpur,Mirpur,94,92,0,MATCH
15,Chittagong,20,Chittagong,Chittagong,97.5,Mirsharai,Mirsharai,53,95,100,MATCH
15,Chittagong,20,Chittagong,Chittagong,47.5,Mirsharai,Mirsharai,53,95,0,MATCH
78,Patuakhali,10,Barisal,Barisal,97.5,Mirzaganj,Mirzaganj,76,95,100,MATCH
