"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,20,"BGD","Bangladesh",23,"BGD","Bangladesh","BANGLADESH","Bangladesh","Bangladesh","East Pakistan",NA,NA,"Bangladesh ","Bangladesh ","<U+0411><U+0430><U+043D><U+0433><U+043B><U+0430><U+0434><U+0435><U+0448> ","<U+0628><U+0646><U+063A><U+0644><U+0627><U+062F><U+064A><U+0634>","<U+5B5F><U+52A0><U+62C9><U+56FD> ",NA,NA,"Bangladesh","BD",NA,"BG",50,"1971","Present",137439261,138507.203,992.289628431815,"Southern Asia","Asia",1,NA,NA,NA,"South Asia","Low income","Less indebted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
