Div_Name	pusti108	pusti109	pusti110	pusti111	pusti112	pusti113	pusti114	pusti115	pusti116	pusti117	pusti118	pusti119	pusti120	pusti121	pusti122	pusti123	pusti124	pusti125
Rajshahi	340	0	2658	1124	3178	25220	1609	5779	8520	13022	302	3655	467	1098	133	310	347	540
Khulna	707	615	1494	580	2672	35190	2582	8030	12800	29744	329	2839	166	537	82	313	399	348
Barisal	385	56	911	491	205	10932	839	3634	5212	7376	372	1198	73	314	73	155	83	353
Dhaka	920	275	2435	1146	4756	49614	1198	6335	9911	13980	1102	4180	1032	1867	258	963	900	1395
Chittagong	1272	206	1681	824	3967	50921	2608	9131	12138	20887	1784	8249	1182	1494	616	496	505	561
Sylhet	548	0	2101	246	897	25263	692	6966	9668	17190	515	2060	642	1271	329	635	360	570
Rangpur	973	369	1227	474	4003	37382	1911	4521	6458	10605	226	2614	852	432	594	207	125	316
Mymensingh	526	53	638	524	1625	11495	781	3348	3500	9410	733	2415	252	368	104	325	399	441
