Div_Name	pusti108	pusti109	pusti110	pusti111	pusti112	pusti113	pusti114	pusti115	pusti116	pusti117	pusti118	pusti119	pusti120	pusti121	pusti122	pusti123	pusti124	pusti125
Rajshahi	1023	470	3358	560	15870	35564	934	5718	9975	16174	566	5447	841	426	365	734	597	497
Khulna	437	354	2225	448	19819	43426	2419	11022	15903	38207	320	4400	641	809	113	245	287	378
Barisal	233	101	1046	466	11387	24356	1358	5337	7566	12770	540	2409	347	234	45	161	139	208
Dhaka	2052	4493	3454	715	18098	81539	3102	9792	13801	19846	2675	6244	1699	2068	453	1082	1023	1604
Chittagong	2419	361	1436	804	21303	59836	5675	10650	14861	26040	1347	4183	1587	1174	423	556	677	855
Sylhet	675	380	2849	220	9061	36340	739	8521	12125	22131	521	2871	1231	772	174	425	289	410
Rangpur	1200	529	1497	238	14279	128464	1595	4082	7496	11216	204	4526	1014	362	61	326	314	337
Mymensingh	1095	656	1389	368	7559	16044	1269	4402	5789	12551	401	3225	529	404	407	350	323	432
