Div_Name	pusti108	pusti109	pusti110	pusti111	pusti112	pusti113	pusti114	pusti115	pusti116	pusti117	pusti118	pusti119	pusti120	pusti121	pusti122	pusti123	pusti124	pusti125
Rajshahi	994	111	3193	1131	15624	39782	1401	6084	10524	16117	351	6489	1008	739	158	697	563	409
Khulna	889	305	1760	735	23505	58139	3937	12684	22942	42299	403	5827	3280	903	126	345	396	585
Barisal	186	20	1084	659	12762	18279	1127	4182	5947	9577	735	3231	543	550	51	193	238	678
Dhaka	1843	514	4424	1758	21564	66397	2326	9220	13649	19728	1414	7469	1661	1714	510	1071	934	1220
Chittagong	2439	498	1540	931	29576	64399	4078	9989	16118	29103	1171	5440	1561	1447	475	547	868	1019
Sylhet	592	318	2794	295	10078	40049	945	8245	12632	22117	1063	3352	766	733	173	329	276	375
Rangpur	1445	304	1489	512	15992	98601	1686	4396	6545	10527	127	4660	974	387	94	160	182	229
Mymensingh	407	311	836	487	8135	19069	1024	5893	5991	13014	509	4426	612	421	357	455	352	537
