Div_Name	pusti108	pusti109	pusti110	pusti111	pusti112	pusti113	pusti114	pusti115	pusti116	pusti117	pusti118	pusti119	pusti120	pusti121	pusti122	pusti123	pusti124	pusti125
Rajshahi	1152	547	3099	1013	21044	47327	951	7029	11928	20424	1181	5277	326	665	457	746	544	595
Khulna	1195	579	1910	993	25152	38407	1468	10428	15596	34393	13035	5837	294	813	312	434	312	752
Barisal	257	24	1145	481	20571	24578	1594	5292	9199	16027	100020	3147	391	387	149	188	274	400
Dhaka	1896	353	4537	4453	31480	64554	16940	12554	17171	26258	67967	7106	2961	1716	386	1719	1525	2102
Chittagong	1813	279	1813	914	27787	71360	4130	12265	25521	33782	47924	4792	1624	1429	736	942	999	993
Sylhet	520	39	2654	180	14065	34332	474	9262	12622	25379	2287	3948	747	1127	454	612	517	648
Rangpur	1472	491	1644	744	24561	37597	1342	6130	8710	12767	833	4162	300	476	114	287	282	379
Mymensingh	1252	183	890	558	11218	22696	464	5029	6983	14506	1424	3601	111	604	173	443	519	495
